row,ensembles,super_ensembles,low_confidence_ensembles,seed_of
1,"","","53",""
2,"","","25",""
3,"47,55,67","","47,55,62,67",""
4,"2,38,79","","2,33,38,79",""
5,"11,18,21,29,54","1","11,18,21,54",""
6,"37,51","","37,51",""
7,"18","","18",""
8,"1,34,46","2","1,34,69","1"
9,"2,38,60","","2,33,38,60","2"
10,"24,41,47,55,63,73","3","41,47,55,63,73",""
11,"40","","16,40",""
12,"15,61","","15,61",""
13,"1","","1,14,69",""
14,"11,21,29,54","1","11,21,29,54",""
15,"37","","37",""
16,"11,29,43","1","11,29,43",""
17,"9","","9,17",""
18,"10,79","","10,79",""
19,"","","3,76","3"
20,"29,31,35,70","1","4,8,31,35,70","4"
21,"38","","33,38",""
22,"29,43","1","43",""
23,"29,31","1","4,8,31",""
24,"7,9,13,71","","7,9,13,71",""
25,"","","68,76",""
26,"22,46,49","2","22,49,81",""
27,"11,29,35,43","1","11,29,35,43",""
28,"60","","48,60",""
29,"2,38,79","","2,33,38,79",""
30,"","","5","5"
31,"24,28,80","3","28,80",""
32,"11,21,29,54","1","11,21,54",""
33,"18,39","","18,39",""
34,"78","","6,78",""
35,"","","6","6"
36,"12,46","2","12,69",""
37,"29,31","1","8,31",""
38,"","","72,77",""
39,"24,32","3","24,32",""
40,"7","","7","7"
41,"29,43","1","43",""
42,"27,56","","27,56,58",""
43,"23,40,74,75","","16,23,40,74,75",""
44,"15,45,64","","15,45,64",""
45,"29","1","8","8"
46,"24,30,47,63,73","3","30,47,63,73",""
47,"9","","9,17,26","9"
48,"27,56","","27,56",""
49,"10","","10,68","10"
50,"11,21,29,43,54","1","11,21,29,43,54","11"
51,"61,78","","61,78",""
52,"12,46","2","12","12"
53,"78","","19,78",""
54,"44","","14,19,44",""
55,"24,28,59","3","28,48,59",""
56,"78","","6,78",""
57,"57","","5,57,77",""
58,"37","","37",""
59,"52","","5,52,77",""
60,"31","","20,31",""
61,"7,13,71","","7,13,71",""
62,"","","8,20,26",""
63,"1","","1,14,69",""
64,"7,9,13,71","","7,9,13,71","13"
65,"","","8,26",""
66,"59,60","","48,59,60",""
67,"29,51,54","1","51,54",""
68,"","","14","14"
69,"39,57","","5,39,57",""
70,"15","","15","15"
71,"46,49","2","49,81",""
72,"11,29,43","1","11,29,43",""
73,"52","","52",""
74,"12,46","2","12,46",""
75,"24,41,47,50,63","3","41,47,50,63",""
76,"24,50,63","3","24,50,63",""
77,"22,67","","22,65,67",""
78,"74,75","","72,74,75",""
79,"7","","7,20",""
80,"18,39,51","","18,39,51",""
81,"","","14,19",""
82,"24,28,30,32,59","3","28,30,32,48,59",""
83,"29,31","1","31",""
84,"","","5,77",""
85,"9","","9,17",""
86,"31","","20,31",""
87,"41,47,50,55","","41,47,50,55",""
88,"24,28,30,32,59","3","24,28,30,32,59",""
89,"1,34,46","2","1,34,46",""
90,"","","3,68,76",""
91,"37,39,57","","37,39,57",""
92,"47,55","","47,55,62",""
93,"41,50,55","","41,50,55,65",""
94,"10,38,79","","10,38,79",""
95,"22,46,49","2","22,49,81",""
96,"27,56","","3,27,56",""
97,"60","","48,60",""
98,"66","","58,66",""
99,"23,52,75","","23,52,75",""
100,"18,51,54","1","18,51,54",""
101,"40","","16,40","16"
102,"38","","33,38",""
103,"29,70","1","4,70",""
104,"60","","60",""
105,"1,15,34,45","","1,15,34,45",""
106,"","","17","17"
107,"7,71","","7,71",""
108,"67","","42,65,67,81",""
109,"","","26",""
110,"18","","18","18"
111,"","","17,36",""
112,"11,29,43","1","11,43",""
113,"78","","6,78",""
114,"12,46,49","2","12,46,49",""
115,"24,30","3","30",""
116,"34,46","2","34,46",""
117,"22,67","","22,65,67",""
118,"11,21,29,54","1","11,21,54",""
119,"1,34,45,64","","1,34,45,64,69",""
120,"10","","10,68",""
121,"12,46,49","2","12,46,49",""
122,"","","14,19","19"
123,"","","20,26","20"
124,"18,29,54","1","18,54",""
125,"21,29","1","21","21"
126,"66","","53,58,66",""
127,"22,46","2","22","22"
128,"22","","22,65",""
129,"23,40","","16,23,40","23"
130,"27","","27,68,76",""
131,"","","3,76",""
132,"29,35,43","1","8,35,43",""
133,"57","","57,72,77",""
134,"","","36",""
135,"","","6,25",""
136,"9,13","","9,13,17,20,26",""
137,"","","68,76",""
138,"24","3","24","24"
139,"7,9,13","","7,9,13",""
140,"","","25","25"
141,"","","25",""
142,"","","17,26","26"
143,"27,56","","3,27,56","27"
144,"29,70","1","4,70",""
145,"31","","8,26,31",""
146,"40","","16,40",""
147,"24,28,59,80","3","28,48,59,80","28"
148,"27","","3,27,68,76",""
149,"23,40,74,75","","16,23,40,74,75",""
150,"29,70","1","29,70",""
151,"44,61","","19,44,61",""
152,"29,35","1","29,35",""
153,"57","","57",""
154,"7","","7",""
155,"","","6",""
156,"","","17,26",""
157,"73","","42,62,73",""
158,"55,67","","55,65,67",""
159,"29","1","29","29"
160,"55,67","","42,55,62,67",""
161,"7","","7,20",""
162,"24,30,32,59","3","24,30,32,59",""
163,"24,30","3","30","30"
164,"60","","48,60",""
165,"57","","5,57,77",""
166,"12,46,49","2","12,46,49",""
167,"29,31","1","8,31","31"
168,"21,29,37,51","1","21,37,51",""
169,"23,52,74,75","","16,23,52,74,75",""
170,"2,28,60","3","2,28,48,60",""
171,"24,47,73","3","47,62,73",""
172,"23,40","","16,23,40",""
173,"60","","60",""
174,"11,29,35,43","1","11,29,35,43",""
175,"24,30,32,59","3","24,30,32,59","32"
176,"37,51","","37,51",""
177,"","","33","33"
178,"66","","36,53,66",""
179,"78","","6,78",""
180,"37,39,51","","37,39,51",""
181,"9,13","","9,13,17,20",""
182,"37,39,51","","37,39,51",""
183,"34,46","2","34","34"
184,"1,34,46","2","1,34,46",""
185,"","","8,26",""
186,"24,80","3","33,80",""
187,"12,46,49","2","12,46,49",""
188,"27,56","","27,56",""
189,"10,79","","10,79",""
190,"29,35","1","35","35"
191,"40,74","","16,40,74",""
192,"78","","19,78",""
193,"1,34,45,46","2","1,34,45",""
194,"2,80","","2,33,80",""
195,"9,13","","9,13,17,20",""
196,"","","36","36"
197,"24,50,63","3","24,50,63",""
198,"44,45,64","","44,45,64",""
199,"44,45,64","","14,44,45,64,69",""
200,"12,46,49","2","12,49,81",""
201,"24,30,32,59","3","24,30,32,59",""
202,"","","72,77",""
203,"37","","37","37"
204,"44,45,64","","44,45,64",""
205,"38","","33,38","38"
206,"40","","40",""
207,"37,39,51","","37,39,51","39"
208,"24,47,63,73","3","47,63,73",""
209,"40","","40","40"
210,"37","","37",""
211,"2,60,79","","2,60,79",""
212,"","","42,81",""
213,"24,30,32","3","24,30,32",""
214,"11,21,29","1","11,21,29",""
215,"24,41,47,50,63","3","41,47,50,63",""
216,"","","26",""
217,"31","","20,31",""
218,"24,41,50,63","3","41,50,63","41"
219,"24,28,32,80","3","28,32,80",""
220,"22,46,49","2","22,49",""
221,"24,30,32","3","24,30,32",""
222,"24,59","3","48,59",""
223,"39,57","","39,57",""
224,"7,9,13,71","","7,9,13,71",""
225,"29,35,70","1","4,8,35,70",""
226,"21,29","1","21",""
227,"","","6,25",""
228,"66,71","","36,66,71",""
229,"1,34,45,64","","1,34,45,64,69",""
230,"","","42","42"
231,"22,46,49","2","22,49,81",""
232,"27,56","","3,27,56",""
233,"10,38,79","","10,38,79",""
234,"","","68,76",""
235,"11,21,29,43,54","1","11,21,29,43,54",""
236,"24","3","24",""
237,"","","17,20,26",""
238,"23,40","","16,23,40",""
239,"73","","42,62,73",""
240,"29,43","1","43","43"
241,"15,44,61","","15,44,61",""
242,"","","6,25",""
243,"15,44,61,64","","15,19,44,61,64","44"
244,"66","","36,66",""
245,"23,52,75","","23,52,75",""
246,"15,34,45","","15,34,45","45"
247,"66,71","","58,66,71",""
248,"","","6,25",""
249,"61,78","","61,78",""
250,"34,46","2","34,46","46"
251,"29,35,70","1","4,35,70",""
252,"66,71","","36,66,71",""
253,"","","14,19",""
254,"29,31,70","1","4,8,31,70",""
255,"21,29,54","1","21,54",""
256,"59","","48,59",""
257,"15,44,61,78","","15,19,44,61,78",""
258,"24,41,47,63,73","3","41,47,62,63,73","47"
259,"10","","10",""
260,"37,39,57","","37,39,57",""
261,"2,24,28,80","3","2,28,80",""
262,"","","25",""
263,"11,18,29,54","1","11,18,54",""
264,"","","48","48"
265,"44,64","","14,44,64,69",""
266,"67","","42,62,65,67",""
267,"24,41,47,63,73","3","41,47,63,73",""
268,"24,50,63","3","24,50,63",""
269,"13,71","","13,17,36,71",""
270,"29,31","1","4,8,31",""
271,"12,46,49","2","12,46,49","49"
272,"1,12,46","2","1,12,69",""
273,"46","2","46",""
274,"78","","19,78",""
275,"60","","60",""
276,"27","","3,27,68,76",""
277,"24,50","3","50","50"
278,"24,28,80","3","28,80",""
279,"67","","42,62,67",""
280,"22,46,49","2","22,49,81",""
281,"34,46","2","34,46",""
282,"","","20",""
283,"66","","36,53,66",""
284,"37,39,51","","37,39,51",""
285,"2,38,79","","2,38,79",""
286,"23,40,74,75","","16,23,40,74,75",""
287,"27,56","","27,53,56,58",""
288,"27,56","","27,56",""
289,"9","","9,17,26",""
290,"2,38,60,79","","2,33,38,60,79",""
291,"","","5",""
292,"","","5",""
293,"1,12,46","2","1,12,69",""
294,"7,9,13","","7,9,13,20",""
295,"18,37,51","","18,37,51","51"
296,"10","","10,68,76",""
297,"41,50,55","","41,50,55,65",""
298,"29,35,43","1","29,35,43",""
299,"2,38","","2,33,38",""
300,"18,39,51","","18,39,51",""
301,"23,74,75","","16,23,74,75",""
302,"10","","10,68",""
303,"10,79","","10,79",""
304,"24,28,32,59,80","3","28,32,59,80",""
305,"67","","42,62,67",""
306,"61,78","","61,78",""
307,"79","","79",""
308,"29,31,70","1","4,31,70",""
309,"22,46,49","2","22,49,81",""
310,"9","","9,17,26",""
311,"66,71","","66,71",""
312,"74,75","","72,74,75",""
313,"52","","52","52"
314,"78","","6,78",""
315,"1,12,46","2","1,12,46",""
316,"24,47,73","3","47,62,73",""
317,"","","53,58","53"
318,"29,43","1","43",""
319,"18,21,29,54","1","18,21,54","54"
320,"29,35,70","1","4,29,35,70",""
321,"2,60,79","","2,60,79",""
322,"","","42,81",""
323,"24,30,32","3","24,30,32",""
324,"29,35,70","1","4,35,70",""
325,"","","6,25",""
326,"41,55,67","","41,55,62,65,67","55"
327,"56","","56","56"
328,"24,30,32,59","3","30,32,48,59",""
329,"66,71","","66,71",""
330,"29,35","1","4,35",""
331,"9,13,71","","9,13,17,36,71",""
332,"22,67","","22,65,67,81",""
333,"52","","52",""
334,"57","","57","57"
335,"52","","5,52,77",""
336,"23,40,74,75","","16,23,40,74,75",""
337,"1,64","","1,14,64,69",""
338,"47,55,73","","42,47,55,62,73",""
339,"56","","56,58","58"
340,"18,51","","18,51",""
341,"27,56","","3,27,56,58",""
342,"","","3,68,76",""
343,"11,21,29,54","1","11,21,54",""
344,"","","76",""
345,"66,71","","36,66,71",""
346,"2,80","","2,33,80",""
347,"24,28,32,59,80","3","28,32,59,80",""
348,"23,52,74,75","","23,52,74,75",""
349,"66","","36,53,66",""
350,"38","","33,38",""
351,"27,56","","27,56,58",""
352,"22,46","2","22,46",""
353,"24,30,47,63,73","3","30,47,63,73",""
354,"29,43","1","43",""
355,"","","72,77",""
356,"24,28,32,59,80","3","28,32,59,80",""
357,"23,52,75","","23,52,75",""
358,"24,59","3","48,59","59"
359,"15,45","","15,45",""
360,"2,60,79","","2,60,79",""
361,"","","53",""
362,"24,30,32","3","24,30,32",""
363,"27","","3,27",""
364,"60","","48,60","60"
365,"34","","34",""
366,"66","","36,53,66",""
367,"15,61","","15,61","61"
368,"34,46","2","34",""
369,"11,29,35,43","1","11,29,35,43",""
370,"18,39,51","","18,39,51",""
371,"57","","5,57,77",""
372,"52","","52",""
373,"18,29,54","1","18,54",""
374,"73","","42,62,73","62"
375,"18,51","","18,51",""
376,"9,13","","9,13,17",""
377,"1,12,34,46","2","1,12,34,46",""
378,"40","","16,40",""
379,"22,46,49","2","22,49,81",""
380,"29,35,70","1","4,35,70",""
381,"29,43","1","43",""
382,"24,30,63","3","24,30,63","63"
383,"24,28,32,59","3","28,32,48,59",""
384,"64","","14,64,69","64"
385,"55,67","","55,62,65,67",""
386,"12","2","12,14,69",""
387,"29,35,70","1","4,8,35,70",""
388,"11,21,29,54","1","11,21,54",""
389,"41,50,55","","41,50,55",""
390,"50","","50,65","65"
391,"78","","78",""
392,"66","","36,53,58,66","66"
393,"7,13","","7,13",""
394,"55,67","","55,65,67",""
395,"29,31","1","31",""
396,"15,44,61","","15,19,44,61",""
397,"22,46","2","22",""
398,"","","3,53",""
399,"67","","65,67","67"
400,"24,41,50,63","3","41,50,63",""
401,"57","","5,57,77",""
402,"1,34,45,46","2","1,34,45",""
403,"","","68,76","68"
404,"","","14,69","69"
405,"29,70","1","70","70"
406,"44,45,64","","44,45,64",""
407,"71","","36,71","71"
408,"52","","52",""
409,"44,61,64","","19,44,61,64",""
410,"","","72","72"
411,"31","","20,26,31",""
412,"15,44,45,61","","15,44,45,61",""
413,"","","6,25",""
414,"2,38,60,79","","2,38,60,79",""
415,"73","","42,73","73"
416,"","","3,53,58",""
417,"29,31,70","1","4,8,31,70",""
418,"29,31,70","1","4,31,70",""
419,"80","","33,80",""
420,"24,50","3","24,50",""
421,"22,46,49","2","22,49,81",""
422,"12,46,49","2","12,49,81",""
423,"40,74","","16,40,74","74"
424,"10","","10,68,76",""
425,"23,52,74,75","","23,52,74,75","75"
426,"10,38,79","","10,38,79",""
427,"","","76","76"
428,"44","","14,19,44",""
429,"7,9","","7,9,20",""
430,"57","","57,72,77",""
431,"74","","74",""
432,"41,50,55","","41,50,55,65",""
433,"2,24,28,80","3","2,28,80",""
434,"","","72",""
435,"57","","5,57,72,77","77"
436,"24,41,47,63,73","3","41,47,63,73",""
437,"","","72,77",""
438,"22,46","2","22",""
439,"24,41,47,55,63,73","3","41,47,55,63,73",""
440,"39,57","","5,39,57",""
441,"74,75","","72,74,75",""
442,"","","25",""
443,"7,13,71","","7,13,71",""
444,"7,13,71","","7,13,71",""
445,"12,46","2","12,46",""
446,"61,78","","19,61,78","78"
447,"","","25",""
448,"67","","42,67,81",""
449,"7,13","","7,13",""
450,"39,57","","5,39,57",""
451,"41,50,55","","41,50,55,65",""
452,"10,38,79","","10,38,79","79"
453,"66","","53,58,66",""
454,"15,44,45,64","","15,44,45,64",""
455,"37,39,57","","37,39,57",""
456,"","","58",""
457,"23,40","","16,23,40",""
458,"27,56","","3,27,56",""
459,"52","","52,72,77",""
