GeneID	Adipose_rep1	Adipose_rep2	Adipose_rep3	Adipose_rep4	Adipose_rep5	Adipose_rep6
XP_005548288.1	17.888	12.5213	26.909	13.9338		
XP_005548289.1	2.11645	0.000765021	1.21267	1.07935		
XP_005548298.3	6.47765e-06	0.368032	3.42361e-05	0.645916		
XP_005548303.3	2.86538	5.60865	2.99091	3.77988		
XP_005548306.1	0.0	0.0	0.0	0.0		
XP_005548308.3	5.13354	25.0173	2.66855	13.9174		
XP_005548313.3	0.0	0.0	0.0	0.0		
XP_005548317.2	0.755588	0.462255	0.918112	0.789614		
XP_005548319.1	2441.64	2036.41	1867.24	2103.46		
XP_005548320.3	1.52806	2.20738	1.61729	2.18332		
XP_005548323.3	19.141	14.9259	24.1505	14.3944		
XP_005548326.3	2.24077	0.894912	0.149472	1.36444e-06		
XP_005548333.2	0.0507729	0.0790942	0.0279177	0.0178238		
XP_005548347.3	0.0	4.34049e-05	0.0	7.74523e-11		
XP_005548349.1	8.03678	5.73013	7.56667	6.08955		
XP_005548352.3	0.140767	0.0869744	0.0831504	0.0792194		
XP_005548354.1	1.57025	0.513703	2.88457	1.08265		
XP_005548357.1	15.3025	14.5137	31.8905	15.3671		
XP_005548360.1	1.67098	2.87262	4.13926	1.24688		
XP_005548362.1	9.47958	4.58961	17.4745	15.2372		
XP_005548366.1	2.33004e-06	0.0	0.0263234	0.0381673		
XP_005548370.3	0.602007	0.600605	0.154366	1.06559		
XP_005548379.2	0.0	0.0	0.0	0.0		
XP_005548381.3	0.343004	0.0	1.98809	0.0		
XP_005548390.1	0.0	1.1296e-09	0.000125648	8.098e-08		
XP_005548393.3	6.35143	4.53594	9.48984	3.68648		
XP_005548397.1	0.0	2.41434e-07	0.325546	0.0		
XP_005548404.3	0.0	0.0	0.0	0.0		
XP_005548414.3	0.0	1.50889	0.241833	0.33421		
XP_005548415.2	0.0	0.0	0.0	1.76202e-08		
XP_005548442.2	7.38648	15.4248	18.8952	14.5678		
XP_005548445.1	0.0	0.0	0.0	0.0		
XP_005548452.1	2.67644	2.60303	2.77784	2.26558		
XP_005548456.2	1.03166	0.0	0.0	0.0		
XP_005548459.1	18.0724	26.6327	28.3771	32.5095		
XP_005548470.2	7.44842	10.0452	32.3096	10.4702		
XP_005548472.3	0.0	0.0	0.0	0.0		
XP_005548492.3	0.0	0.0	0.0111416	0.0		
XP_005548529.1	7.43891	5.9671	55.3865	1.23301		
XP_005548536.3	1.02153e-08	0.0	0.324431	0.0286262		
XP_005548550.3	7.74749	7.41287	24.5925	3.06851		
XP_005548552.3	127.878	193.299	487.459	173.99		
XP_005548555.3	91.2326	132.157	422.597	105.243		
XP_005548582.3	48.2428	63.7301	130.151	43.5215		
XP_005548585.1	38.7661	38.1956	69.0263	24.9257		
XP_005548603.1	1.45222	1.93401	2.20978	0.977692		
XP_005548613.2	48.2083	40.4364	74.1061	18.0693		
XP_005548615.3	0.0	0.0	0.185288	0.000630874		
XP_005548624.2	19.9299	16.0464	22.2204	12.6875		
XP_005548629.3	30.3819	21.5749	31.1336	16.239		
XP_005548633.1	134.632	273.382	269.122	110.978		
XP_005548634.2	11.2303	4.41234	25.7726	4.16461		
XP_005548635.3	9.98618	8.35537	9.10076	6.7674		
XP_005548636.1	0.000254003	0.0	0.0	0.000400807		
XP_005548644.1	63.7111	82.595	65.2406	67.9451		
XP_005548655.3	16.8915	13.8023	24.9929	10.6406		
XP_005548657.3	1.64126	0.0	0.344679	2.27981		
XP_005548660.3	2.40337	2.06738	3.65612	2.29868		
XP_005548674.1	0.390176	0.0890007	0.205293	0.246474		
XP_005548675.2	0.173024	0.0377343	0.022314	0.0130491		
XP_005548678.3	0.0	0.0	0.0	0.0		
XP_005548679.1	0.193792	1.32448	0.0	0.161108		
XP_005548680.2	0.174831	4.90003	1.839	0.145395		
XP_005548684.2	0.22642	0.0	0.562156	0.929996		
XP_005548690.3	0.137538	2.76976	25.1927	0.878062		
XP_005548692.2	1.58787e-07	1.37091e-05	0.31313	1.09916e-07		
XP_005548698.3	0.226331	0.0	0.0272779	0.0550511		
XP_005548704.1	11.7555	8.19558	31.6983	9.83134		
XP_005548710.1	0.47201	3.88837	5.30836	0.196771		
XP_005548711.1	19.0754	28.4548	25.6518	19.3677		
XP_005548714.1	2.93717	0.334433	2.42573	5.99731		
XP_005548725.2	0.55933	1.0016	1.18075	0.743518		
XP_005548737.1	59.6592	62.6723	89.0682	53.3776		
XP_005548741.1	3.76357	3.48509	4.68651	3.5084		
XP_005548748.2	0.0	0.0	0.0	0.0		
XP_005548751.1	0.0459272	0.0793191	0.0254744	0.0247254		
XP_005548756.1	16.6068	14.8231	22.5435	11.2861		
XP_005548759.2	0.0	0.0	0.384861	0.0860629		
XP_005548770.3	0.946954	0.867295	1.2984	0.595619		
XP_005548771.3	0.168746	0.115487	0.0471288	0.0937452		
XP_005548776.3	1.54053	2.39482	3.36371	1.20436		
XP_005548778.1	12.769	16.4417	14.9475	17.021		
XP_005548779.1	19.8484	13.7888	21.1646	12.2249		
XP_005548782.3	3.51641	0.644354	2.56857	0.722455		
XP_005548791.1	2.90698	0.471753	0.62474	0.000247603		
XP_005548805.3	0.0666344	0.0233834	0.497013	0.195356		
XP_005548813.3	0.0	0.276151	0.119072	0.042551		
XP_005548814.1	21.6114	26.8414	48.3969	32.8214		
XP_005548818.1	1.92648	1.6317	2.82335	0.687516		
XP_005548829.1	507.462	337.459	650.802	340.334		
XP_005548834.1	10.991	10.831	20.0029	14.2843		
XP_005548835.3	12.2385	3.59014	12.0304	1.43531		
XP_005548841.3	0.531189	0.00250254	0.142735	0.588036		
XP_005548849.2	11.2572	9.25212	15.3008	11.9148		
XP_005548857.1	0.0	0.0	0.240287	0.116444		
XP_005548866.4	0.529249	2.32483e-05	2.0335	1.31727		
XP_005548869.3	0.19525	1.8945e-07	0.0	0.0		
XP_005548874.1	20.129	14.9246	17.0962	15.7486		
XP_005548876.1	1.27961	0.362904	4.08522	0.450732		
XP_005548879.3	11.5265	13.5659	14.7396	7.75197		
XP_005548880.3	0.0	0.0120038	0.673838	0.797208		
XP_005548882.3	7.3489	24.9883	79.4009	6.06269		
XP_005548883.3	2.14212	1.76886	0.99178	1.73221		
XP_005548884.1	6.12067	2.75164	6.88585	5.61465		
XP_005548885.2	9.8913	6.19595	7.9231	5.84127		
XP_005548891.3	0.0	0.0	0.0	0.0		
XP_005548896.3	0.209324	0.0	0.0	0.0		
XP_005548897.3	0.0	0.0	0.0393957	0.0		
XP_005548902.3	0.0	0.0	0.0	0.0		
XP_005548903.3	0.0	0.0	0.0	0.0		
XP_005548904.3	0.0	0.0	0.0	0.0		
XP_005548905.3	0.0	0.0	0.0	0.0		
XP_005548906.3	0.0	0.0	0.0	0.0		
XP_005548907.1	0.0	0.0	0.0	0.0		
XP_005548908.2	0.0	0.0	0.0	0.0		
XP_005548909.3	0.0	0.0	0.0	0.0		
XP_005548910.2	0.0	0.0	0.0	0.0		
XP_005548912.3	0.0	0.0	0.0	3.62661e-09		
XP_005548919.3	4.39483	5.83429	5.03531	6.24751		
XP_005548922.1	1.44895	3.11884	0.997658	3.94333		
XP_005548924.3	1.05138	0.0	1.5721	0.109708		
XP_005548926.2	23.551	14.5382	23.6188	16.0273		
XP_005548931.1	7.86198	4.66661	9.0985	3.67914		
XP_005548933.3	0.0	0.0	0.0	0.0		
XP_005548934.3	0.795365	0.576054	0.857846	0.815732		
XP_005548937.1	62.007	251.139	24.6867	245.128		
XP_005548940.2	43.9316	126.555	172.256	64.1446		
XP_005548951.2	5.63582	6.38731	5.29417	6.15843		
XP_005548952.1	37.7827	105.298	32.221	71.0242		
XP_005548965.3	1961.62	1174.83	1022.03	1227.62		
XP_005548966.4	1.99609	0.851708	0.0	20.9362		
XP_005548973.3	6.53301	9.2241	4.1801	4.62134		
XP_005548987.3	0.0141217	6.14241e-11	1.92886	0.6691		
XP_005548993.2	3.85399	5.85007	6.78916	7.64852		
XP_005548994.3	0.082787	0.0894835	0.0330866	0.0797198		
XP_005548996.3	0.0	0.841532	0.0025962	0.0		
XP_005549005.2	12.9993	14.44	18.7353	9.94451		
XP_005549006.2	0.0	0.0	0.0	0.0		
XP_005549029.1	14.2146	9.09417	15.2241	6.81164		
XP_005549033.1	25.8148	19.7867	31.5509	20.3321		
XP_005549035.1	2.30952	2.7437	2.91368	1.4492		
XP_005549052.3	2.75263e-08	0.202625	0.172315	0.0		
XP_005549055.1	34.0609	24.7906	31.8345	15.9976		
XP_005549057.1	0.0	0.0	0.156118	0.0		
XP_005549073.3	16.3918	7.5289	26.7972	5.98271		
XP_005549076.1	39.0789	26.6429	58.5211	23.6714		
XP_005549082.1	3.87172	2.70032	6.73172	2.01067		
XP_005549091.3	0.0	0.0	0.0	0.0		
XP_005549105.3	3.61234	3.03069	3.51265	2.48571		
XP_005549106.3	27.9909	10.9245	22.5139	6.72934		
XP_005549120.1	32.1879	56.2771	14.9599	29.1601		
XP_005549122.1	1.51966	0.472462	1.44068	0.438259		
XP_005549130.3	4.5227	4.80136	5.03004	3.87253		
XP_005549144.1	0.355454	0.121629	0.24846	0.0987283		
XP_005549160.2	1.28938	0.0645863	0.293737	0.0131097		
XP_005549171.1	0.0	0.92503	0.0175074	0.187767		
XP_005549176.4	0.0	0.0	0.0	0.0		
XP_005549181.3	0.0	0.0	0.0	0.0		
XP_005549187.1	173.747	127.459	133.254	75.9019		
XP_005549188.1	84.2393	68.8782	118.538	48.0567		
XP_005549189.3	5.74641	1.7019	5.21089	0.00944777		
XP_005549192.1	10.1914	13.8178	11.1778	9.68416		
XP_005549196.1	19.9114	11.7989	18.9088	10.7699		
XP_005549200.1	291.376	239.393	576.699	261.74		
XP_005549204.1	0.0237061	2.36627	3.49709	0.996311		
XP_005549205.3	20.8009	14.0773	16.5542	13.5294		
XP_005549207.1	13.7119	8.0002	16.1661	6.97249		
XP_005549208.1	0.0	0.0	0.735792	0.602491		
XP_005549213.1	100.957	73.5349	135.978	65.616		
XP_005549221.1	12.7933	17.4621	15.8989	14.2285		
XP_005549223.3	3.28995	3.53349	3.94376	2.63883		
XP_005549224.1	0.291057	0.348524	0.153353	0.36369		
XP_005549225.3	1.32971	1.56695	1.24603	1.63072		
XP_005549237.3	0.407199	0.275206	2.3223e-05	0.160544		
XP_005549258.2	1.02814	0.0	0.434393	0.233357		
XP_005549264.2	1.91135	0.241569	0.121978	0.0490344		
XP_005549266.1	15.2039	3.1658	7.13661	3.23236		
XP_005549268.1	0.0	0.0	0.0286045	0.0		
XP_005549283.1	10.4454	3.96887	5.33119	3.9384		
XP_005549285.3	0.0	0.724055	0.000308514	0.0		
XP_005549289.2	54.7806	20.2543	37.4463	13.5666		
XP_005549293.1	1.92752	3.3866	2.12647	2.41754		
XP_005549302.1	0.0	0.0	0.0	0.0		
XP_005549308.1	10.9276	7.92192	7.91876	7.89394		
XP_005549315.1	20.1676	53.1319	20.7343	25.6304		
XP_005549316.3	20.1171	14.4687	33.2828	16.9698		
XP_005549319.3	12.4586	5.77848	11.0059	1.60717		
XP_005549331.3	4.35282	2.0274	6.27274	2.35212		
XP_005549340.3	1.27403	1.79096	3.46504	1.51203		
XP_005549341.1	2.30702	12.6583	4.15162	13.449		
XP_005549352.3	12.461	17.6281	20.9262	10.1047		
XP_005549360.3	2.02939e-07	0.0	0.0	9.84714e-08		
XP_005549365.1	0.966435	1.51791	1.42594	0.493516		
XP_005549367.1	5.16825	3.32166	7.98151	1.65219		
XP_005549370.1	14.174	7.97317	10.145	7.16511		
XP_005549373.1	0.963992	1.25557	1.15588	0.588976		
XP_005549374.3	0.408044	0.0498425	0.109254	0.324036		
XP_005549387.1	17.6024	27.5215	48.4742	20.511		
XP_005549393.2	64.0504	49.6267	188.917	35.7527		
XP_005549394.1	13.2731	17.482	32.3482	9.64611		
XP_005549396.3	17.5935	10.4727	26.1561	9.63275		
XP_005549401.2	10.7334	6.2801	5.31053	3.43402		
XP_005549408.3	0.535139	0.917624	1.36233	2.06118		
XP_005549411.3	8.29066	6.62996	10.5572	5.13268		
XP_005549412.1	0.0919352	0.0	0.22062	0.153253		
XP_005549420.3	0.325175	0.690075	1.71503	0.257547		
XP_005549426.1	5.77039	5.4298	12.6489	3.37631		
XP_005549431.1	2.96399	1.74756	3.86403	3.133		
XP_005549438.1	17.7669	12.6093	19.1199	10.1811		
XP_005549442.3	57.6981	9.02044	11.0826	3.4096		
XP_005549443.1	2.70775	8.5929	2.78256	2.21424		
XP_005549449.3	0.729812	0.0831814	0.0	0.0506184		
XP_005549450.1	0.242216	1.02706	0.485388	0.652467		
XP_005549451.1	2.06037	0.610275	0.112187	0.0		
XP_005549452.2	22.6676	13.0983	32.476	12.3396		
XP_005549465.3	122.532	8.71396	45.1006	6.57281		
XP_005549467.2	23.4807	18.6192	46.937	15.9454		
XP_005549471.1	0.0	0.0	0.0	0.0		
XP_005549479.1	0.380135	0.171577	2.34984	0.311581		
XP_005549480.3	4.88694	4.19808	9.55514	4.24823		
XP_005549481.1	73.1118	95.1762	154.782	113.59		
XP_005549483.1	34.3607	30.5843	45.2918	28.3554		
XP_005549498.3	9.26146	12.6755	33.315	5.16718		
XP_005549500.1	9.42176	13.94	45.6466	10.6958		
XP_005549508.4	2.20264	1.50969	1.17931	1.58443		
XP_005549511.3	1.48188	1.27963	1.73046	1.10949		
XP_005549515.2	0.869669	0.555831	0.602281	0.728924		
XP_005549517.3	1.48436	1.54074	1.68721	1.27837		
XP_005549519.3	0.0	0.0	0.0695366	0.0999172		
XP_005549538.3	0.0	0.0	0.0	0.0		
XP_005549539.3	0.0	0.0	0.0	0.0		
XP_005549591.3	0.089029	0.0148758	0.0378791	0.0872297		
XP_005549594.2	1.0376	1.01653	0.999786	0.926383		
XP_005549595.1	12.9977	13.4412	19.1242	12.3622		
XP_005549598.1	35.026	38.5925	59.3663	30.239		
XP_005549602.1	0.0	0.0	0.221985	0.0		
XP_005549605.1	296.874	275.955	450.283	272.587		
XP_005549610.3	0.0	0.0	0.0	0.0916714		
XP_005549614.1	4.99211	4.54808	10.7628	4.98032		
XP_005549616.1	0.222921	2.6755	9.10576	3.09274		
XP_005549620.1	104.318	143.692	144.866	103.605		
XP_005549622.3	0.00458694	0.0189375	0.0169329	0.0179011		
XP_005549625.3	0.0	0.0	0.0	0.0		
XP_005549640.3	0.0	0.0	0.0	4.80555e-06		
XP_005549647.3	0.4417	1.5193	1.30241	1.17387		
XP_005549665.1	0.0394425	0.045602	0.00858237	0.0183957		
XP_005549667.1	0.184028	0.0	0.0703005	0.0		
XP_005549673.2	0.0	0.0	0.0	0.0		
XP_005549674.3	0.00405764	0.00555596	0.0133665	0.0		
XP_005549675.1	3.12688	4.08072	2.1469	0.903282		
XP_005549677.2	0.0	0.0	0.0	0.0		
XP_005549683.2	0.0481857	0.131922	0.0	0.120481		
XP_005549698.1	526.034	408.154	309.892	681.964		
XP_005549699.1	0.32253	0.0	0.123745	0.470367		
XP_005549709.3	1.85465	1.67285	2.30893	2.5654		
XP_005549717.1	10.1033	8.56886	10.1894	7.99954		
XP_005549728.2	30.6258	21.9276	49.5364	21.9885		
XP_005549738.3	33.755	22.4801	48.6443	22.4217		
XP_005549740.1	28.2367	18.4991	34.3612	14.6413		
XP_005549741.1	0.0	2.61177	1.0534	0.158849		
XP_005549747.2	0.0	0.0	0.303089	0.0		
XP_005549749.3	7.41392	1.59704	4.21621	2.76884		
XP_005549761.1	0.0	0.0	0.0	0.0		
XP_005549769.3	65.3686	42.2135	98.8728	35.9516		
XP_005549771.1	55.8387	46.5577	76.1196	50.809		
XP_005549779.3	64.008	23.176	32.1687	19.9166		
XP_005549790.3	0.537769	0.922403	2.28027	1.17639		
XP_005549798.1	15.9604	18.2877	25.4546	16.7384		
XP_005549803.1	5.01143	3.5034	3.31783	2.88427		
XP_005549808.2	22.8769	42.9297	37.6539	32.1473		
XP_005549812.1	6.50646	7.66754	13.8322	6.9285		
XP_005549813.2	0.0983252	0.0	0.020542	0.0		
XP_005549814.1	0.0	0.0	0.0	0.803244		
XP_005549818.3	9.30379	14.3759	20.9221	12.7909		
XP_005549819.1	6.94263	14.0286	15.3685	29.5602		
XP_005549830.1	0.504276	0.557312	0.0	0.076212		
XP_005549849.3	0.00305637	0.0	0.339539	0.0		
XP_005549854.3	1.86319e-07	0.0	0.0	0.0		
XP_005549866.1	0.0447648	0.0155947	0.0216273	0.0049522		
XP_005549874.2	0.797323	1.38241	2.65294	1.34608		
XP_005549882.1	20.6212	14.1455	16.9852	12.2418		
XP_005549891.3	26.5069	58.0931	57.2083	41.7968		
XP_005549892.1	3.2801	9.49301	5.01681	5.75332		
XP_005549918.3	0.0451125	0.0	0.103519	0.0564017		
XP_005549923.3	0.334914	0.0	0.297374	0.175782		
XP_005549926.3	7.35031	2.90477	45.6492	2.96893		
XP_005549937.1	14.8256	26.9696	85.8534	13.415		
XP_005549941.3	2.38222	4.88395	8.66459	4.71721		
XP_005549946.1	20.3528	15.8457	37.5446	21.369		
XP_005549948.3	1.98602	1.57758	2.06233	2.34394		
XP_005549949.1	4.87416	4.08083	5.00349	7.46037		
XP_005549951.1	2.06159	2.53538	3.9085	1.96481		
XP_005549953.3	2.02274	1.67394	2.25742	0.952726		
XP_005549960.2	1.60221	4.50147	1.29649	2.12214		
XP_005549963.1	0.0394379	0.19434	0.543494	0.183828		
XP_005549977.3	0.0	0.0	0.0	0.0		
XP_005549978.1	0.0	0.0	0.0646944	1.57479		
XP_005549979.1	1.01787	0.877401	1.38034	7.35384		
XP_005549980.1	0.107146	0.272492	0.0726429	4.4999		
XP_005549982.3	1.07712	1.60796	3.41743	1.50954		
XP_005549984.1	5.5752	7.1321	8.67812	4.33662		
XP_005549986.2	1.33753	0.101097	3.88334	0.713647		
XP_005549993.1	2.23686	1.42023	6.4011	2.6123		
XP_005549995.1	10.817	8.75687	9.72153	9.49422		
XP_005550003.1	78.9282	83.1802	88.625	72.6515		
XP_005550005.3	2.91544	2.08855	3.20149	1.17495		
XP_005550007.3	0.432416	0.197256	0.167034	0.330202		
XP_005550032.1	0.0	0.0	0.101811	1.03988		
XP_005550033.1	0.811065	2.81034	5.16191	1.15987		
XP_005550037.3	0.132227	0.226323	0.474086	0.119451		
XP_005550044.1	47.5714	49.3987	72.7709	51.8441		
XP_005550048.2	4.21962	4.27428	4.78367	3.91335		
XP_005550053.1	3.94216	5.19945	5.24817	4.02341		
XP_005550056.1	936.257	550.705	639.913	483.152		
XP_005550058.1	4.66669	61.0208	0.146639	19.5196		
XP_005550064.2	2.99758	1.02904	0.655206	0.0		
XP_005550068.2	0.463015	0.440119	0.74625	1.69653		
XP_005550076.1	0.0	0.0	0.0	0.0		
XP_005550077.1	0.0	0.00036309	0.0	0.480125		
XP_005550081.3	3.5318	5.31739	5.72988	6.52291		
XP_005550097.1	0.181015	0.0	0.172931	0.598515		
XP_005550102.3	4.84594	9.25182	5.17593	6.03327		
XP_005550104.2	0.0	0.0	0.0	0.0		
XP_005550106.1	0.0	0.0	0.0713821	0.0		
XP_005550108.2	22.8076	97.7665	42.4729	71.3445		
XP_005550109.2	15.8046	12.8659	40.2953	11.5369		
XP_005550114.3	18.4464	15.1514	38.9735	16.6141		
XP_005550116.2	0.0	0.0	0.0321572	0.190402		
XP_005550118.1	0.0	0.0	0.00939176	0.0375264		
XP_005550119.3	0.784471	1.13456	1.25684	1.16748		
XP_005550123.1	9.20713	16.5261	6.28753	14.2763		
XP_005550124.3	0.45572	0.0	0.903051	0.425025		
XP_005550127.3	2.18259	1.82618	0.332339	5.2478		
XP_005550128.1	0.0	0.0	0.0	0.0		
XP_005550147.1	0.170271	6.46221	1.38289	0.417859		
XP_005550148.1	5.74799	12.69	6.17937	12.3817		
XP_005550159.2	0.717733	4.82465	1.09706	2.20254		
XP_005550168.1	403.092	370.809	1184.9	446.017		
XP_005550171.1	0.0185557	0.0	0.0	0.0841816		
XP_005550185.2	3.07017	2.77014	3.86586	2.02638		
XP_005550189.2	2.51025	1.3638	0.96503	3.70387		
XP_005550197.1	4.55069	4.72639	4.42107	4.27632		
XP_005550200.3	0.614123	0.85317	0.231875	1.76433		
XP_005550204.2	0.0	0.174825	0.0	0.390159		
XP_005550210.1	0.208954	1.05711	0.683828	0.565737		
XP_005550211.1	17.2672	21.7446	32.7224	15.4341		
XP_005550213.1	252.354	263.426	277.761	232.652		
XP_005550218.1	1.51542	5.51788	6.15546	6.06076		
XP_005550222.1	0.0	0.0	0.0	0.0		
XP_005550228.3	0.0208042	0.486744	0.0984715	0.0349723		
XP_005550231.2	4.80402e-06	0.67254	0.288975	0.429338		
XP_005550233.1	0.0	0.0439529	0.0135269	0.0535851		
XP_005550247.1	1.64831	2.85391	2.02111	3.04288		
XP_005550251.3	0.0	0.0	0.0	0.0		
XP_005550263.1	13.0669	17.8476	24.9073	20.3414		
XP_005550264.1	172.525	369.19	99.2557	298.9		
XP_005550265.1	0.0	0.0	0.0	0.0		
XP_005550266.2	0.447833	1.22675	0.562733	1.12083		
XP_005550269.1	0.0	0.0	0.0	0.0513499		
XP_005550270.3	0.0	0.0	0.0356493	0.0		
XP_005550271.1	6.46978	6.20552	8.14673	5.63368		
XP_005550278.3	3.10344	0.206801	1.06011	0.939168		
XP_005550288.1	11.5954	11.8739	11.4603	9.01562		
XP_005550289.3	6.07211e-07	0.000574891	0.0	9.65617e-10		
XP_005550292.3	0.0	1.29256	0.804146	0.412213		
XP_005550300.1	0.0	0.635728	0.268974	0.124922		
XP_005550312.3	0.0	0.0	0.0	2.81586e-06		
XP_005550315.3	0.14798	0.190918	0.202386	0.190233		
XP_005550319.2	6.56754	3.91169	12.1117	12.5067		
XP_005550320.1	2.36604	2.88484	4.56541	3.82209		
XP_005550322.3	4.79101	2.66049	3.10789	4.49704		
XP_005550326.1	0.000506819	1.39146	2.43285	3.52743		
XP_005550331.3	3.69366	2.413	4.80626	2.61302		
XP_005550333.2	0.517282	0.0	1.94676	0.0795138		
XP_005550339.1	0.0	0.0	0.0	0.0		
XP_005550344.3	5.81923	11.4074	30.1177	13.4546		
XP_005550348.3	0.161637	0.0	0.0	0.0336567		
XP_005550351.3	0.0497588	0.0	0.00614841	0.00415034		
XP_005550352.1	12.1136	79.7377	24.7002	22.137		
XP_005550357.2	0.0	0.0	0.0	0.0		
XP_005550368.1	4.70227	0.0835443	3.44545	5.14715		
XP_005550372.3	3.69591	4.34539	1.78097	1.15785		
XP_005550377.1	0.0	0.0	0.42239	0.00219408		
XP_005550385.3	0.0	0.280692	0.0431019	0.0		
XP_005550391.3	0.521372	0.391708	1.21171	0.336425		
XP_005550399.1	11.7633	6.03857	9.01822	2.80975		
XP_005550402.3	0.679027	3.22182	3.06854	2.07146		
XP_005550407.1	0.0	0.0	0.0	0.0		
XP_005550410.2	0.0	0.265062	0.0	0.0		
XP_005550418.1	0.0	3.56964e-08	3.37757e-11	0.0		
XP_005550428.2	1.70113	3.43462	13.8718	3.75914		
XP_005550429.1	39.8773	310.205	420.664	277.927		
XP_005550436.1	0.0558138	0.248367	0.144623	0.22105		
XP_005550437.1	18.7751	45.604	129.635	39.8635		
XP_005550446.1	32.7522	21.8818	47.6002	23.7099		
XP_005550447.2	5.26627	3.7217	3.50541	3.48515		
XP_005550448.3	6.58157	11.0319	15.1822	10.3444		
XP_005550455.2	19.7746	22.9935	34.75	17.8805		
XP_005550463.4	0.105968	0.0	0.214243	0.100995		
XP_005550475.3	27.8149	36.5257	32.7114	27.8789		
XP_005550476.1	0.0	0.0	0.0	0.0		
XP_005550488.1	51.6183	53.0858	88.9593	53.663		
XP_005550500.3	0.0	0.814905	0.475653	0.385644		
XP_005550512.3	2.38318	0.0	0.190972	1.1792		
XP_005550514.3	0.0	0.0	0.0	0.0		
XP_005550516.3	15.9257	14.9629	15.1641	12.9985		
XP_005550528.1	11.1852	18.8762	45.9303	17.0527		
XP_005550530.1	2.96829e-05	5.65902e-06	0.183619	1.71393e-06		
XP_005550534.1	15.0307	15.5637	159.051	8.01208		
XP_005550539.1	0.0250269	0.0	0.00518246	0.0236627		
XP_005550541.2	0.0	1.01167	0.250906	1.10463		
XP_005550547.2	33.976	40.1865	53.6426	38.6191		
XP_005550565.3	19.0454	27.2505	79.4432	26.8993		
XP_005550566.3	24.5084	26.9984	76.3676	45.9163		
XP_005550598.1	0.828082	0.0	0.957123	0.653501		
XP_005550604.3	4.16932	3.23415	7.35186	3.76953		
XP_005550608.1	0.141054	1.15854	0.107967	0.0783757		
XP_005550609.2	1.83411	4.68748	4.4712	4.0812		
XP_005550612.1	2.08092	3.5897	2.29963	2.50176		
XP_005550614.1	0.0348366	0.0	5.64216e-11	0.0		
XP_005550620.3	0.204377	0.171571	0.124815	0.175077		
XP_005550622.1	7.76228	13.41	27.3168	12.1749		
XP_005550623.3	1.76535	0.225588	0.0	0.0		
XP_005550630.3	13.6172	26.2914	9.47745	24.2996		
XP_005550632.2	36.0974	76.3029	117.62	63.2194		
XP_005550635.4	3.77479	11.0078	13.9105	8.59223		
XP_005550639.1	1.41163	2.82887	4.24788	2.23313		
XP_005550653.1	0.230937	0.368856	0.312377	0.208554		
XP_005550654.1	0.0	0.0	0.0	0.0		
XP_005550655.2	0.0	0.0	0.0	0.0		
XP_005550656.3	1.21535e-08	0.880231	0.0	0.0		
XP_005550661.4	0.493345	0.26995	0.0	1.31442		
XP_005550663.1	0.0137255	0.0939808	0.0283052	0.228949		
XP_005550665.1	2.10232e-09	8.6402	0.824091	0.0		
XP_005550669.1	12.8109	11.726	10.8838	12.7292		
XP_005550672.3	0.0	0.117119	0.0	0.483652		
XP_005550678.1	0.292666	0.0770665	0.0465756	0.122024		
XP_005550680.1	16.2038	27.7867	33.7775	34.6737		
XP_005550682.3	0.0785911	0.00130497	0.037629	0.0198317		
XP_005550687.2	1.65616	3.7806	14.3976	6.45386		
XP_005550691.2	0.0	0.0	0.0	0.0		
XP_005550698.3	0.0	0.0	0.0	0.0		
XP_005550702.1	0.167315	0.985021	0.382294	0.251081		
XP_005550703.1	12.2162	19.6303	23.1835	20.8436		
XP_005550704.3	0.0	0.0	0.0	0.0472637		
XP_005550706.3	0.0	0.0	0.0478573	0.0		
XP_005550711.3	0.0	0.217866	0.014701	0.0		
XP_005550712.3	1.4183	1.90282	0.825225	2.80103		
XP_005550713.2	0.075318	0.786418	0.108929	0.408271		
XP_005550736.1	7.94474	5.37948	7.60817	5.01319		
XP_005550738.2	0.140133	0.170597	0.0474641	0.15177		
XP_005550740.1	2.8881	0.419053	0.774613	1.42755		
XP_005550741.1	38.5984	25.1765	61.7432	17.8265		
XP_005550742.2	103.536	322.661	374.432	32.9213		
XP_005550751.1	5.6803	7.86239	12.5331	4.79304		
XP_005550769.1	8.54324	14.702	23.0058	13.9854		
XP_005550782.2	175.494	192.182	277.102	131.132		
XP_005550783.3	0.65453	0.424872	0.0715114	0.260126		
XP_005550786.1	10.4273	5.19457	6.44036	2.14519		
XP_005550793.1	26.616	5.72429	5.27862	2.62621		
XP_005550795.1	0.0	0.0	0.0	0.0		
XP_005550801.1	0.0	0.000409919	0.997479	1.33143		
XP_005550809.1	2.83772	0.565782	0.748161	0.256145		
XP_005550814.3	19.4084	10.7423	15.6022	10.6929		
XP_005550820.2	0.897517	0.526447	4.48474	0.186948		
XP_005550830.2	1.82995	1.75325	6.98859	0.660735		
XP_005550831.2	2.12365	3.65634	3.85509	2.16115		
XP_005550839.3	0.254258	0.115968	0.663852	0.352922		
XP_005550842.2	0.334066	1.9371	0.543069	0.240375		
XP_005550854.2	0.16864	0.202057	1.04177	0.14063		
XP_005550855.2	5.7081	6.08279	9.04178	6.87665		
XP_005550857.2	0.0	0.0	0.00017724	0.0		
XP_005550859.2	0.0	0.392334	0.0	0.0		
