row,ensembles,super_ensembles,low_confidence_ensembles,seed_of
1,"1,2,5,6,12,37","1","1","1"
2,"1,2,5,6,12","1","1",""
3,"5,6","1","5",""
4,"1,2,12,37","1","3,4",""
5,"1,2,37","1","2,11",""
6,"1,5,6","1","5,6",""
7,"1,2,6,12,37","1","1,3,7",""
8,"1,2,37","1","2,11",""
9,"1,2,5,6,12","1","1",""
10,"1,5,6,32,37","1","5,8",""
11,"1,2,37","1","2","2"
12,"1,2,12,37","1","3","3"
13,"1,2,5,6,12,37","1","1,14",""
14,"1,2,12,37","1","2,3,4,11",""
15,"1,2,9,12,23,37","1","3,4,9,11","4"
16,"1,2,6,12","1","1,3",""
17,"1,5,6,37","1","5","5"
18,"1,2,5,6,12,37","1","1,7,14",""
19,"1,2,5,6,12,37","1","6,14",""
20,"1,2,5,6,12,37","1","1,7",""
21,"1,5,6,30,32,37","1","5,8",""
22,"1,2,37","1","2,11",""
23,"1,2,12,23,37","1","3,4,10",""
24,"1,2,12,37","1","3",""
25,"1,2,37","1","2,11",""
26,"1,2,12,37","1","2,3,4,11",""
27,"1,2,12,23,37","1","3,4,10",""
28,"1,5,6,12,30,37","1","6","6"
29,"1,2,12,37","1","2,4,11",""
30,"1,2,5,6,12,23,37","1","1,7","7"
31,"1,2,5,6,12,37","1","1,14",""
32,"1,5,6,12,30,37","1","6",""
33,"5,6,32,37","1","5",""
34,"1,2,5,6,12,16,30,37","1","1,7,12,14,16",""
35,"1,5,6,30,32,37","1","5,8",""
36,"1,5,6,12,15,30,32,37","1","5,8,15","8"
37,"1,2,6,12,23,37","1","7,10",""
38,"1,2,6,12,37","1","3,7",""
39,"1,2,23,37","1","2,11",""
40,"1,2,23,37","1","2,11",""
41,"1,2,12,23,37","1","2,3,4,11",""
42,"1,5,6,12,26,30,32,37,69","1","17,26,28",""
43,"1,2,12,23,37","1","3,4,10",""
44,"1,2,9,12,23,37","1","2,4,9,11",""
45,"1,2,5,6,12,37","1","1,7,14",""
46,"1,2,5,6,12,30,32,37,69","1","12,13,14",""
47,"1,5,6,12,15,30,32,37","1","5,6,15",""
48,"1,2,9,12,23,37","1","9,19","9"
49,"1,2,12,23,37,69","1","10","10"
50,"1,5,6,12,15,30,37","1","5,6,15",""
51,"1,2,5,6,12,37","1","1,7,14",""
52,"1,2,12,37","1","2,11","11"
53,"1,5,6,12,15,30,37","1","5,6,8,15",""
54,"1,2,12,23,37","1","3,4,10",""
55,"1,2,12,23,37","1","3,7,10",""
56,"1,2,5,6,12","1","12","12"
57,"1,5,6,12,30,32,37,65,69","1","13","13"
58,"1,2,9,12,23,37","1","2,4,9,11",""
59,"1,2,5,6,12,16,23,30,37,65,69","1","7,12,16,21",""
60,"1,5,6,12,15,30,32,37,69","1","6,13,15,18",""
61,"1,5,6,12,15,30,32,37","1","5,6,8,15",""
62,"1,2,12,23,37","1","2,3,4,11",""
63,"1,5,6,12,15,30,32,37","1","5,8,15",""
64,"1,5,6,12,30,32,37","1","6,14",""
65,"1,2,12,23,37","1","10",""
66,"1,2,5,6,12,16,23,30,37,69","1","1,7,12,16",""
67,"1,2,5,6,12,16,30,37,69","1","12,14,16",""
68,"1,2,5,6,12,16,23,30,37,69","1","7,10,12,16",""
69,"1,2,5,6,12,37","1","1,14","14"
70,"1,2,9,23,37","1","9",""
71,"1,5,6,12,30,32,37","1","6,13,14",""
72,"1,5,6,30,32,37","1","5,8,17",""
73,"1,2,9,23,25,37","1","9,25",""
74,"1,2,9,23,37","1","2,9,11",""
75,"1,2,12,23,37","1","4,10",""
76,"1,2,9,23,37","1","9",""
77,"1,2,5,6,12,16,23,37,69","1","7,12,16",""
78,"1,2,12,23,37,69","1","10",""
79,"5,6,30,32,37","1","5,8",""
80,"1,2,5,6,12,16,30,37,69","1","12,13,14,16,21",""
81,"1,5,6,12,15,30,32,37","1","6,13,15","15"
82,"1,5,6,26,30,32,37","1","8,17,26",""
83,"1,5,6,12,15,30,32,37","1","6,8,15",""
84,"1,2,5,6,12,16,23,30,37,65,69","1","7,12,16,21","16"
85,"1,2,5,6,12,16,23,30,37,65,69","1","12,16,21,22",""
86,"1,5,6,12,15,30,32,37,69","1","6,13,15",""
87,"1,5,6,12,30,32,37,69","1","8,17,18",""
88,"1,2,12,23,37,67,69","1","10,19,23",""
89,"1,2,5,6,12,16,23,30,37,65,69","1","16,21",""
90,"1,2,5,6,12,16,30,37,69","1","14,16,21",""
91,"1,5,6,12,26,30,32,37","1","8,17,26",""
92,"1,2,5,6,12,23,37,69","1","1,7",""
93,"1,5,6,30,32,37","1","5,8,17",""
94,"1,5,6,12,15,30,32,37","1","8,15",""
95,"1,5,6,12,29,30,32,37,49,65,69","1","13,29",""
96,"1,2,9,12,23,37","1","4,9,19",""
97,"1,5,6,12,15,30,32,37,69","1","6,13,15",""
98,"1,2,5,6,12,30,37,69","1","12,13,14",""
