row,ensembles,super_ensembles,low_confidence_ensembles,seed_of
1,"4,7,13,17,21,26,27,28,31,40,41,43,46,48,49,50,52,55,56,61,62,64,72,73,75,77,79","1","21,27,41",""
2,"13,16,28,38,44,48,51,55,59,60,71,78,79","1","38,59,78",""
3,"1,2,4,7,11,13,17,21,26,28,35,40,41,44,46,48,49,50,51,52,55,56,61,62,64,73,74,75,76,77,79","1","1,49,76","1"
4,"4,7,13,17,21,26,31,40,41,46,48,49,50,51,52,55,56,61,62,64,72,75,77","1","7,26,31,77",""
5,"2,3,4,7,12,13,17,26,28,35,40,41,44,46,48,49,50,51,52,53,55,61,64,65,74,75,77,79,80","1","53,74,80",""
6,"2,4,7,11,13,16,17,21,26,28,35,40,41,44,46,48,49,50,51,52,55,56,61,62,64,69,72,73,75,77,79","1","69",""
7,"2,4,7,11,13,16,17,21,26,28,34,35,40,41,44,46,48,49,50,51,52,55,56,61,62,64,73,75,77,79","1","11,34,40,73",""
8,"12,13,16,19,21,28,40,44,46,48,50,51,55,56,58,61,62,63,64,65,71,73,75,78,79","1","19,63,79",""
9,"4,7,17,21,26,27,28,40,41,43,46,48,50,52,55,56,61,62,64,72,73,75,77,79","1","21,27,43,50",""
10,"3,12,13,16,21,28,40,44,46,48,49,50,51,52,55,56,61,62,64,65,75,78,79","1","12,51,65",""
11,"2,4,7,11,13,16,17,21,26,28,34,35,40,41,44,46,48,49,50,51,52,54,55,56,61,62,64,73,75,77,79","1","11,34,40,54,73",""
12,"2,4,7,11,13,17,21,26,28,31,35,40,41,44,46,48,49,50,51,52,55,56,61,62,64,72,73,75,76,77,79","1","41,76",""
13,"3,12,13,16,21,28,39,40,44,46,48,50,51,55,56,61,62,64,65,75,78,79","1","39,48",""
14,"3,12,13,16,21,28,39,40,44,46,48,49,50,51,52,55,56,61,62,64,65,71,75,78,79","1","12,39,65",""
15,"2,3,4,7,9,12,13,17,21,26,28,35,40,44,46,48,49,50,51,52,55,56,61,62,64,65,75,77,78,79,80","1","9,80",""
16,"4,7,17,21,26,40,41,46,50,52,55,56,61,62,64,66,72,73,75,77,79","1","55,56,62,66",""
17,"4,7,17,21,26,40,41,43,46,50,52,55,56,61,62,64,72,75,77","1","56,62",""
18,"2,3,4,7,12,13,17,26,28,35,40,41,44,46,48,49,50,51,52,55,61,64,65,74,75,77,79,80","1","74,80",""
19,"2,4,7,11,13,16,17,21,26,28,34,35,40,41,44,46,48,49,50,51,52,55,56,61,62,64,73,75,77,79","1","11,34,73",""
20,"4,7,17,21,26,40,41,43,46,50,52,55,56,61,62,64,72,75,77,79","1","21,43,62",""
21,"13,20,28,36,44,48,51,78,79","1","20,36",""
22,"3,12,13,16,21,28,32,40,44,45,46,48,49,50,51,52,55,56,61,62,64,65,71,75,78,79","1","32,45",""
23,"1,2,4,7,11,13,17,21,26,28,35,40,41,44,46,48,49,50,51,52,55,56,61,62,64,72,73,75,76,77,79","1","1,76",""
24,"4,7,13,17,21,26,31,40,41,46,48,49,50,51,55,56,61,62,64,72,75,77","1","26,31",""
25,"4,7,17,21,24,26,40,41,43,46,50,55,56,61,62,64,72,75,77","1","24,43,75",""
26,"3,4,9,12,13,17,21,28,40,44,46,48,49,50,51,52,55,56,61,62,64,65,75,78,79","1","3,9,51,65",""
27,"12,13,25,28,44,45,48,49,50,51,52,60,61,64,65,78,79","1","13,15,25,45",""
28,"2,12,13,16,21,26,28,40,44,46,48,50,51,52,55,56,58,61,62,64,65,68,71,73,75,78,79","1","58,68,79",""
29,"12,13,14,23,28,44,48,51,61,64,65,70,78,79","1","23,28",""
30,"3,9,12,13,16,21,28,40,44,46,48,49,50,51,52,55,56,61,62,64,65,75,78,79","1","9,51,65",""
31,"4,7,13,17,21,26,28,31,40,41,46,48,49,50,51,52,55,56,61,62,64,72,75,77","1","31,77",""
32,"13,14,22,28,44,48,51,70,78,79","1","14,22,70",""
