row,ensembles,super_ensembles,low_confidence_ensembles,seed_of
1,"1,5,6,7,20","1","1","1"
2,"1,2,5,6,7,41","1","5",""
3,"1,2,3,6,7,41","1","2,6",""
4,"2,3,6,41","1","2","2"
5,"2,3,4,6,10","1","2,3",""
6,"1,2,5,6,7,41","1","1,5,7",""
7,"3,4,9,41","1","3,4",""
8,"1,2,5,6,7,41","1","2,5,6",""
9,"2,3,4,9,10,41","1","3",""
10,"2,3,6,41","1","2",""
11,"2,3,6,7,8,41","1","2,6,8",""
12,"1,2,5,6,7,41","1","1,5",""
13,"2,3,4,9,10,41","1","3","3"
14,"1,5,6,7,20,41","1","1,7",""
15,"1,2,5,6,7,41","1","1,5",""
16,"3,4,9,41","1","3,4",""
17,"1,2,5,6,7,20,41","1","1,5,7",""
18,"2,3,5,6,7,8,41","1","2,6,8",""
19,"3,4,9,41","1","4",""
20,"3,4,9,41","1","3,4",""
21,"3,4,9,41","1","3,4",""
22,"3,4,9,41","1","3,4","4"
23,"3,4,9,41","1","4",""
24,"2,3,4,6,9,10,41","1","3,10",""
25,"3,4,9,41","1","4",""
26,"1,2,5,6,7,41","1","2,6",""
27,"1,2,5,6,7,41","1","2,5,6",""
28,"1,2,5,6,7,20,41","1","1,5,7",""
29,"2,3,6,8,10,41","1","2,8",""
30,"3,4,9,41","1","3,4,9",""
31,"1,5,6,7,11,20,41","1","1,7,11",""
32,"1,2,5,6,7,20,41","1","5,6,7","5"
33,"1,2,5,6,7,41","1","2,6","6"
34,"2,3,6,8,10,41","1","2,8",""
35,"1,2,5,6,7,20,41","1","5,6",""
36,"2,3,4,9,10,41","1","3,4,9",""
37,"1,5,6,7,11,20,41","1","1,7,11",""
38,"1,5,6,7,20,41","1","1,7","7"
39,"1,2,5,6,7,20,41","1","1,5,7",""
40,"1,2,5,6,7,20,41","1","1,5,7",""
41,"1,5,6,7,11,20,41","1","1,7,11",""
42,"1,2,5,6,7,20,41","1","1,5,7",""
43,"3,4,9,10,41","1","3,4,9",""
44,"1,5,6,7,11,20,41","1","1,7,11",""
45,"2,3,4,6,8,10,13,41","1","2,8,10",""
46,"1,2,5,6,7,8,12,41","1","2,6,8,12",""
47,"1,2,5,6,7,20,41","1","5,7",""
48,"1,2,5,6,7,20,41","1","5,6",""
49,"3,4,9,41","1","4,9",""
50,"2,3,4,9,10,13,41","1","3,9,10",""
51,"2,3,4,6,9,10,13,41","1","3,10",""
52,"3,4,9,41","1","4,9",""
53,"2,3,4,6,8,10,13,41,44","1","8,10,13",""
54,"3,4,9,41","1","4,9",""
55,"3,4,9,10,41","1","3,9",""
56,"2,3,5,6,8,10,44","1","2,8","8"
57,"1,5,7,11,20,41","1","11",""
58,"1,2,5,6,7,8,12,20,41","1","6,8,12",""
59,"1,2,5,6,7,8,12,20,41","1","6,8,12",""
60,"1,2,5,6,7,12,20,41","1","6,12",""
61,"3,4,9,10,41","1","4,9","9"
62,"2,5,6,7,8,12,41","1","2,6,8,12",""
63,"2,3,4,9,10,13,41,44","1","3,10","10"
64,"1,5,6,7,11,20,41","1","1,7,11",""
65,"1,5,6,7,11,20,41","1","7,11",""
66,"1,2,5,6,7,20,41","1","5",""
67,"3,4,9,41","1","4,9",""
68,"3,4,9,41","1","9",""
69,"2,3,4,9,10,13,41,44","1","10,13",""
