row,ensembles,super_ensembles,low_confidence_ensembles,seed_of
1,"11","1","2,4,7",""
2,"11","1","1","1"
3,"5,11,12","1","1,5,7",""
4,"5,11","1","1,4,5,7",""
5,"3,5","","3,5,9",""
6,"10,11","1","2,4","2"
7,"3","","3","3"
8,"10,11","1","7,11",""
9,"11,12,17,21,70,77","1","17,21",""
10,"5","","5",""
11,"5,11","1","1,5",""
12,"10,11","1","2,4,11,18",""
13,"6,8,12,33,77","1","6,8",""
14,"10,11","1","2,10",""
15,"11","1","4","4"
16,"3,6,8,12","1","3,6,8,9",""
17,"10,11","1","2",""
18,"5,11,12","1","5","5"
19,"3,6","","3,6,9",""
20,"3","","3,9",""
21,"3,6,8,12","1","3,6,8,9",""
22,"6,8,12","1","6,8",""
23,"3,6,8,12,77","1","3,6,8,9",""
24,"5,11","1","5",""
25,"3,6","","3,6,9","6"
26,"11","1","1,4,7","7"
27,"11","1","1,7,11",""
28,"10,11,54","1","11,18",""
29,"11","1","1,4,7",""
30,"3,6,8,11,12,77","1","3,6,8,9","8"
31,"10,11","1","2,4,10",""
32,"10,11,54,59,63","1","11,18",""
33,"11","1","2,4,7",""
34,"5,11,12,17,70","1","5,17",""
35,"10,11","1","2,4,7,11,18",""
36,"3","","3,9","9"
37,"10,11,54","1","10",""
38,"10,11","1","2,10",""
39,"10,11","1","2,4",""
40,"11","1","4",""
41,"10","1","10",""
42,"10,11,12,54,59,63","1","11,18",""
43,"11,12,70,74,77","1","12,74",""
44,"10,11","1","10",""
45,"3,5,11,12,17,70","1","3,5,17",""
46,"5,11,12","1","1,5,7",""
47,"10,11","1","2,4,7",""
48,"5,11,12","1","1,5,7",""
49,"8,11,12,70,77","1","8",""
50,"8,11,12,21,70,77","1","8,9,21",""
51,"11,12,13,70","1","1,13",""
52,"3","","3,9",""
53,"5,11,12,17,70,77","1","5,12,17",""
54,"3,6","","3,6,9",""
55,"11,12,13,15,17,21,70,77","1","13,15,17,21",""
56,"11,12,13,17,70","1","1,13,17",""
57,"10,11","1","2,4,10",""
58,"11,12,54,59,63,70,73,77,84","1","73",""
59,"10,11","1","2,4,7",""
60,"11,12,70","1","11",""
61,"8,11,12,14,17,21,70,77","1","8,12,14,17,21",""
62,"5,11,12,17,70","1","5,17",""
63,"8,11,12,17,21,70,77","1","8,17,21",""
64,"10,11","1","2,10",""
65,"","","2",""
66,"10,11","1","2,10,18",""
67,"3,6,8,12,77","1","3,6,8,9",""
68,"8,11,12,68,70,77,87","1","8,68,87",""
69,"11,12,13,15,17,70","1","13,15,17",""
70,"10,11,54,59,63","1","11,18",""
71,"3,6,8,12","1","3,6,8,9",""
72,"10,11,54","1","10","10"
73,"11","1","1,4",""
74,"3,11,12,17,77","1","3,9,17",""
75,"5,11,12,17,21,77","1","5,17,21",""
76,"11,12,70,77","1","12",""
77,"10,11,12,54","1","7,11,18","11"
78,"11,12,13,15,70","1","13,15",""
79,"10,11,46,54,59,63,84","1","46",""
80,"11,12,70","1","1,7,11",""
81,"5,11,12,13,17","1","1,5,13,17",""
82,"10,11,54,59,63,72","1","18,72",""
83,"6,11,12,21,33,43,51,77","1","6,21,43,51",""
84,"11,12,70,74,77","1","12,74","12"
85,"11,12,15,16,33,51,70,77","1","15,16,51",""
86,"6,12,33,68,75,77","1","6,68,75",""
87,"11,12,14,21,70,77","1","12,14,21",""
88,"11,12,16,20,33,50,60,63,65,70,77,79,80,84","1","16,20,50,80",""
89,"10,11,54","1","7,11,18",""
90,"11,12,13,17,70,77","1","1,13,17","13"
91,"11,12,14,33,70,77,79","1","14","14"
92,"10,11,12,54,59,63,73,84","1","11,73",""
93,"10,11,49,54,59,63","1","10,49",""
94,"11,12,13,15,33,70,77","1","13,15","15"
95,"11,12,19,20,33,45,51,70,77,79","1","19,45,51",""
96,"10,11,12,54","1","11,18",""
