vector_index,x,y_original,cluster_id,is_noise,is_core
1,-1.0,-0.0191755691237352,0,1,0
2,-0.995991983967936,-0.0018697280686759,0,1,0
3,-0.9919839679358716,0.0186731553292777,0,1,0
4,-0.9879759519038076,0.0837374522685717,0,1,0
5,-0.9839679358717436,0.0962808065254507,0,1,0
6,-0.9799599198396792,0.1331711828507149,0,1,0
7,-0.9759519038076152,0.164333803856444,1,0,0
8,-0.9719438877755512,0.1806825094056653,1,0,1
9,-0.9679358717434868,0.2132600405360528,1,0,1
10,-0.9639278557114228,0.2233218412371373,1,0,1
11,-0.9599198396793588,0.2254378265111376,1,0,0
12,-0.9559118236472944,0.2946411678323083,2,0,0
13,-0.9519038076152304,0.2858363995868888,2,0,0
14,-0.9478957915831664,0.3028517378292479,2,0,1
15,-0.9438877755511024,0.3417464065213948,2,0,1
16,-0.939879759519038,0.3505706690089831,2,0,0
17,-0.935871743486974,0.3837665095558078,2,0,1
18,-0.93186372745491,0.4220357635144683,2,0,1
19,-0.9278557114228456,0.4448978151765998,2,0,1
20,-0.9238476953907816,0.4424729580822008,2,0,1
21,-0.9198396793587176,0.4728820470862951,2,0,0
22,-0.9158316633266532,0.5260233434588649,0,1,0
23,-0.9118236472945892,0.5360452598816803,0,1,0
24,-0.9078156312625252,0.5888654923855494,3,0,1
25,-0.9038076152304608,0.5918665751953682,3,0,1
26,-0.8997995991983968,0.6116893255306013,3,0,1
27,-0.8957915831663327,0.5812121527016906,3,0,1
28,-0.8917835671342685,0.6440266089921616,3,0,1
29,-0.8877755511022044,0.647068419355218,3,0,1
30,-0.8837675350701403,0.656081057266218,3,0,1
31,-0.8797595190380761,0.6890080925984922,3,0,1
32,-0.875751503006012,0.722664301695408,3,0,1
33,-0.8717434869739479,0.7314426947998753,3,0,1
34,-0.8677354709418837,0.7210650827068973,3,0,1
35,-0.8637274549098196,0.7702238236766229,3,0,1
36,-0.8597194388777555,0.7588839563352618,3,0,1
37,-0.8557114228456915,0.7917410943891685,3,0,1
38,-0.8517034068136273,0.7966128168303006,3,0,1
39,-0.8476953907815632,0.8130658555860195,3,0,1
40,-0.8436873747494991,0.8470130165675683,3,0,1
41,-0.8396793587174349,0.8246018395930811,3,0,1
42,-0.8356713426853708,0.8974910538116034,3,0,1
43,-0.8316633266533067,0.8348023916107634,3,0,1
44,-0.8276553106212425,0.8713552285394086,3,0,1
45,-0.8236472945891784,0.902237134317235,3,0,1
46,-0.8196392785571143,0.9174760310610632,3,0,1
47,-0.8156312625250501,0.9141626730887426,3,0,1
48,-0.811623246492986,0.9248258176817412,3,0,1
49,-0.8076152304609219,0.9433988665250496,3,0,1
50,-0.8036072144288577,0.9391876539256748,3,0,1
51,-0.7995991983967936,0.9796953257025944,3,0,1
52,-0.7955911823647295,0.9760377306991512,3,0,1
53,-0.7915831663326653,0.9835179692776516,3,0,1
54,-0.7875751503006012,0.9529364485420052,3,0,1
55,-0.7835671342685371,0.9762533516230611,3,0,1
56,-0.779559118236473,0.9767932350266004,3,0,1
57,-0.7755511022044088,0.9670287108451237,3,0,1
58,-0.7715430861723447,0.9980562057808146,3,0,1
59,-0.7675350701402806,0.983183835973067,3,0,1
60,-0.7635270541082164,1.009498346409426,3,0,1
61,-0.7595190380761523,0.9768080909832014,3,0,1
62,-0.7555110220440882,1.0337813654608028,3,0,1
63,-0.751503006012024,0.9820287557524892,3,0,1
64,-0.7474949899799599,1.004262184281446,3,0,1
65,-0.7434869739478958,1.0149999755214254,3,0,1
66,-0.7394789579158316,0.9864030080226256,3,0,1
67,-0.7354709418837675,1.0128854465349706,3,0,1
68,-0.7314629258517034,0.968641143941366,3,0,1
69,-0.7274549098196392,1.019026053246643,3,0,1
70,-0.7234468937875751,0.986397764434046,3,0,1
71,-0.719438877755511,0.9696922808497472,3,0,1
72,-0.7154308617234469,0.970520103503226,3,0,1
73,-0.7114228456913828,0.9869460991778208,3,0,1
74,-0.7074148296593187,0.9527269652179348,3,0,1
75,-0.7034068136272545,0.942465684886695,3,0,1
76,-0.6993987975951904,0.9454517004702224,3,0,1
77,-0.6953907815631263,0.9181704108536752,3,0,1
78,-0.6913827655310621,0.9693505617075312,3,0,1
79,-0.687374749498998,0.9122501934398852,3,0,1
80,-0.6833667334669339,0.9302631306871008,3,0,1
81,-0.6793587174348698,0.9072935224472992,3,0,1
82,-0.6753507014028056,0.872314057234216,3,0,1
83,-0.6713426853707415,0.8802205919209736,3,0,1
84,-0.6673346693386774,0.8837964174003063,3,0,1
85,-0.6633266533066133,0.851577290155641,3,0,1
86,-0.6593186372745492,0.8658885107546395,3,0,1
87,-0.6553106212424851,0.848606319191655,3,0,1
88,-0.6513026052104209,0.8321788756503263,3,0,1
89,-0.6472945891783568,0.7897159343136918,3,0,1
90,-0.6432865731462927,0.7619140795168591,3,0,1
91,-0.6392785571142285,0.7553441674041292,3,0,1
92,-0.6352705410821644,0.7551589415947011,3,0,1
93,-0.6312625250501003,0.7452916611576919,3,0,1
94,-0.6272545090180361,0.6736205944489175,4,0,1
95,-0.623246492985972,0.699111131767603,4,0,1
96,-0.6192384769539079,0.6842131055725298,4,0,1
97,-0.6152304609218437,0.6568464688433173,4,0,1
98,-0.6112224448897796,0.669148800804526,4,0,1
