row,ensembles,super_ensembles,low_confidence_ensembles,seed_of
1,"20","2","30",""
2,"20","2","5,12",""
3,"20","2","32,44,49",""
4,"20,43","2","43,64",""
5,"20","2","60,68,69",""
6,"2,9,11,26,46","1","2,9,11,26",""
7,"6,20","2","6,45,53",""
8,"9,20","1,2","25,29,37",""
9,"20","2","5,19",""
10,"35,52","","35,52",""
11,"6,20","2","6",""
12,"20","2","54",""
13,"9,11,24,41,46","1","11,24,41,46",""
14,"20","2","1,20,54","1"
15,"20","2","19,53",""
16,"9,20,38","1,2","25,37,38",""
17,"20,55,57","2","45,57",""
18,"9,15,18,24,46","1","15,18,24",""
19,"10,39,62","","10,39,62",""
20,"20","2","13,54,72",""
21,"20","2","12,33",""
22,"20","2","4,28",""
23,"20","2","32,49",""
24,"6,20","2","6,45",""
25,"2,9","1","2","2"
26,"3,20","2","3",""
27,"10,27,58","","10,27,58",""
28,"20","2","1,13,54",""
29,"6,20","2","6,63",""
30,"55,67","2","48,67,71",""
31,"20","2","60,66",""
32,"2,9,11,46","1","2,9,11",""
33,"9,18,46","1","18,31",""
34,"20","2","20,32",""
35,"35","","35",""
36,"14,20","2","13,14,72",""
37,"20,56","2","8,56",""
38,"9,26,46","1","26",""
39,"10,27,62","","10,27,62",""
40,"15,58","1","15,58",""
41,"6,20,55,57","2","6,57",""
42,"17,20,55","2","17,55",""
43,"10,39,62","","10,39,62",""
44,"3,20","2","3","3"
45,"14,20","2","1,13,14,23,54",""
46,"14,20","2","14,30",""
47,"20","2","22",""
48,"20","2","60",""
49,"20","2","44,51,70",""
50,"20","2","34,69",""
51,"17,20,55,56","2","17,55,56",""
52,"20","2","19,34,50,53",""
53,"52,65","","52,65",""
54,"20","2","34",""
55,"20","2","4,70","4"
56,"10,27","","10,27",""
57,"9,18,27","1","18,27",""
58,"27,62","","27,62",""
59,"20","2","20,32,44,51",""
60,"20","2","61",""
61,"9,15,24,41,46","1","15,24,41",""
62,"9,15,18,24,41,46","1","15,18,24,29,41",""
63,"20","2","33,40",""
64,"20","2","5,50","5"
65,"20,56","2","8,42,56",""
66,"39","","39",""
