row,ensembles,super_ensembles,low_confidence_ensembles,seed_of
1,"1,6,8,10,11,14,15,17,21,24,26,28,30,32,36,37,39,42,47,48,56,60,61,66,73,77,78","1","8,56",""
2,"1,8,9,15,24,26,30,37,41,44,47,48,49,52,56,59,61,63,72,73","1","1,49","1"
3,"1,2,6,8,11,15,17,21,24,26,29,30,32,37,39,41,42,44,47,48,51,56,60,61,66,68,72,73,74,77,78","1","39,74",""
4,"8,11,14,17,20,21,23,26,28,32,33,36,39,48,56,60,66,74,77,78","1","20,26,33",""
5,"1,2,5,6,8,11,17,21,24,26,30,32,39,47,48,56,59,60,61,62,66,73,77,78","1","2,62","2"
6,"1,3,6,8,10,17,24,26,30,32,39,42,47,48,51,56,60,61,66,72,73,74,77,78","1","3","3"
7,"1,6,8,15,17,24,26,29,30,32,37,39,40,41,42,47,48,51,56,60,61,66,72,73,77,78","1","6,51",""
8,"1,4,5,6,8,9,12,15,16,17,24,26,27,30,32,37,39,41,42,44,47,48,56,58,60,61,66,72,73,75,77","1","4,58","4"
9,"1,6,8,10,11,14,15,17,21,24,26,28,30,32,36,37,39,42,47,48,56,60,61,66,72,73,77,78","1","8,17,56,77",""
10,"1,5,6,8,9,12,15,17,24,26,30,32,37,39,41,42,44,47,48,56,59,60,61,66,69,72,73,77","1","5,69","5"
11,"1,6,8,15,17,24,26,29,30,32,37,39,40,41,42,47,48,51,56,60,61,66,72,73,77,78","1","6,42,51,73",""
12,"1,6,8,9,10,11,15,17,21,24,26,29,30,32,37,39,41,42,47,48,56,60,61,66,72,73,74,77,78","1","10,74",""
13,"1,5,6,8,9,12,15,17,24,26,27,30,31,32,37,39,41,44,47,48,56,59,60,61,66,72,73,75,77","1","27,30,31,37",""
14,"1,5,6,8,9,12,15,17,24,26,30,32,37,39,41,42,44,47,48,56,59,60,61,66,72,73,77","1","5,30",""
15,"1,5,6,8,9,12,15,17,24,26,30,32,37,39,41,44,47,48,56,59,60,61,66,72,73,77","1","12",""
16,"8,10,14,15,17,21,23,24,26,28,30,32,37,39,47,48,56,60,61,65,66,73,77,78","1","8,48,60,65,77",""
17,"8,10,14,17,21,23,24,26,28,32,36,39,47,48,56,60,65,66,70,71,77,78","1","8,48,65,70,71",""
18,"1,2,5,6,8,11,17,21,24,26,30,32,39,47,48,56,59,60,61,62,66,72,73,77,78","1","2,62",""
19,"1,6,8,15,17,24,26,29,30,32,37,39,40,41,42,47,48,51,56,60,61,66,72,73,77,78","1","6,51","6"
20,"8,10,11,14,17,21,23,26,28,32,36,39,48,56,60,65,66,77,78","1","23,65",""
21,"1,9,15,18,24,25,30,35,37,41,44,47,53,59,61,63,67,72","1","18,25,35,67",""
22,"1,5,8,9,12,15,17,24,26,30,32,37,39,41,44,47,48,53,56,59,60,61,63,66,72,73,77","1","9,19",""
