row,ensembles,super_ensembles,low_confidence_ensembles,seed_of
1,"11,16,33,43,49,55","1","8,48",""
2,"3,13,16,18,33,38,45,49","1","32,65",""
3,"11,16,33,43,49,55","1","27",""
4,"3,16,18,33,38,45,49,55","1","45,61",""
5,"3,13,18,38,45,64","1","13,54,64",""
6,"3,11,16,18,33,36,38,49,55","1","18,36",""
7,"3,10,11,16,18,33,36,38,41,49,55","1","10,18,36,41",""
8,"3,11,16,18,19,33,38,40,49,55","1","19,26,40,60",""
9,"11,16,33,43,49,55","1","22,59",""
10,"3,11,16,18,33,38,40,49,55","1","20,37,40",""
11,"3,11,16,18,33,38,45,49,55","1","9,42",""
12,"3,13,38,45","1","28",""
13,"3,13,14,18,38,45","1","14",""
14,"3,13,18,38,45","1","30",""
15,"3,13,18,38,45","1","1,17",""
16,"3,11,16,18,19,33,38,40,49,55","1","19,40,60",""
17,"3,16,18,33,38,45,49,55","1","24",""
18,"3,13,18,38,45","1","1,17","1"
19,"2,11,12,16,33,35,43,49,55,66","1","2,12,35","2"
20,"3,13,18,38,45","1","13,28",""
21,"6,11,16,33,43,49,55,66","1","6,7,52,66",""
22,"3,11,16,18,33,38,45,49,55","1","9,42",""
23,"3,16,18,33,38,45,49,55","1","3,25","3"
24,"3,13,18,38,45,64","1","13,28,54,64",""
25,"11,16,33,43,49,55","1","34",""
26,"3,16,18,33,38,45,49,55","1","39,61",""
27,"3,11,16,18,33,36,38,49,55","1","18,53",""
28,"11,16,33,43,49,55","1","4,34","4"
29,"3,13,16,18,33,38,45,49,55","1","32",""
30,"11,16,33,49","1","5","5"
31,"3,16,18,33,38,45,49,55","1","24,29",""
32,"11,16,33,43,49,55","1","21,22,59",""
33,"3,11,16,18,33,38,49,55","1","20,37",""
34,"3,11,16,18,33,38,45,49,55","1","9,47",""
35,"2,6,11,12,16,33,43,49,55,66","1","2,6,7,12,52,66",""
36,"11,16,33,43,49,55","1","27",""
37,"3,13,18,38,45","1","13,28",""
38,"3,11,16,18,33,36,38,49,55","1","38,53",""
39,"3,16,18,33,38,45,49,55","1","45,61",""
40,"6,11,12,16,33,43,49,55,66","1","6,7,12,52,66","6"
41,"11,16,33,43,49,55,67","1","51,58,67",""
42,"2,6,11,12,16,33,43,49,55,66","1","2,6,12,52,66",""
43,"11,16,33,43,49,55,66","1","7","7"
44,"3,10,11,16,18,33,36,38,41,49,55","1","10,18,36,41",""
45,"3,10,11,16,18,33,36,38,41,49,55","1","10,18,36,41",""
46,"3,11,16,18,33,36,38,49,55","1","20,37,38",""
47,"11,16,33,43,49,55","1","8","8"
48,"3,11,16,18,33,36,38,49,55","1","20,37,38",""
49,"11,16,33,43,49,55","1","46",""
50,"11,16,33,43,49,55","1","8,31,49",""
51,"3,13,14,18,38,45","1","14,17",""
52,"3,11,16,18,33,38,45,49,55","1","9,42","9"
53,"3,16,18,33,38,45,49,55","1","24",""
54,"2,6,11,12,16,33,43,49,55,66","1","2,6,12,66",""
55,"3,13,18,38,45","1","17",""
56,"3,11,16,18,33,38,45,49,55","1","24,47",""
57,"3,13,16,18,33,38,45,49,55","1","39",""
58,"11,16,33,43,49,55","1","51",""
59,"3,13,18,38,45","1","13,28",""
60,"3,13,16,18,38,45,49","1","44,62,65",""
61,"3,13,18,38,45","1","30,57,62",""
62,"11,16,33,43,49,55","1","46,56",""
63,"11,16,33,43,49,55","1","4,43",""
64,"11,16,33,43,49,55","1","4,43",""
65,"11,16,33,43,49,55","1","4",""
66,"3,13,16,18,38,45","1","57",""
67,"11,16,33,43,49,55","1","11,23",""
68,"11,16,33,43,49,55","1","16",""
69,"11,16,33,43,49,55","1","4,43,50",""
70,"11,16,33,43,49,55","1","27,56",""
71,"11,16,33,43,49,55","1","27,34",""
72,"3,13,16,18,33,38,45,49,55","1","32,65",""
73,"3,10,11,16,18,33,36,38,49,55","1","10","10"
74,"11,16,33,43,49,55","1","11","11"
75,"3,11,16,18,33,38,49,55","1","7,26,52",""
76,"11,12,16,33,43,49,55,66","1","12","12"
77,"11,16,33,43,49,55","1","8,31,49",""
78,"3,16,18,33,38,45,49,55,63","1","29,63",""
