vector_index,x,y_original,cluster_id,max_posterior,posterior_component_1,posterior_component_2,posterior_component_3
1,0.0634911435464082,-0.9127123123540324,2,1.0,2.0326434499244689e-22,1.0,3.912647054341733e-18
2,-0.0698009021284509,-0.8773231355166324,2,1.0,5.400426570943989e-17,1.0,7.308909219293594e-21
3,-0.0515606161500537,-0.8513695309769433,2,0.9999999999999998,1.219365920605804e-16,0.9999999999999998,2.4839039457736566e-19
4,0.0606625908894336,-0.7403542303960937,2,0.9999999999987252,8.102581335942546e-16,0.9999999999987252,1.2739612662456453e-12
5,0.0691061875324613,-0.7715522782323081,2,0.9999999999997478,4.047522358797489e-17,0.9999999999997478,2.522136412670843e-13
6,0.0477978347117408,-0.7811128222168979,2,0.9999999999999647,6.35987421761223e-17,0.9999999999999647,3.526313965341207e-14
7,-0.0839739292605435,-0.7495915002588563,2,0.9999999999980689,1.930970576923625e-12,0.9999999999980689,1.7706713806671115e-16
8,-0.0357381492578263,-0.7075355425339416,2,0.9999999999979784,1.9609039072992325e-12,0.9999999999979784,6.072199086577571e-14
9,0.012551899295881,-0.6949272468588854,2,0.9999999999977971,3.3246853221587797e-13,0.9999999999977971,1.8704374066635852e-12
10,-0.0679424769528073,-0.6544021370217572,2,0.9999999996464944,3.52973708500382e-10,0.9999999996464944,5.318467909509959e-13
11,0.1096770208103434,-0.5898810859463468,2,0.999999907782419,5.35301017820017e-12,0.999999907782419,9.221222801728075e-08
12,-0.1921557555160436,-0.7307412478598344,2,0.9999999940260671,5.973933017540999e-09,0.9999999940260671,2.534426992916261e-18
13,-0.0622991612295322,-0.7642677621317637,2,0.9999999999998188,1.8101327379831223e-13,0.9999999999998188,1.8607994624350441e-16
14,-0.0407653202295865,-0.6670461419232495,2,0.9999999999615944,3.758365957283539e-11,0.9999999999615944,8.219606659389007e-13
15,-0.2275154931817414,-0.8012178046560083,2,0.999999998986687,1.0133132143239112e-09,0.999999998986687,5.062819247459692e-22
16,-0.1116983304188952,-0.7575221370205418,2,0.9999999999935583,6.441673321214258e-12,0.9999999999935583,1.9593439640160277e-17
17,0.0500231610033654,-0.6168237178369639,2,0.9999999985203452,1.1281968805157837e-11,0.9999999985203452,1.4683729102971962e-09
18,0.0024226909242371,-0.7002528506305777,2,0.9999999999988424,3.9338542018971784e-13,0.9999999999988424,7.642985664074282e-13
19,0.1258508817634322,-0.7805263644105787,2,0.9999999999954783,7.644841949742055e-19,0.9999999999954783,4.521757419552527e-12
20,0.1236181156707855,-0.7966036000679236,2,0.999999999998632,2.0820404661706824e-19,0.999999999998632,1.3680170178429041e-12
21,0.0346437102883157,-0.6670704075839793,2,0.9999999999638515,7.555031598004739e-13,0.9999999999638515,3.539307773860446e-11
