row,ensembles,super_ensembles,low_confidence_ensembles,seed_of
1,"2,8,10,20","","2,8,10,20",""
2,"4,16,17,63","1","4,16,17",""
3,"1,11,19","1","1,19",""
4,"3,11,12","1","3,12",""
5,"5,11,15,63","1","5,11,15",""
6,"1,11","1","1,11",""
7,"6","","6,22",""
8,"19","","19",""
9,"3,10,12","","3,10,12",""
10,"10","","10",""
11,"2,6,8,16","","2,6,8,16",""
12,"2,8,20","","2,8,20",""
13,"3,11,12,19","1","3,12,19",""
14,"1,11","1","1","1"
15,"10","","10",""
16,"1,5,11,59","1","1,5,11,59",""
17,"9,11,16","1","9,16",""
18,"2,3,8,10,20","","2,3,8,10,20",""
19,"2,8,10,20","","2,8,10,20",""
20,"2,3,16","","2,3,16",""
21,"17","","17,22",""
22,"2,6,8,16","","2,6,8,16",""
23,"2,3,8,16","","2,3,8,16","2"
24,"2,3","","2,3",""
25,"7,9,11,14,15,63","1","7,9,14,15",""
26,"3,10,12,19","","3,10,12,19",""
27,"3,12","","3,12","3"
28,"4,7,17,63","1","4,7,17",""
29,"6,20","","6,20,22",""
30,"4,9,17,63","1","4,9,17","4"
31,"8,10,20","","8,10,20",""
32,"3,11,12,19","1","3,12,19",""
33,"5,11,63","1","5,11","5"
34,"11,19","1","19",""
35,"11,12,19","1","12,19",""
36,"3,11,12","1","3,12",""
37,"8,10,20","","8,10,20",""
38,"2,8,10,20","","2,8,10,20",""
39,"6,17,20","","6,17,20,22","6"
40,"1,11,12,19","1","1,11,12,19",""
41,"7,9,11,63","1","7,9","7"
42,"17,21,35,63","1","17,21,22,35",""
43,"8,10,20","","8,10,20","8"
44,"6,16","","6,16",""
45,"9,11,63","1","9","9"
46,"5,11,13,28,59,63","1","5,28,59",""
47,"4,7,9,11,63","1","4,7,9",""
48,"6,17","","6,17,22",""
49,"4,7,9,11,63","1","4,7,9",""
50,"4,7,9,11,63","1","4,7,9",""
51,"2,3,8,10","","2,3,8,10",""
52,"4,16","","4,16",""
53,"11,14,15,28,63","1","14,15,28",""
54,"3,11,12","1","3,12",""
55,"9,11","1","9",""
56,"11,12","1","12",""
57,"10,20","","10,20","10"
58,"4,9,16","","4,9,16",""
59,"1,11","1","1,11","11"
60,"11,12,19","1","12,19","12"
61,"11,12,19","1","12,19",""
62,"1,11,19","1","1,19",""
63,"5,11,15,63","1","5,15",""
64,"13,59,61,63","1","13,59,61","13"
65,"17,35,63","1","17,22,35",""
66,"3,10,19","","3,10,19",""
67,"7,11,14,21,63","1","7,14,21",""
68,"1,11","1","1,11",""
69,"1,11,12,19","1","1,11,12,19",""
70,"2,16","","2,16",""
71,"5,11,14,15,63","1","5,14,15",""
72,"11,14,15,63","1","14,15","14"
73,"9,11,63","1","9,11",""
74,"4,6,16,17","","4,6,16,17,22",""
75,"5,9,11,15,63","1","5,9,15","15"
76,"7,11,21,63","1","7,21",""
77,"11,13,14,28,63","1","14,28",""
78,"2,8,20","","2,8,20",""
79,"4,7,9,17,63","1","4,7,9,17",""
80,"1,11,12,19","1","1,11,12,19",""
81,"4,17,63","1","4,17,22",""
82,"4,6,16,17","","4,6,16,17,22",""
83,"4,7,9,11,63","1","4,7,9",""
84,"6,16","","6,16","16"
85,"2,6,8,20","","2,6,8,20",""
86,"3,10","","3,10",""
87,"17","","17,22","17"
88,"4,6,16,17","","4,6,16,17,22",""
89,"1,11","1","1,11",""
90,"13,18,37,63","1","13,18,37",""
91,"4,6,16","","4,6,16",""
92,"13,18,37,62,63","1","13,18,37,62",""
93,"13,18,63","1","13,18","18"
94,"11,19","1","19","19"
95,"7,11,14,15,63","1","7,14,15",""
96,"1,5,11,63","1","1,5,11",""
97,"20","","20","20"
98,"6,16","","6,16",""
99,"13,28,37,63","1","28,37",""
100,"24,25,29,30,38,63","1","24,25,30",""
101,"21,23,35,63","1","21,23,35",""
102,"11,14,28,63","1","14,28",""
103,"7,21,63","1","7,21",""
104,"23,24,29,38,63","1","23,24,63",""
105,"25,63","1","25",""
106,"1,5,11,63","1","1,5,11",""
107,"2,6,8,20","","2,6,8,20",""
108,"2,6,8,20","","2,6,8,20",""
109,"23,38,55,63","1","23,55,63",""
110,"7,11,14,15,63","1","7,14,15",""
111,"21,35,63","1","21,35","21"
112,"1,11,12,19","1","1,11,12,19",""
113,"9,11,15,63","1","9,15",""
114,"5,11,14,15,63","1","5,14,15",""
115,"21,35,63","1","21,22,35",""
116,"1,5,11,59,63","1","1,5,11,59",""
117,"","","22","22"
118,"5,11,63","1","5,11",""
119,"13,18,61,63","1","18,61",""
120,"21,23,55,63","1","21,23,55",""
121,"13,59,61,63","1","13,59,61",""
122,"7,9,11,15,63","1","7,9,15",""
123,"3,10","","3,10",""
124,"11,14,15,63","1","14,15",""
125,"1","1","1",""
126,"13,59,61,63","1","13,59,61",""
127,"36,58,63,66","1","36,58,66",""
128,"23,26,35,63","1","23,26,35",""
129,"32,58,63,69","1","32,58,69",""
130,"23,26,63","1","23,26","23"
131,"5,11,28,59,63","1","5,28,59",""
132,"13,37,55,62,63","1","37,55,62",""
133,"33,34,42,63","1","33,34,42",""
134,"38,63","1","38",""
135,"17,21,35,63","1","17,21,35",""
136,"13,37,55,62,63","1","37,55,62",""
137,"4,17,63","1","4,17",""
138,"24,29,38,63","1","24","24"
139,"25,63","1","25","25"
140,"13,37,55,63","1","37,55",""
141,"7,21,63","1","7,21",""
142,"13,18,24,37,55,62,63","1","18,24,37,55,62",""
143,"13,18,63","1","13,18",""
144,"23,26,35,63","1","23,26,35",""
145,"13,18,37,55,62,63","1","18,37,55,62",""
146,"13,59,61,63","1","13,59,61",""
147,"25,30,38,63","1","25,30",""
148,"24,29,30,38,63","1","24,29,30",""
149,"5,11,15,28,63","1","5,15,28",""
150,"5,11,14,15,28,63","1","5,14,15,28",""
151,"13,28,37,59,63","1","13,28,37,59",""
152,"26,45,53,63","1,2","26,45",""
153,"26,35,63","1","26,35",""
154,"11,13,28,59,63","1","13,28,59",""
155,"26,63","1","26","26"
156,"13,37,63","1","37",""
157,"29,38,40,63","1","29,38,40",""
158,"23,26,34,63","1","23,26,34,63",""
159,"13,18,37,62,63","1","18,37,62",""
160,"13,24,29,30,38,62,63","1","24,30,62",""
161,"27,75","","27,75","27"
162,"21,23,35,55,63","1","21,23,35,55",""
163,"60,61,63","1","60,61",""
164,"13,18,62,63","1","18,62",""
165,"29,34,38,40,63","1","34,40,63",""
166,"13,28,59,63","1","13,28,59",""
167,"13,18,30,63","1","18,30",""
168,"32,38,63","1","32,38",""
169,"13,28,37,63","1","28,37",""
170,"21,35,63","1","21,35",""
171,"21,35,63","1","21,35",""
172,"11,13,28,63","1","28","28"
173,"29,38,40,63","1","29,38,40",""
174,"7,14,21,63","1","7,14,21",""
175,"13,24,29,55,62,63","1","24,55,62",""
176,"29,38,63","1","38",""
177,"26,34,42,63","1","26,34,42",""
178,"13,59,61,63","1","13,59,61",""
179,"24,29,38,63","1","24,29","29"
180,"29,34,38,40,63","1","29,34,40,63",""
181,"13,24,29,30,38,62,63","1","24,30,62",""
182,"24,29,38,63","1","24,29,63",""
183,"66,72","","66,72",""
184,"25,32,38,63","1","25,32",""
185,"65,66,72","","65,66,72",""
186,"13,61,63","1","13,61",""
187,"25,30,38,63","1","25,30","30"
188,"21,23,55,63","1","21,23,55",""
189,"23,26,35,63","1","23,26,35",""
190,"31","","31","31"
191,"23,26,34,38,63","1","23,26,34,63",""
192,"46,53,65","2","46,65",""
193,"35","1","22,35",""
194,"23,55,62,63","1","23,55,62",""
195,"29,38,40,63","1","29,40,63",""
196,"26,42,45,53,63","1,2","26,42,45",""
197,"32,38,58,63,69","1","32,58,69","32"
198,"33,63","1","33","33"
199,"60,75","","60,75",""
200,"26,33,34,63","1","26,33,34",""
201,"26,34,63","1","26,34","34"
202,"26,35,63","1","26,35",""
203,"13,18,30,63","1","18,30",""
204,"46,53,63","2,1","46",""
205,"35,63","1","22,35","35"
206,"63,65,66,69","1","65,66,69",""
207,"42,45,53,63","1,2","42,45",""
208,"24,29,38,63","1","24,29,63",""
209,"36","","36","36"
210,"65,69","","65,69",""
211,"32,63,69","1","32,69",""
212,"32,38,58,63","1","32,58",""
213,"31,36,58,66","1","31,36,58,66",""
214,"13,37,63","1","37","37"
215,"29,38,40,63","1","38,40,63",""
216,"24,29,30,38,63","1","24,29,30",""
217,"39,46,49,53","2","39,46,49",""
218,"29,38,40,63","1","38,40","38"
219,"39,43,49,53","2","39,43,49","39"
220,"46,53,63","2,1","46",""
221,"45,52,53","2","45,52",""
222,"29,33,34,38,40,63","1","33,34,40","40"
223,"39,49,53","2","39,49",""
224,"29,30,38,63","1","29,30,38",""
225,"33,63","1","33",""
226,"29,38,63","1","29,38",""
227,"41,42,45,53,63","2,1","41,42,45",""
228,"32,38,63","1","32",""
229,"25,63","1","25",""
230,"29,38,40,63","1","29,38,40,63",""
231,"32,63,69","1","32,69",""
232,"33,34,40,63","1","33,34,40",""
233,"26,42,45,53,63","1,2","26,42,45",""
234,"29,34,38,40,63","1","34,38,40",""
235,"41,45,52,53","2","41,45,52","41"
236,"39,46,49,53","2","39,46,49",""
237,"48,51,53","2","48,51,53",""
238,"42,45,53,63","1,2","42,45",""
239,"44,47,53,72,79","2","44,47,72,79",""
240,"33,34,38,40,63","1","33,34,40",""
241,"44,49,53","2","44,49",""
242,"33,34,42,63","1","33,34,42",""
243,"41,45,52,53","2","41,45,52",""
244,"42,53,63","1,2","42","42"
245,"39,41,43,53,63","2,1","39,41,43",""
246,"39,43,49,53","2","39,43,49",""
247,"46,53,65","2","46,65",""
248,"41,42,45,53,63","2,1","41,42,45",""
249,"41,42,45,53,63","2,1","41,42,45",""
250,"45,52,53","2","45,52",""
251,"39,46,53,63","2,1","39,46",""
252,"41,43,53","2","41,43",""
253,"33,42,53,63","1,2","33,42",""
254,"41,43,53","2","41,43","43"
255,"44,47,53,79","2","44,47,79",""
256,"39,42,53,63","2,1","39,42",""
257,"32,38,58,63,69","1","32,58,69",""
258,"44,46,49,53","2","44,46,49",""
259,"41,45,52,53","2","41,45,52",""
260,"43,51,53","2","43,51",""
261,"39,42,53,63","2,1","39,42",""
262,"47,48,50,51,53,54","2","47,48,50,51,54",""
263,"52,53","2","52,53",""
264,"32,63,69","1","32,69",""
265,"33,46,53,63","1,2","33,46",""
266,"46,53,63","2,1","46",""
267,"47,48,51,53","2","47,48,51",""
268,"33,42,53,63","1,2","33,42",""
269,"41,43,53","2","41,43",""
270,"39,46,53,63","2,1","39,46",""
271,"43,53","2","43",""
272,"63,65,69","1","65,69",""
273,"41,45,52,53","2","41,45,52",""
274,"46,53,63,69","2,1","46,69",""
275,"39,43,49,53","2","39,43,49",""
276,"39,41,43,53","2","39,41,43",""
277,"44,48,49,53","2","44,48,49",""
278,"44,47,53","2","44,47","44"
279,"53,65,69","2","65,69",""
280,"44,48,49,53","2","44,48,49",""
281,"45,52,53","2","45,52","45"
282,"39,43,49,53","2","39,43,49",""
283,"44,65,72,79","2","44,65,72,79",""
284,"46,53,65,69","2","46,65,69",""
285,"46,53,63","2,1","46","46"
286,"47,50,53,79","2","47,50,79",""
287,"47,50,53,79","2","47,50,79","47"
288,"44,53,65","2","44,65",""
289,"47,48,50,51,53,54","2","47,48,50,51,54",""
290,"45,52,53","2","45,52",""
291,"39,41,43,49,53","2","39,41,43,49",""
292,"43,52,53","2","43,52",""
293,"51,52,53","2","51,52,53",""
294,"43,51,53","2","43,51",""
295,"29,30,38,63","1","29,30",""
296,"44,48,51,53","2","44,48,51","48"
297,"44,47,48,53","2","44,47,48",""
298,"50,53,54","2","50,53,54",""
299,"52,53","2","52,53",""
300,"41,52,53","2","41,52",""
301,"26,33,34,40,63","1","26,33,34,40",""
302,"48,49,53","2","48,49",""
303,"44,47,48,50,53","2","44,47,48,50",""
304,"49,53","2","49","49"
305,"50,53,54","2","50,54","50"
306,"44,49,53,65","2","44,49,65",""
307,"51,53,54","2","51,53,54","51"
308,"46,53,63","2,1","46",""
309,"44,47,48,53","2","44,47,48",""
310,"52,53","2","52","52"
311,"50,51,53,54","2","50,51,53,54",""
312,"53,54","2","53,54",""
313,"47,50,53,79","2","47,50,79",""
314,"43,53","2","43",""
315,"53,54","2","53,54",""
316,"47,48,50,53,54","2","47,48,50,54",""
317,"50,51,53,54","2","50,51,53,54",""
318,"52,53","2","52,53",""
319,"33,63","1","33",""
320,"48,50,51,53,54","2","48,50,51,54",""
321,"48,51,53,54","2","48,51,53,54",""
322,"51,53","2","51,53",""
323,"50,53,54","2","50,53,54",""
324,"53,54","2","53,54","53"
325,"39,46,49,53","2","39,46,49",""
326,"41,52,53","2","41,52",""
327,"43,51,53","2","43,51",""
328,"54","2","54","54"
329,"50,53,54","2","50,53,54",""
330,"47,48,50,53","2","47,48,50",""
331,"48,50,51,53","2","48,50,51",""
332,"44,47,53","2","44,47",""
333,"56,63","1","56",""
334,"23,55,63","1","23,55","55"
335,"25,30,38,63","1","25,30",""
336,"23,55,63","1","23,55,63",""
337,"57,64,70,78","3","57,64,70",""
338,"25,60,63","1","25,60",""
339,"32,38,58,63","1","32,58",""
340,"13,18,37,62,63","1","18,37,62",""
341,"27,56,60,63","1","27,56,60","56"
342,"13,18,61,63","1","13,18,61",""
343,"60,61,63","1","60,61",""
344,"39,41,53,63","2,1","39,41",""
345,"13,28,37,63","1","13,28,37",""
346,"29,38,40,63","1","29,38,40,63",""
347,"27,60,75","","27,60,75",""
348,"27,56,60,75","","27,56,60,75",""
349,"13,18,24,30,62,63","1","18,24,30,62",""
350,"57,64,78","3","57,64","57"
351,"59","","59",""
352,"36,58,63","1","36,58","58"
353,"70,75,78","3","70,75",""
354,"58,63,66","1","58,66",""
355,"11,14,28,63","1","14,28",""
356,"13,59,61,63","1","13,59,61",""
357,"32,58,63,69","1","32,58,69",""
358,"5,11,14,15,28,63","1","5,14,15,28",""
359,"59","","59","59"
360,"13,18,30,38,63","1","18,30",""
361,"33,34,42,63","1","33,34,42",""
362,"31,36,66","","31,36,66",""
363,"29,38,40,63","1","29,38,40",""
364,"13,60,61,63","1","60,61",""
365,"25,56,60,63","1","25,56,60",""
366,"27,56,75","","27,56,75",""
367,"27,56,60,63","1","27,56,60",""
368,"27,60,61,63,75","1","27,60,61,75","60"
369,"14,21,63","1","14,21",""
370,"13,59,61,63","1","59,61","61"
371,"70,74,78","3","70,74,78",""
372,"32,38,63","1","32,38",""
373,"27,75","","27,75",""
374,"32,58,63,66,69","1","32,58,66,69",""
375,"24,29,38,55,62,63","1","24,55,62,63",""
376,"25,63","1","25",""
377,"27,56,60,63","1","27,56,60",""
378,"27,60,61","1","27,60,61",""
379,"32,38,63","1","32,38",""
380,"25,56,60,63","1","25,56,60",""
381,"13,18,37,55,62,63","1","18,37,55,62","62"
382,"33,63","1","33",""
383,"13,24,29,38,55,62,63","1","24,55,62",""
384,"32,38,58,63","1","32,58",""
385,"31,57,68","3","31,57,68",""
386,"27,60,75","","27,60,75",""
387,"23,29,38,63","1","23,63","63"
388,"36,56,63","1","36,56",""
389,"24,29,38,40,63","1","24,29,38,40,63",""
390,"36,64","","36,64","64"
391,"25,38,63","1","25",""
392,"65,72","","65,72",""
393,"57,73,74,78","3","57,73,74",""
394,"25,38,63","1","25",""
395,"31,36,58,63,66","1","31,36,58,66",""
396,"33,34,63","1","33,34",""
397,"27,64,70,75","","27,64,70,75",""
398,"27,56,60,75","","27,56,60,75",""
399,"31,36,64","","31,36,64",""
400,"65,72","","65,72","65"
401,"70,74,78","3","70,74",""
402,"66,72","","66,72","66"
403,"31,66","","31,66",""
404,"78,81","3","78,81",""
405,"25,30,38,63","1","25,30",""
406,"67,71,73,78","3","67,71,73",""
407,"67,71","","67,71","67"
408,"27,56,64","","27,56,64",""
409,"27,56,64","","27,56,64",""
410,"31,57,64,78","3","31,57,64",""
411,"31,57,64,78","3","31,57,64",""
412,"36,56,64","","36,56,64",""
413,"75","","75",""
