vector_index,x,y_original,cluster_id,is_noise,is_core
1,-1.0,-1.004673784841589,2,0,0
2,-0.987878787878788,-1.1230828250763407,2,0,0
3,-0.9757575757575756,-0.861227626116865,1,0,1
4,-0.9636363636363636,-1.1479010176365168,2,0,0
5,-0.9515151515151516,-1.0617605483709118,2,0,1
6,-0.9393939393939394,-0.8366014724294252,1,0,1
7,-0.9272727272727272,-0.8123797586512053,1,0,1
8,-0.9151515151515152,-0.8813094189332332,1,0,1
9,-0.9030303030303032,-0.7942348388363466,1,0,1
10,-0.8909090909090909,-0.984332585480422,1,0,0
11,-0.8787878787878788,-0.7010177204181096,1,0,1
12,-0.8666666666666667,-0.7133552943690457,1,0,1
13,-0.8545454545454545,-0.7127423373576126,1,0,1
14,-0.8424242424242424,-0.6831811662774631,1,0,1
15,-0.8303030303030303,-0.6211457265106181,1,0,1
16,-0.8181818181818181,-0.6386757582434651,1,0,1
17,-0.806060606060606,-0.7620456523397097,1,0,1
18,-0.793939393939394,-0.412172209116986,1,0,1
19,-0.7818181818181819,-0.4675722980820876,1,0,1
20,-0.7696969696969697,-0.6421895123503256,1,0,1
21,-0.7575757575757576,-0.5427624935896423,1,0,1
22,-0.7454545454545455,-0.5097918261215743,1,0,1
23,-0.7333333333333334,-0.3803587013459497,1,0,1
24,-0.7212121212121212,-0.6151657572498238,1,0,1
25,-0.7090909090909091,-0.4581024793362013,1,0,1
26,-0.696969696969697,-0.5347903094063944,1,0,1
27,-0.6848484848484848,-0.3925046109632367,1,0,1
28,-0.6727272727272727,-0.3832546169013378,1,0,1
29,-0.6606060606060606,-0.3148365958215043,1,0,1
30,-0.6484848484848484,-0.3453596488904316,1,0,1
31,-0.6363636363636364,-0.3328091440385146,1,0,1
32,-0.6242424242424243,-0.1989123131437967,3,0,1
33,-0.6121212121212121,-0.1878686049670176,3,0,1
34,-0.6,-0.1558881325777406,3,0,1
35,-0.5878787878787879,-0.1899095829968431,3,0,1
36,-0.5757575757575757,-0.1972542380931665,3,0,1
37,-0.5636363636363637,-0.136780925834389,3,0,1
38,-0.5515151515151515,-0.0629373374248268,3,0,1
39,-0.5393939393939393,-0.2529302548656265,3,0,1
40,-0.5272727272727273,-0.023016500115786,3,0,1
41,-0.5151515151515151,-0.0055719753162464,3,0,1
42,-0.503030303030303,-0.0010885335737479,3,0,1
43,-0.4909090909090909,0.006236744432084,3,0,1
44,-0.4787878787878787,-0.1628653084503506,3,0,1
45,-0.4666666666666667,0.0314784056186341,3,0,1
46,-0.4545454545454546,0.2340641877952806,3,0,1
47,-0.4424242424242424,0.1161836187969796,3,0,1
48,-0.4303030303030303,0.1148107522999619,3,0,0
49,-0.4181818181818182,0.1649888592835726,3,0,1
50,-0.406060606060606,0.2162606173690286,3,0,1
51,-0.3939393939393939,0.2648268316963693,3,0,1
52,-0.3818181818181818,0.218053223311001,3,0,1
53,-0.3696969696969697,0.2945996287975552,3,0,1
54,-0.3575757575757575,0.4189805490693936,3,0,1
55,-0.3454545454545454,0.3895909730455263,3,0,1
56,-0.3333333333333333,0.5205573506018917,3,0,1
57,-0.3212121212121211,0.3050341289076203,3,0,1
58,-0.3090909090909091,0.5159133424183431,3,0,1
59,-0.296969696969697,0.3428067148667984,3,0,1
60,-0.2848484848484848,0.4585883220422674,3,0,1
61,-0.2727272727272727,0.5131435768845025,3,0,1
62,-0.2606060606060606,0.4379257034355209,3,0,1
63,-0.2484848484848485,0.510067445228245,3,0,1
64,-0.2363636363636363,0.6001096154688746,4,0,0
65,-0.2242424242424242,0.4946934796501989,3,0,1
66,-0.2121212121212121,0.7093082525213874,4,0,1
67,-0.1999999999999999,0.4892322700218122,3,0,1
68,-0.1878787878787878,0.7794177396606949,4,0,1
69,-0.1757575757575757,0.7285909392688158,4,0,1
70,-0.1636363636363637,0.6655492266210503,4,0,1
71,-0.1515151515151515,0.6647562400707585,4,0,1
72,-0.1393939393939394,0.6806498601888393,4,0,1
73,-0.1272727272727273,0.7345908942339842,4,0,1
74,-0.1151515151515151,0.7658173007730636,4,0,1
75,-0.103030303030303,0.8943574936701605,4,0,1
76,-0.0909090909090909,0.9756741462125847,4,0,0
77,-0.0787878787878787,0.8583746360765632,4,0,1
78,-0.0666666666666666,0.7990163876275144,4,0,1
79,-0.0545454545454545,0.8472510076581954,4,0,1
