row,ensembles,super_ensembles,low_confidence_ensembles,seed_of
1,"1,3,4,8,9,10,12,14,16,17,23,27,29,30,33,35,39,41,42,45,46,52,54,55,64","1","8,16,61",""
2,"1,3,4,8,9,10,12,14,15,16,17,23,24,27,29,30,33,35,39,41,42,45,46,52,54,55,64","1","35,64",""
3,"1,4,8,10,12,14,16,17,27,29,30,33,35,39,41,42,45,52,55,64","1","1,39,55","1"
4,"1,3,4,8,9,10,12,14,15,16,17,23,27,29,30,33,35,39,41,42,45,46,52,54,55,62,64","1","45,61",""
5,"1,2,3,4,6,8,9,10,12,14,15,16,17,20,21,22,23,27,29,30,32,33,35,39,41,42,45,46,52,54,55,62,64,67","1","32,67",""
6,"2,6,13,14,16,30,40,53","1","2,6,31","2"
7,"1,3,4,8,9,10,12,14,15,16,17,22,23,24,27,29,30,33,35,39,41,42,45,46,48,51,52,54,55,56,62,64","1","15,23,24",""
8,"1,2,3,4,6,8,9,10,12,14,15,16,17,20,21,22,23,24,27,29,30,32,33,35,39,41,42,45,46,48,52,53,54,55,56,62,64,67","1","20,21",""
9,"1,3,4,8,9,10,12,14,15,16,17,22,23,24,27,29,30,33,35,39,41,42,45,46,48,51,52,54,55,62,64","1","3,15,41","3"
10,"2,13,28,43,50,53,58,66","1","28,50,58",""
11,"1,3,4,8,10,12,14,15,16,17,22,23,24,27,29,30,33,34,35,39,41,42,45,46,48,51,52,54,55,64","1","34,42",""
12,"1,4,8,10,12,14,16,17,27,29,30,33,35,39,45,52,55,64","1","4","4"
13,"2,6,7,8,9,11,13,14,16,17,21,27,30,33,40,45,46,52,53,54,62,67","1","11,44,60",""
14,"1,4,8,9,10,12,14,16,17,27,29,30,33,35,37,39,41,45,46,52,54,55,64","1","27,37,49",""
15,"1,3,4,8,9,10,12,14,15,16,17,22,23,24,27,29,30,33,35,39,41,42,45,46,48,51,52,54,55,62,64","1","3,15",""
16,"1,2,4,6,8,9,10,12,14,15,16,17,20,21,22,27,29,30,32,33,35,39,41,42,45,46,52,53,54,55,62,64,67","1","20,67",""
17,"1,3,4,8,10,12,14,15,16,17,22,23,24,27,29,30,33,35,39,41,42,45,46,48,51,52,53,54,55,56,63,64,65","1","24,51",""
18,"2,5,6,7,8,9,10,12,13,14,16,17,21,22,27,29,30,33,41,45,46,52,53,54,62,64,66,67","1","5","5"
19,"2,6,13,28,38,43,53,58,66","1","13,43,58",""
20,"1,4,8,10,12,14,16,17,27,29,30,33,35,37,39,45,52,55,64","1","4,37",""
21,"1,3,4,8,10,12,14,15,16,17,23,27,29,30,33,35,39,41,42,45,46,52,54,55,64","1","29,36",""
22,"1,3,4,8,9,10,12,14,15,16,17,18,23,27,29,30,33,35,39,41,42,45,46,52,54,55,64","1","18",""
23,"1,3,4,8,10,12,14,16,17,23,27,29,30,33,35,39,41,42,45,52,55,64","1","36,39",""
24,"1,3,4,8,9,10,12,14,15,16,17,22,23,24,27,29,30,33,34,35,39,41,42,45,46,48,51,52,54,55,64","1","34,41,42",""
25,"2,6,40,53","1","2,6",""
26,"1,2,4,8,9,10,12,14,15,16,17,27,29,30,32,33,35,39,41,42,45,46,52,54,55,62,64,67","1","9",""
27,"2,6,7,13,38,40,43,53,66","1","38",""
28,"1,4,8,9,10,12,14,16,17,27,29,30,33,35,37,39,41,45,46,52,54,55,64","1","4,37",""
29,"1,3,4,8,10,12,14,15,16,17,22,23,24,27,29,30,33,34,35,39,41,42,45,46,48,51,52,54,55,64","1","23,34,42",""
30,"1,3,8,12,13,15,16,22,23,24,27,29,30,33,35,39,41,42,48,51,52,53,54,55,56,63,64,65,66,68","1","63,65,68",""
31,"1,3,4,8,9,10,12,14,15,16,17,23,27,29,30,32,33,35,39,41,42,45,46,52,54,55,62,64,67","1","9",""
32,"2,6,40,53","1","6","6"
33,"2,6,7,13,38,40,43,53,66","1","7","7"
34,"1,4,8,10,12,14,16,17,27,29,30,33,35,39,41,45,52,55,64","1","1,55",""
35,"13,28,43,53,66","1","28",""
36,"1,4,8,9,10,12,14,16,17,27,29,30,33,35,39,41,42,45,46,52,54,55,64","1","8,17","8"
37,"1,3,4,8,9,10,12,14,15,16,17,21,22,23,24,27,29,30,33,35,39,41,42,45,46,48,51,52,54,55,56,62,64","1","22,56",""
38,"2,6,8,9,13,14,16,17,21,27,30,33,40,45,46,52,53,54,62,67","1","31,44,60",""
39,"2,6,13,38,43,53,66","1","13,53",""
40,"2,6,7,13,16,21,38,43,53,57,66","1","38,53,57",""
41,"1,3,4,8,10,12,14,15,16,17,22,23,24,27,29,30,33,35,39,41,42,45,46,48,51,52,54,55,64","1","42",""
42,"1,3,4,8,12,13,14,15,16,17,22,23,24,27,29,30,33,35,39,41,42,45,46,48,51,52,53,54,55,56,63,64,65,66","1","51,63,65",""
43,"2,6,13,28,38,43,53,66","1","13,43",""
44,"1,2,4,6,8,9,10,12,14,15,16,17,27,29,30,32,33,35,39,41,45,46,52,54,55,62,64,67","1","32",""
45,"1,4,8,9,10,12,14,16,17,27,29,30,33,35,37,39,41,45,46,52,54,55,64","1","4,27,37,49",""
46,"1,3,4,8,9,10,12,14,16,17,23,27,29,30,33,35,39,41,42,45,46,52,54,55,64","1","8,16,27",""
47,"1,3,4,8,9,10,12,14,15,16,17,22,23,24,27,29,30,33,35,39,41,42,45,46,52,54,55,62,64","1","33,59",""
48,"1,3,4,8,9,10,12,14,15,16,17,22,23,27,29,30,32,33,35,39,41,42,45,46,52,54,55,62,64,67","1","9","9"
49,"1,3,4,8,10,12,14,16,17,23,27,29,30,33,35,39,41,42,45,46,52,55,64","1","1,25,55",""
50,"1,3,4,6,8,9,10,12,14,15,16,17,21,22,23,24,27,29,30,32,33,35,39,41,42,45,46,48,52,53,54,55,56,62,64,67","1","21,22",""
51,"1,3,4,8,12,13,14,15,16,22,23,24,27,29,30,33,35,39,41,42,45,48,51,52,53,54,55,56,63,64,65,66,68","1","63,65,68",""
52,"1,3,4,8,9,10,12,14,15,16,17,22,23,24,27,29,30,33,35,39,41,42,45,46,48,51,52,54,55,62,64","1","3,15",""
53,"2,6,13,28,43,50,53,58,66","1","43,50,58",""
54,"1,3,4,8,9,10,12,14,15,16,17,22,23,24,27,29,30,33,35,39,41,42,45,46,48,51,52,54,55,62,64","1","3,12",""
55,"1,3,4,8,9,10,12,14,15,16,17,18,23,27,29,30,33,35,39,41,42,45,46,52,54,55,64","1","18,29",""
56,"2,6,7,13,38,43,53,66","1","38",""
57,"2,6,7,13,38,40,43,53,66","1","7,38",""
58,"2,6,7,13,38,43,53,66","1","13",""
59,"1,4,8,10,12,14,16,17,27,29,30,33,35,39,41,45,52,55,64","1","1,25,55",""
60,"1,4,8,9,10,12,14,16,17,27,29,30,33,35,39,41,42,45,46,52,54,55,62,64","1","10","10"
61,"2,6,7,8,11,13,14,16,21,30,38,40,45,46,53,66,67","1","11,44",""
62,"2,5,6,7,8,11,13,14,16,21,30,33,38,40,45,46,52,53,54,66,67","1","5,11,47,60","11"
63,"1,3,4,8,10,12,14,15,16,17,23,27,29,30,33,35,39,41,42,45,52,54,55,64","1","36",""
64,"1,3,4,8,9,10,12,14,15,16,17,22,23,24,27,29,30,33,35,39,41,42,45,46,48,51,52,54,55,62,64","1","12,35","12"
65,"1,3,4,6,8,9,10,12,13,14,15,16,17,21,22,23,24,27,29,30,33,35,39,41,42,45,46,48,51,52,53,54,55,56,62,64,66,67","1","21,56",""
66,"2,6,13,28,38,43,51,53,66","1","13,43,53,66",""
67,"1,3,4,8,9,10,12,14,15,16,17,22,23,24,27,29,30,33,35,39,41,42,45,46,48,51,52,54,55,62,64","1","23,42",""
68,"1,3,4,8,9,10,12,14,15,16,17,18,23,27,29,30,33,35,39,41,42,45,46,52,54,55,64","1","18",""
69,"2,6,13,38,43,53,66","1","13,53","13"
70,"2,3,6,8,12,13,14,16,21,22,24,29,30,38,39,41,42,43,45,46,48,51,53,54,56,64,66","1","53,66",""
71,"2,12,13,24,26,28,29,39,41,42,43,50,53,64,66","1","26,28,50",""
72,"1,3,4,8,9,10,12,14,15,16,17,23,27,29,30,33,35,39,41,42,45,46,52,54,55,62,64","1","10,14","14"
73,"1,3,4,8,9,10,12,14,15,16,17,22,23,24,27,29,30,33,35,39,41,42,45,46,48,51,52,54,55,56,62,64","1","15","15"
74,"1,4,8,9,10,12,14,16,17,27,29,30,33,35,39,41,45,46,52,54,55,64","1","10,17",""
75,"1,3,4,8,10,12,14,15,16,17,22,23,24,27,29,30,33,34,35,39,41,42,45,46,48,51,52,54,55,64","1","34,42",""
76,"1,2,4,5,6,8,9,10,12,13,14,15,16,17,21,22,27,29,30,32,33,35,39,41,42,43,45,46,52,53,54,55,56,62,64,66,67","1","5,21",""
77,"1,3,4,8,9,10,12,14,16,17,23,27,29,30,33,35,39,41,42,45,46,52,54,55,64","1","16","16"
78,"1,4,8,9,10,12,14,16,17,27,29,30,33,35,39,41,42,45,46,52,54,55,64","1","8,17",""
79,"13,26,28,43,53,66","1","26,28",""
80,"1,4,8,9,10,12,14,16,17,27,29,30,33,35,39,41,45,46,52,54,55,64","1","17","17"
81,"1,3,4,8,9,10,12,14,15,16,17,22,23,24,27,29,30,33,35,39,41,42,45,46,48,52,54,55,62,64","1","12,33,59",""
82,"1,3,4,8,9,10,12,14,15,16,17,23,27,29,30,33,35,39,41,42,45,46,52,54,55,62,64","1","16,45,61",""
83,"1,3,4,8,10,12,14,15,16,17,23,27,29,30,33,35,39,41,42,45,46,52,54,55,64","1","29,36",""
84,"1,2,3,4,6,8,10,12,13,14,15,16,21,22,23,24,29,30,33,35,39,41,42,43,45,46,48,51,52,53,54,55,56,62,63,64,66,68","1","68",""
85,"1,3,4,8,10,12,14,15,16,17,22,23,24,27,29,30,33,35,39,41,42,45,46,48,51,52,54,55,64","1","23,42",""
86,"2,6,7,13,40,53","1","40",""
87,"1,3,4,8,9,10,12,14,15,16,17,18,23,27,29,30,33,35,39,41,42,45,46,52,54,55,64","1","18,33","18"
88,"1,3,4,8,10,12,14,16,17,27,29,30,33,35,39,41,42,45,46,52,54,55,64","1","25,52,55",""
89,"1,3,4,6,8,9,10,12,13,14,15,16,17,21,22,23,24,27,29,30,32,33,35,39,41,42,45,46,48,51,52,53,54,55,56,62,64,66,67","1","21",""
90,"1,3,4,8,9,10,12,14,15,16,17,22,23,24,27,29,30,33,35,39,41,42,45,46,48,52,54,55,62,64","1","12,33",""
91,"2,6,7,13,38,40,53","1","40",""
92,"2,4,6,8,9,10,12,14,16,17,19,20,21,27,29,30,32,33,35,45,46,52,54,55,62,67","1","19","19"
93,"1,4,8,10,12,14,16,17,27,29,30,33,35,39,41,45,52,55,64","1","1,25,55",""
94,"1,4,8,9,10,12,14,16,17,27,29,30,33,35,39,41,45,46,52,54,55,64","1","17",""
95,"1,3,4,8,9,10,12,14,15,16,17,23,27,29,30,33,35,39,41,42,45,46,52,54,55,64","1","29",""
96,"2,4,6,8,9,10,12,13,14,16,17,19,20,21,22,27,29,30,32,33,35,40,45,46,52,53,54,55,62,67","1","19,60",""
97,"1,2,4,6,8,9,10,12,14,16,17,19,20,21,22,27,29,30,32,33,35,39,41,45,46,52,53,54,55,62,64,67","1","19,20","20"
98,"1,3,4,6,8,9,10,12,14,15,16,17,20,21,22,23,24,27,29,30,32,33,35,39,41,42,45,46,48,52,53,54,55,56,62,64,67","1","21","21"
99,"1,3,8,12,13,14,15,16,22,23,24,27,29,33,35,39,41,42,45,48,51,52,53,54,55,56,63,64,65,66","1","63",""
100,"2,6,40,53","1","2,6",""
101,"2,6,13,14,16,30,40,53","1","2,6,31",""
102,"2,6,7,13,38,40,53","1","7,40",""
103,"1,3,4,8,9,10,12,14,15,16,17,23,27,29,30,32,33,35,39,41,42,45,46,52,54,55,62,64,67","1","9,30",""
104,"1,3,4,8,10,12,14,16,17,23,27,29,30,33,35,39,41,42,45,46,52,54,55,64","1","1,29,36,39",""
105,"2,6,13,38,43,53,66","1","13",""
106,"1,2,3,4,6,8,12,13,14,15,16,21,22,23,24,29,30,33,35,39,41,42,43,45,46,48,51,52,53,54,55,56,62,63,64,65,66,68","1","66,68",""
107,"1,4,8,9,10,12,14,16,17,27,29,30,33,35,39,41,45,46,52,54,55,62,64","1","10,14",""
108,"1,4,8,10,12,14,16,17,27,29,30,33,35,39,41,45,46,52,55,64","1","49,52",""
109,"1,4,8,9,10,12,14,16,17,27,29,30,33,35,39,41,45,46,52,54,55,62,64","1","10,14",""
110,"1,4,8,9,10,12,14,16,17,27,29,30,33,35,39,41,42,45,46,52,54,55,64","1","8,17",""
111,"2,6,13,14,16,30,40,45,46,53","1","2,6,40",""
112,"1,3,4,8,9,10,12,14,15,16,17,21,22,23,24,27,29,30,32,33,35,39,41,42,45,46,48,51,52,54,55,56,62,64,67","1","22","22"
113,"1,2,3,4,6,8,9,10,12,14,15,16,17,20,21,22,23,27,29,30,32,33,35,39,41,42,45,46,52,54,55,62,64,67","1","32,67",""
114,"1,3,4,8,9,10,12,14,15,16,17,23,27,29,30,32,33,35,39,41,42,45,46,52,54,55,62,64","1","10,30",""
115,"1,3,4,8,9,10,12,14,15,16,17,22,23,27,29,30,32,33,35,39,41,42,45,46,52,54,55,62,64,67","1","9,30,46",""
116,"1,3,4,8,9,10,12,14,15,16,17,21,22,23,24,27,29,30,33,35,39,41,42,45,46,48,51,52,53,54,55,56,62,63,64,65,66","1","22,48,56",""
117,"1,3,4,8,9,10,12,14,15,16,17,21,22,23,24,27,29,30,32,33,35,39,41,42,45,46,48,52,53,54,55,56,62,64,67","1","22,62",""
118,"1,3,4,8,9,10,12,14,15,16,17,22,23,24,27,29,30,33,35,39,41,42,45,46,48,51,52,54,55,62,64","1","23,41,42","23"
119,"1,3,4,8,10,12,14,15,16,17,23,24,27,29,30,33,35,39,41,42,45,46,52,54,55,64","1","29,36,64",""
120,"2,5,6,7,8,12,13,14,16,21,22,29,30,33,38,40,41,42,43,45,46,52,53,54,56,57,62,64,66,67","1","5,47,57",""
121,"1,3,4,8,9,10,12,14,15,16,17,22,23,24,27,29,30,33,35,39,41,42,45,46,48,52,54,55,62,64","1","12,33",""
122,"1,4,8,10,12,14,16,17,27,29,30,33,35,37,39,45,46,52,55,64","1","4,37",""
123,"1,4,8,9,10,12,14,16,17,27,29,30,33,35,37,39,41,45,46,52,54,55,64","1","4,27,37",""
124,"1,3,4,8,9,10,12,14,15,16,17,22,23,24,27,29,30,33,35,39,41,42,45,46,48,51,52,54,55,56,62,64,65","1","15,24","24"
