vector_index,x,y_original,cluster_id
1,-1.0,-0.9900657169397752,1
2,-0.995991983967936,-0.9947492539592956,1
3,-0.9919839679358716,-0.9710141651097296,1
4,-0.9879759519038076,-0.9454913066794548,1
5,-0.9839679358717436,-0.9726189392379536,1
6,-0.9799599198396792,-0.9646025788183424,1
7,-0.9759519038076152,-0.9203195513050826,1
8,-0.9719438877755512,-0.928539080968044,1
9,-0.9679358717434868,-0.945261231205673,1
10,-0.9639278557114228,-0.9170045105511264,1
11,-0.9599198396793588,-0.9291080332149666,1
12,-0.9559118236472944,-0.9211382423659942,1
13,-0.9519038076152304,-0.8989683697991402,1
14,-0.9478957915831664,-0.9340571880594886,1
15,-0.9438877755511024,-0.9222739077524652,1
16,-0.939879759519038,-0.8910052696228957,1
17,-0.935871743486974,-0.8920001093806365,1
18,-0.93186372745491,-0.8574425082579142,1
19,-0.9278557114228456,-0.8738719043561157,1
20,-0.9238476953907816,-0.8759414648082691,1
21,-0.9198396793587176,-0.8103663833390038,1
22,-0.9158316633266532,-0.8361788526630374,1
23,-0.9118236472945892,-0.82229673049542,1
24,-0.9078156312625252,-0.8441262262493193,1
25,-0.9038076152304608,-0.8185028849514255,1
26,-0.8997995991983968,-0.7973807466025963,1
27,-0.8957915831663327,-0.8146030378811114,1
28,-0.8917835671342685,-0.7760531739016236,1
29,-0.8877755511022044,-0.7875638760027849,1
30,-0.8837675350701403,-0.7733689451361461,1
31,-0.8797595190380761,-0.7715531703207402,1
32,-0.875751503006012,-0.7144574423218453,1
33,-0.8717434869739479,-0.7437569184426545,1
34,-0.8677354709418837,-0.7566251604628855,1
35,-0.8637274549098196,-0.7110040115775754,1
36,-0.8597194388777555,-0.7438557507549314,1
37,-0.8557114228456915,-0.7072455737912878,1
38,-0.8517034068136273,-0.7426002161048502,1
39,-0.8476953907815632,-0.7219545025410951,1
40,-0.8436873747494991,-0.6834375247816157,1
41,-0.8396793587174349,-0.6645893858349616,1
42,-0.8356713426853708,-0.6679153197469422,1
43,-0.8316633266533067,-0.6656396189543782,1
44,-0.8276553106212425,-0.6613326951542708,1
45,-0.8236472945891784,-0.6768650289857053,1
46,-0.8196392785571143,-0.6536754412821227,1
47,-0.8156312625250501,-0.640475300469296,1
48,-0.811623246492986,-0.6021040484615937,1
49,-0.8076152304609219,-0.6083580951304746,1
50,-0.8036072144288577,-0.6424752319649701,1
51,-0.7995991983967936,-0.5927167174056913,1
52,-0.7955911823647295,-0.5988840103377853,1
53,-0.7915831663326653,-0.5967047726714498,1
54,-0.7875751503006012,-0.5629167748243851,1
55,-0.7835671342685371,-0.5465142780871551,1
56,-0.779559118236473,-0.5404926340906219,1
57,-0.7755511022044088,-0.5678865548732704,1
58,-0.7715430861723447,-0.5492704198617137,1
59,-0.7675350701402806,-0.5284448716524899,1
60,-0.7635270541082164,-0.5075432056739857,1
61,-0.7595190380761523,-0.5286215609092104,1
62,-0.7555110220440882,-0.5147352236214526,1
63,-0.751503006012024,-0.5251327115041686,1
64,-0.7474949899799599,-0.5189141124415332,1
65,-0.7434869739478958,-0.4707234314479075,1
66,-0.7394789579158316,-0.4518331152602468,1
67,-0.7354709418837675,-0.4723820861991417,1
68,-0.7314629258517034,-0.4428551937455662,1
69,-0.7274549098196392,-0.4476770991383257,1
70,-0.7234468937875751,-0.4597961826672527,1
71,-0.719438877755511,-0.4316498434008536,1
72,-0.7154308617234469,-0.4001009921175745,1
73,-0.7114228456913828,-0.4235622121649646,1
74,-0.7074148296593187,-0.3835367862023572,1
75,-0.7034068136272545,-0.4592085293363039,1
76,-0.6993987975951904,-0.3823595451028763,1
77,-0.6953907815631263,-0.3890406217614891,1
78,-0.6913827655310621,-0.3887456780714416,1
79,-0.687374749498998,-0.372914283467286,1
80,-0.6833667334669339,-0.4064848452258856,1
81,-0.6793587174348698,-0.3631108726264897,1
82,-0.6753507014028056,-0.3435591513753763,1
83,-0.6713426853707415,-0.3131274898466527,1
84,-0.6673346693386774,-0.3450347430428276,1
85,-0.6633266533066133,-0.3428231786710904,1
86,-0.6593186372745492,-0.3286724154207891,1
87,-0.6553106212424851,-0.2923132001309286,1
88,-0.6513026052104209,-0.2960301882276482,1
89,-0.6472945891783568,-0.3051843824320543,1
90,-0.6432865731462927,-0.2763077976303182,1
91,-0.6392785571142285,-0.2766155632414963,1
92,-0.6352705410821644,-0.251168182353671,1
93,-0.6312625250501003,-0.2765661119777476,1
94,-0.6272545090180361,-0.2610622609680276,1
95,-0.623246492985972,-0.2543351490345871,1
96,-0.6192384769539079,-0.2677472528704581,1
97,-0.6152304609218437,-0.2245385163023959,1
98,-0.6112224448897796,-0.2172237843359614,1
99,-0.6072144288577155,-0.2143265885825817,1
100,-0.6032064128256514,-0.2111045683188056,1
101,-0.5991983967935872,-0.2267042084281827,1
102,-0.5951903807615231,-0.1987936679783533,1
103,-0.591182364729459,-0.1892190197894533,1
104,-0.5871743486973948,-0.190394242779222,1
105,-0.5831663326653307,-0.1695583795639815,1
