row,ensembles,super_ensembles,low_confidence_ensembles,seed_of
1,"25,65","","25,65",""
2,"1,73","","1,73","1"
3,"59,63","","59,63",""
4,"22,34,41","","22,34,41",""
5,"27,33,64","","27,33,64",""
6,"24,41","","24,41",""
7,"6,30","","6,30",""
8,"59","","59",""
9,"7,67","","7,67",""
10,"2,3,38,45","1","2,3,45",""
11,"2,10,54","","2,10,54",""
12,"3,37,56,67","","3,37,56,67",""
13,"17,31,32","","17,31,32",""
14,"56,66","","56,66",""
15,"10,11,15,57","","10,11,15,57",""
16,"2,10,38,54","1","2,10,54",""
17,"24,34,41","","24,34,41",""
18,"49,53","","49,53",""
19,"4,20,39","","4,20,39",""
20,"13,61","","13,61",""
21,"40,47","","40,47",""
22,"24,41","","24,41",""
23,"17,42,56","","17,42,56",""
24,"7,35,67","","7,35,67",""
25,"2,10,38","1","2,10","2"
26,"26,49,53","","26,49,53",""
27,"5,52","","5,52",""
28,"32,50,55","","32,50,55",""
29,"28,63","","28,63",""
30,"8,28,62","","8,28,62",""
31,"2,3,16,37","","2,3,16,37","3"
32,"9,30","","9,30",""
33,"67","","67",""
34,"43,68","","43,68",""
35,"24,34,41","","24,34,41",""
36,"6,19,72","","6,19,72",""
37,"24,41","","24,41",""
38,"21,27,60","","21,27,60",""
39,"19,38,51,54","1","19,51,54",""
40,"4,15,20,57","","4,15,20",""
41,"52,69","","52,69",""
42,"4","","4","4"
43,"3,16,37","","3,16,37",""
44,"1,73","","1,73",""
45,"14,69","","14,69",""
46,"36,40,43,68","","36,40,43,68",""
47,"1,58,73","","1,58,73",""
48,"9,58,73","","9,58,73",""
49,"18,46,71","","18,46,71",""
50,"12,62","","12,62",""
51,"8,22,34","","8,22,34",""
52,"7,35,67","","7,35,67",""
53,"14","","14",""
54,"7,17,31,32","","7,17,31,32",""
55,"59","","59",""
56,"4,20","","4,20",""
57,"5,52","","5,52","5"
58,"31,32,50","","31,32,50",""
59,"6,19","","6,19","6"
60,"5,14,69","","5,14,69",""
61,"21,60","","21,60",""
62,"4,15,20","","4,15,20",""
63,"56","","56",""
64,"21,60","","21,60",""
65,"12,34,62","","12,34,62",""
66,"2,3,16","","2,3,16",""
67,"47,59","","47,59",""
68,"29,49","","29,49",""
69,"31,33","","31,33",""
70,"25,65","","25,65",""
71,"26,29","","26,29",""
72,"38,45","1","38,45",""
73,"4","","4",""
74,"13,61,71","","13,61,71",""
75,"8,28,62","","8,28,62",""
76,"14","","14",""
77,"39,47,66","","39,47,66",""
78,"26,29","","26,29",""
79,"21,27,64","","21,27,64",""
80,"42,44,66","","42,44,66",""
81,"7","","7","7"
82,"13,61","","13,61",""
83,"8,22","","8,22",""
84,"16,20,57","","16,20",""
85,"8,22","","8,22","8"
86,"10,11,57","","10,11,57",""
87,"2,3,38,45","1","2,3,45",""
88,"2,38,51,54","1","2,38,51,54",""
89,"6,61","","6,61",""
90,"14","","14",""
91,"4,15,20","","4,15,20",""
92,"5,52","","5,52",""
93,"17,42,56,67","","17,42,56,67",""
94,"9","","9","9"
95,"2,38,45","1","2,38,45",""
96,"8,22,34","","8,22,34",""
97,"5,69","","5,69",""
98,"3,37","","3,37",""
99,"50,64","","50,64",""
100,"52,69","","52,69",""
101,"10,54,57","","10,54","10"
102,"68","","68",""
103,"11,57","","11","11"
104,"23,36,40,68","","23,36,40,68",""
105,"12","","12","12"
106,"27,33,48","","27,33,48",""
107,"38,51,54","1","38,51,54",""
108,"6,19,46,72","","6,19,46,72",""
109,"17,42","","17,42",""
110,"31,50,64","","31,50,64",""
111,"13","","13","13"
112,"36,59,63","","36,59,63",""
113,"20","","20",""
114,"26,29","","26,29",""
115,"5,69","","5,69",""
116,"9,30,58,73","","9,30,58,73",""
117,"13,18,71","","13,18,71",""
118,"65,66,70","","65,66,70",""
119,"59","","59",""
120,"2,38,51,54","1","2,38,51,54",""
121,"52","","52",""
122,"14,29,49","","14,29,49",""
123,"24,41","","24,41",""
124,"25,65","","25,65",""
125,"5,53","","5,53",""
126,"3,37,67","","3,37,67",""
127,"9,30","","9,30",""
128,"66","","66",""
129,"49,53","","49,53",""
130,"10,16,57","","10,16,57",""
131,"25,55","","25,55",""
132,"47,70","","47,70",""
133,"9,52,69","","9,52,69",""
134,"13,21,27","","13,21,27",""
135,"3,16,37","","3,16,37",""
136,"60,73","","60,73",""
137,"60","","60",""
138,"18,71","","18,71",""
139,"9,58,73","","9,58,73",""
140,"21,27,64","","21,27,64",""
141,"14","","14","14"
142,"4,11,15,20,57","","4,11,15,20",""
143,"11,15,57","","11,15,57",""
144,"18,48","","18,48",""
145,"17,67","","17,67",""
146,"12","","12",""
147,"9,30","","9,30",""
148,"40,47,70","","40,47,70",""
149,"6,19,72","","6,19,72",""
150,"10,57","","10,57",""
151,"8,23","","8,23",""
152,"27,33,48","","27,33,48",""
153,"50","","50",""
154,"38,45","1","45",""
155,"6,30,58","","6,30,58",""
156,"11,15,57","","11,15","15"
157,"24,41","","24,41",""
158,"9,73","","9,73",""
159,"16,57","","16","16"
160,"47,59","","47,59",""
161,"27,31,33","","27,31,33",""
162,"19,38,46,72","1","19,46,72",""
163,"49,53","","49,53",""
164,"27,48","","27,48",""
165,"2,3,16","","2,3,16",""
166,"17,32,42","","17,32,42","17"
167,"12","","12",""
168,"12,62","","12,62",""
169,"9,52","","9,52",""
170,"11,15,16,57","","11,15,16,57",""
171,"18","","18","18"
172,"39,66","","39,66",""
173,"7,33,35","","7,33,35",""
174,"10,11,57","","10,11,57",""
175,"7,35","","7,35",""
176,"17,32,50,55","","17,32,50,55",""
177,"2,38,51,54","1","2,38,51,54",""
178,"8,23","","8,23",""
179,"8,34","","8,34",""
180,"26,29,49,53","","26,29,49,53",""
181,"7,33","","7,33",""
182,"18,35,48","","18,35,48",""
183,"26,29,49","","26,29,49",""
184,"5,52","","5,52",""
185,"59,63","","59,63",""
186,"12,62","","12,62",""
187,"23,36,68","","23,36,68",""
188,"63","","63",""
189,"19","","19","19"
190,"6,30,58","","6,30,58",""
191,"36,40,43,68","","36,40,43,68",""
192,"31,32,50","","31,32,50",""
193,"21,60,64","","21,60,64",""
194,"4,20,39","","4,20,39","20"
195,"21,60","","21,60","21"
196,"26","","26",""
197,"17,32","","17,32",""
198,"25,44,65","","25,44,65",""
199,"14,69","","14,69",""
200,"1,21,60","","1,21,60",""
201,"22,34","","22,34","22"
202,"17,31,32,50","","17,31,32,50",""
203,"25,44,65","","25,44,65",""
204,"4","","4",""
205,"30","","30",""
206,"25,65","","25,65",""
207,"26,29,49,53","","26,29,49,53",""
208,"13,61,71","","13,61,71",""
209,"16,37,56","","16,37,56",""
210,"21,27,64","","21,27,64",""
211,"1,21,60","","1,21,60",""
212,"36,40,63","","36,40,63",""
213,"8,23","","8,23",""
214,"44,55","","44,55",""
215,"4,15,20","","4,15,20",""
216,"40,43,70","","40,43,70",""
217,"10,16,57","","10,16",""
218,"23","","23","23"
219,"8,22,34","","8,22,34",""
220,"10,54","","10,54",""
221,"24,34,41","","24,34,41",""
222,"35,45","","35,45",""
223,"21,60,64","","21,60,64",""
224,"26,53","","26,53",""
225,"4,11,15,20,57","","4,11,15,20",""
226,"9,58,73","","9,58,73",""
227,"44,55","","44,55",""
228,"40,47","","40,47",""
229,"12,28,34,62","","12,28,34,62",""
230,"12,62","","12,62",""
231,"36,40,43,70","","36,40,43,70",""
232,"1,58,73","","1,58,73",""
233,"26,29","","26,29",""
234,"25,44,65","","25,44,65",""
235,"43,68","","43,68",""
236,"24","","24","24"
237,"24,34,41","","24,34,41",""
238,"25","","25","25"
239,"23,36","","23,36",""
240,"26,29","","26,29","26"
241,"21,27","","21,27","27"
242,"33,48","","33,48",""
243,"32,50,55","","32,50,55",""
244,"28,62","","28,62","28"
245,"5,52","","5,52",""
246,"33,48","","33,48",""
247,"20","","20",""
248,"38,45","1","45",""
249,"10,11,16,57","","10,11,16,57",""
250,"5,52","","5,52",""
251,"1,13","","1,13",""
252,"42,44","","42,44",""
253,"38,51,54","1","38,51,54",""
254,"5,52,69","","5,52,69",""
255,"49,53","","49,53",""
256,"46,61,71","","46,61,71",""
257,"5,52","","5,52",""
258,"12","","12",""
259,"17,32,42,55","","17,32,42,55",""
260,"29","","29","29"
261,"46,61,71","","46,61,71",""
262,"49,53","","49,53",""
263,"9,30","","9,30",""
264,"2,3,45","","2,3,45",""
265,"22,34,41","","22,34,41",""
266,"64","","64",""
267,"26","","26",""
268,"50,64","","50,64",""
269,"30","","30","30"
270,"10,16,57","","10,16,57",""
271,"26,49,53","","26,49,53",""
272,"42,66","","42,66",""
273,"46,61,72","","46,61,72",""
274,"36,40,43,68","","36,40,43,68",""
275,"31","","31","31"
276,"32,50,55","","32,50,55","32"
277,"18,27,48,71","","18,27,48,71",""
278,"14,69","","14,69",""
279,"28","","28",""
280,"1,73","","1,73",""
281,"19,38,46,51,72","1","19,46,51,72",""
282,"28","","28",""
283,"7,35","","7,35",""
284,"35","","35",""
285,"14","","14",""
286,"31,32","","31,32",""
287,"7,33,35","","7,33,35",""
288,"60","","60",""
289,"22,23","","22,23",""
290,"2,3,38,45","1","2,3,45",""
291,"25,65","","25,65",""
292,"38,45","1","45",""
293,"38,51,54","1","38,51,54",""
294,"28,62","","28,62",""
295,"59,63","","59,63",""
296,"40,70","","40,70",""
297,"39,66","","39,66",""
298,"14","","14",""
299,"38,51,54","1","38,51,54",""
300,"59,63","","59,63",""
301,"39,47","","39,47",""
302,"59,63","","59,63",""
303,"40,47","","40,47",""
304,"56,66","","56,66",""
305,"31,33","","31,33","33"
306,"24,34,41","","24,34,41","34"
307,"10,57","","10,57",""
308,"60","","60",""
309,"28","","28",""
310,"60,73","","60,73",""
311,"39","","39",""
312,"7,35","","7,35","35"
313,"46,61,72","","46,61,72",""
314,"7,31","","7,31",""
315,"28,62","","28,62",""
316,"50,64","","50,64",""
317,"18,48,71","","18,48,71",""
318,"36,40,47","","36,40,47",""
319,"2,38,45","1","2,38,45",""
320,"37,56,67","","37,56,67",""
321,"12,28,62","","12,28,62",""
322,"20,39","","20,39",""
323,"22,23","","22,23",""
324,"27,33,48","","27,33,48",""
325,"9,30,58,73","","9,30,58,73",""
326,"36","","36","36"
327,"31,33,64","","31,33,64",""
328,"15,16,57","","15,16,57",""
329,"37,56,67","","37,56,67","37"
330,"13","","13",""
331,"25,65","","25,65",""
332,"38,51,54","1","38,51,54","38"
333,"63","","63",""
334,"4,20,39","","4,20,39",""
335,"39","","39","39"
336,"43,68","","43,68",""
337,"23,36,63","","23,36,63",""
338,"25,65","","25,65",""
339,"36,47,59","","36,47,59",""
340,"5,53","","5,53",""
341,"6,30,58","","6,30,58",""
342,"66,70","","66,70",""
343,"29,49,53","","29,49,53",""
344,"38,45","1","38,45",""
345,"6,19,72","","6,19,72",""
346,"35,37,67","","35,37,67",""
347,"2,38,45","1","2,45",""
348,"36,40,43,70","","36,40,43,70","40"
349,"7,67","","7,67",""
350,"39,66","","39,66",""
351,"11,15,57","","11,15,57",""
352,"15,20,57","","15,20",""
353,"24,41","","24,41","41"
354,"42,44,55","","42,44,55",""
355,"42","","42","42"
356,"1,58,73","","1,58,73",""
357,"18","","18",""
358,"25,44,65","","25,44,65",""
359,"21,60,64","","21,60,64",""
360,"36,40,43,68","","36,40,43,68",""
361,"14,29","","14,29",""
362,"8,22,23","","8,22,23",""
363,"31,32,50","","31,32,50",""
364,"43,68","","43,68",""
365,"39,59","","39,59",""
366,"43,70","","43,70","43"
367,"1,13,61","","1,13,61",""
368,"25,44,55","","25,44,55","44"
369,"17,32,55","","17,32,55",""
370,"35,38,45","1","35,45",""
371,"38,45","1","45","45"
