x,y_original
-1.0,-0.0373634377563741
-0.9959919839679359,0.13018379716421685
-0.9919839679358717,0.14112584732068642
-0.9879759519038076,0.23315535683747923
-0.9839679358717435,-0.13362666231240647
-0.9799599198396793,0.25938316739926465
-0.9759519038076152,-0.39887485952351476
-0.9719438877755511,0.01716943522449313
-0.9679358717434869,0.04664365427823414
-0.9639278557114228,0.2721251372542995
-0.9599198396793587,0.15115663867210785
-0.9559118236472945,-0.1333020244871148
-0.9519038076152304,-0.04799842285013936
-0.9478957915831663,0.18993539457487194
-0.9438877755511023,0.13559476602412313
-0.9398797595190381,0.036801983257727044
-0.935871743486974,0.05768842542836272
-0.9318637274549099,0.2943270471985737
-0.9278557114228457,0.05280316348620445
-0.9238476953907816,0.13998170561261483
-0.9198396793587175,0.5928556753111784
-0.9158316633266533,-0.12458955798288218
-0.9118236472945892,-0.20893267464010654
-0.9078156312625251,0.31945308031870057
-0.9038076152304609,0.0283162676752495
-0.8997995991983968,0.10171764801120972
-0.8957915831663327,0.010464777446720225
-0.8917835671342685,0.11607763583995745
-0.8877755511022044,0.4890976949485988
-0.8837675350701403,0.33117905730604813
-0.8797595190380761,0.3445723331314141
-0.875751503006012,-0.10973245480810154
-0.8717434869739479,-0.05532131592189782
-0.8677354709418837,-0.39149858629486556
-0.8637274549098196,0.01586002523016128
-0.8597194388777555,0.3705072913829466
-0.8557114228456915,0.2839979346467333
-0.8517034068136273,0.1377595616873258
-0.8476953907815632,0.17906743910731338
-0.8436873747494991,0.04722746185626339
-0.8396793587174349,0.22744530923191514
-0.8356713426853708,0.3411701345641139
-0.8316633266533067,-0.13366985291499922
-0.8276553106212425,0.2509622452390192
-0.8236472945891784,0.37905716017743696
-0.8196392785571143,0.11109998051320281
-0.8156312625250501,0.3358224866428233
-0.811623246492986,0.7601881530100583
-0.8076152304609219,0.17797628059754378
-0.8036072144288577,0.27910660147088806
-0.7995991983967936,0.054447007041991596
-0.7955911823647295,0.23993487229032429
-0.7915831663326653,0.2973782689491638
-0.7875751503006012,0.24594490971362
-0.7835671342685371,0.0047031751335446514
-0.779559118236473,0.2515937975042987
-0.7755511022044088,0.5044533497956111
-0.7715430861723447,0.3034476571860727
-0.7675350701402806,0.407838017391455
-0.7635270541082164,0.16977210445839128
-0.7595190380761523,0.36890242023602304
-0.7555110220440882,0.2765378812048163
-0.751503006012024,0.032278289371418495
-0.7474949899799599,0.287955052681575
-0.7434869739478958,0.027716345159246397
-0.7394789579158316,0.10129897468135002
-0.7354709418837675,0.26757468551957164
-0.7314629258517034,0.2910066335788862
-0.7274549098196392,-0.004425080036172868
-0.7234468937875751,0.44609720027859434
-0.719438877755511,0.35159505446679346
-0.7154308617234469,0.09815710583820308
-0.7114228456913828,-0.06648980812031774
-0.7074148296593187,0.21398608127153007
