row,ensembles,super_ensembles,low_confidence_ensembles,seed_of
1,"7,8,9,17","1","5,7,8",""
2,"7,9","1","3,7",""
3,"1,9,17,19","1","1,3,9","1"
4,"2,17","1","2","2"
5,"11,16,17","1","11,16",""
6,"1,9,17,27","1","1,9,27",""
7,"4,8,9,17,93","1","4,8,17",""
8,"11,16,17,23,24","1","11,16,23,24",""
9,"1,9,17","1","3","3"
10,"1,9,17,19,20,21,25,79,93","1","20,21,36",""
11,"11,16,17,23,24","1","11,16,23,24",""
12,"6,7,17","1","5,6,7",""
13,"4,9,17,28,93","1","4,26","4"
14,"6,7,17","1","5,6,7","5"
15,"2,6,16,17","1","2,6,16","6"
16,"9,17","1","5",""
17,"1,9,12,17,21,93","1","3,12,21",""
18,"7,9","1","7","7"
19,"7,8,9,17","1","3,7,8","8"
20,"1,4,9,12,17,93","1","4,12,22",""
21,"1,9,17,27","1","9,27","9"
22,"17,23,24,28","1","10,14,23,24","10"
23,"13,17,28,93","1","10,13,26",""
24,"6,7,13,17","1","5,6,7,13",""
25,"11","","11","11"
26,"11,16,17,23,24","1","11,16,23,24",""
27,"17,28,31,93","1","10,14,31",""
28,"1,9,15,17,19,57,79,93","1","15,22",""
29,"2,6,13,16,17,23,28","1","2,5,6,13,16,23",""
30,"7,8,9,17","1","5,7,8",""
31,"9,17","1","5",""
32,"1,9,17","1","1,3,9,32",""
33,"9","1","3,9",""
34,"8,9,17","1","5,8",""
35,"1,9,17,19,20,25,79","1","20,32,36",""
36,"9,17","1","9",""
37,"13,17,93","1","5,13,17",""
38,"2,17,28,93","1","2,26,28",""
39,"11,16,24","","11,16,24",""
40,"17,24,29,34","1","10,14,24,29,34",""
41,"6,11,17","1","5,6,11",""
42,"1,9,17,19","1","1,3,22",""
43,"6,13,17","1","5,6,13,26",""
44,"2,6,16,17,23,24","1","2,6,16,23,24",""
45,"1,7,8,9,17","1","3,7,8",""
46,"1,9,12,17,21,93","1","12,21",""
47,"1,9,12,15,17,19,21,79,93","1","1,12,15,21",""
48,"11,17","1","10,11,14",""
49,"6,7,8,17","1","6,7,8",""
50,"1,9,17,19,20,25,79","1","1,9,20,32",""
51,"1,4,9,12,17,21,93","1","4,12,21",""
52,"2,6,16,17,23","1","2,6,16,23",""
53,"1,9,17,19,57,79,93","1","19",""
54,"6,7,17","1","5,6,7",""
55,"6,7,17","1","6,7",""
56,"2,6,17","1","2,6,26",""
57,"1,9,12,17,19,21,93","1","12,21","12"
58,"11,16,24","","11,16,24",""
59,"7,8,9,17","1","3,7,8",""
60,"1,9,17,19,25,27,65,79","1","9,25,27,32,65",""
61,"1,9,17,19,27,65","1","1,9,27,32,65",""
62,"13,17,28,93","1","5,10,13,26","13"
63,"1,9,12,15,17,19,79,93","1","1,12,15",""
64,"1,8,9,17","1","3,8,22",""
65,"4,8,9,17,93","1","4,8",""
66,"9,17,28,93","1","17",""
67,"8,9,17","1","3,8",""
68,"6,7,17","1","6,7",""
69,"1,9,12,17","1","3,12",""
70,"11,17","1","11,14","14"
71,"1,9,15,17,19,20,21,25,79,93","1","1,15,20,21",""
72,"1,9,15,17,19,35,57,79,93","1","15,35","15"
73,"11,16,17","1","11,16","16"
74,"13,17,23,24,28,34","1","10,13,23,24,34",""
75,"4,9,17,28,93","1","4,17,26",""
76,"11,16,17,23,24","1","11,16,23,24",""
77,"4,9,17,28,57,93","1","4,17","17"
78,"2,13,17,23,28,93","1","2,13,23,26",""
79,"9,18,79","1","18,83","18"
80,"7,8,9,17","1","3,7,8",""
81,"1,9,17,19,20,25,33,79,93","1","20,25,33,36",""
82,"1,9,17,19,27","1","1,9,27,32",""
83,"4,7,8,9,17","1","3,4,7,8",""
84,"4,8,9,17,93","1","4,8,17,22",""
85,"4,9,17,28,30,79,93","1","4,30",""
86,"1,9,17,19,20,25,79,93","1","20,25,36",""
87,"1,9,17,19,25,57,65,79,93","1","19,65","19"
88,"17,28,93","1","28",""
89,"4,8,9,17,93","1","4,8",""
90,"9,17,19,57,64,79,93","1","22,64",""
91,"1,9,15,17,19,20,21,25,79,93","1","1,15,20,21","20"
92,"13,17,28","1","5,10,13",""
93,"1,9,17,19,20,25,79","1","1,9,20,32",""
94,"9,27","1","9,27,32,83",""
95,"1,9,17,19,21,79,93","1","21","21"
96,"11,17,23,24","1","10,11,14,23,24",""
97,"1,9,12,17,19,21","1","1,3,12,21",""
98,"1,4,9,12,17,21,30,79,93","1","4,12,21,30",""
99,"1,9,17,19,20,21,25,79,93","1","20,21,25,36",""
100,"1,9,17,19,20,79","1","1,20,32",""
101,"1,9,17,19,25,33,57,65,79,93","1","19,25,33,65",""
102,"2,13,17,23,28,34","1","2,10,13,23,34",""
103,"2,13,17,23,28,34","1","2,10,13,23,34",""
104,"13,17,28,31,93","1","13,28,31",""
105,"1,9,17,93","1","22","22"
106,"13,17,28,31,93","1","10,13,31",""
107,"6,11,16,17,23","1","6,11,16,23",""
108,"1,9,12,15,17,19,57,79,93","1","12,15,22",""
109,"1,9,17,27","1","9,27,32",""
110,"4,8,9,17,93","1","4,5,8,17,26",""
111,"2,16,17,23,24,34","1","2,16,23,24,34","23"
112,"11,16,24","","11,16,24","24"
113,"17,28","1","10,14",""
114,"1,9,17,19,20,25,27,79","1","9,20,25,27,32",""
115,"1,9,17,19,25,65,79","1","25,65","25"
116,"9,17,18,19,25,27,65,79","1","18,25,27,32,65",""
117,"1,9,17,27","1","1,9,27,32",""
118,"1,9,15,17,19,35,57,79,93","1","15,22,35",""
119,"17,66","1","14,66",""
120,"9,17,25,27","1","27,32",""
121,"13,17,28,31,93","1","13,26,28,31",""
122,"1,9,17,19,25,27,65,79","1","27,32,65",""
123,"17,24,29,34","1","24,29,34",""
124,"2,6,16,17,23,28","1","2,6,16,23",""
125,"2,17,28,31,93","1","2,26,28,31",""
126,"9,17,19,38,43,57,67,79,93","1","19,38,43,67",""
127,"17,28,29,31,93","1","28,29,31",""
128,"17,28,34,74","1","34,74",""
129,"1,9,17,19,25,33,79,93","1","25,33,36,83",""
130,"9,17,19,25,33,40,57,70,79,87,93","1","33,40,70",""
131,"17,28,46,57,61,66,69,93","1","66,69",""
132,"17,28,31,66","1","10,14,31,66",""
133,"1,9,15,17,19,79,93","1","1,15",""
134,"4,9,12,17,28,30,79,93","1","4,12,30",""
135,"17,47,55,57,61,71,72,79,82,87,93","1","71,72",""
136,"2,17,28,93","1","2,26","26"
137,"9,17,57,93","1","17,22",""
138,"9,27","1","27","27"
139,"17,28,79,93","1","28","28"
140,"1,4,9,12,17,93","1","4,12,17,22",""
141,"1,9,15,17,19,35,57,79,93","1","15,35",""
142,"11,24","","11,24",""
143,"17,29,34","1","14,29,34","29"
144,"9,18,79","1","18,83",""
145,"17,28,31,66","1","10,14,31,66",""
146,"9,17,28,30,79,87,93","1","30","30"
147,"1,9,15,17,19,20,25,35,57,79,93","1","15,19,20,35",""
148,"9,17,28,30,45,57,68,79,93","1","17,30,45,68",""
149,"17,28,31,93","1","28,31","31"
150,"17,28,45,57,68,79,81,87,93","1","45,68,73,81",""
151,"17,29,39,74","1","29,39,74",""
152,"2,17,28,34,93","1","2,28,34",""
153,"1,9,15,17,19,57,64,79,93","1","15,22,64",""
154,"17,28,31,57,61,69,93","1","31,69",""
155,"9,17,19,21,79","1","21,36",""
156,"1,9,17,25,27","1","9,27,32","32"
157,"17,28,30,79,82,87,93","1","30,73",""
158,"9,17,19,25,33,44,57,79,93","1","19,33,44","33"
159,"1,9,15,17,19,20,25,35,79,93","1","15,20,35,36",""
160,"17,28,31,57,93","1","17,31",""
161,"17,28,30,79,93","1","26,28,30",""
162,"17,34","1","34","34"
163,"9,17,19,25,38,51,57,65,67,79,93","1","19,38,51,65,67",""
164,"17,28,93","1","26,28",""
165,"1,9,17,19,35,57,75,79,93","1","35,75","35"
166,"1,9,17,19,20,21,25,79,93","1","20,21,36",""
167,"4,9,12,17,28,30,93","1","4,12,30",""
168,"17,74,77","1","74,77",""
169,"1,9,15,17,19,35,57,64,79,93","1","15,35,64",""
170,"9,17,19,30,57,64,68,71,79,87,93","1","30,64,68,71",""
171,"17,24,34","1","24,34",""
172,"1,9,17,19,21,25,79,93","1","21,36,83","36"
173,"9,17,19,40,57,71,75,79,82,87,93","1","40,71,75",""
174,"9,17,18,37,57,79,86,93","1","18,37,86","37"
175,"2,13,17,28,34,93","1","2,13,26,28,34",""
176,"17,28,29,31,34","1","29,31,34",""
177,"17,28,45,57,79,87,93","1","28,45,73",""
178,"17,28,29,31","1","14,29,31",""
179,"17,47,55,57,61,79,81,93","1","47,81",""
180,"9,17,19,57,79,93","1","22",""
181,"9,17,19,25,33,35,40,57,67,79,93","1","19,33,35,40,67",""
182,"1,9,17,19,25,33,57,65,79,93","1","19,25,33,65",""
183,"17,41,45,46,57,61,69,79,81,93","1","41,45,69,81",""
184,"9,17,28,30,57,64,68,79,81,93","1","17,30,64,68,81",""
185,"9,17,19,57,65,79","1","19,65",""
186,"9,17,19,33,37,44,57,67,70,79,93","1","33,37,44,67,70",""
187,"1,9,15,17,19,20,25,35,57,79,93","1","15,19,20,35",""
188,"17,29,39,42","1","29,39,42",""
189,"13,17,28,31,93","1","10,13,14,31",""
190,"9,17,28,30,57,64,68,79,93","1","17,22,30,64,68",""
191,"9,17,19,38,43,47,57,67,79,93","1","38,43,67",""
192,"9,17,75,79,82,87,93","1","75",""
193,"9,17,19,35,47,57,64,79,93","1","35,64",""
194,"17,28,46,57,61,69,93","1","69",""
195,"9,17,28,57,79,81,93","1","81",""
196,"9,17,19,47,55,57,61,64,71,79,87,93","1","47,64,71",""
197,"17,28,29,39,69,93","1","29,39,69",""
198,"17,45,47,57,61,79,81,93","1","45,81",""
199,"17,45,46,54,57,61,78,79,80,93","1","45,54,78,80",""
200,"9,17,19,33,40,57,70,75,79,87,93","1","33,40,70,75",""
201,"17,46,54,61,74,76,90,93","1","54,74,76,90",""
202,"9,17,19,38,43,47,52,55,57,67,79,93","1","38,43,52,67",""
203,"9,17,19,35,40,57,71,75,79,82,87,93","1","35,40,71,75",""
204,"9,17,47,55,57,61,71,79,87,93","1","71",""
205,"9,17,19,38,43,47,55,57,67,79,93","1","38,43,67","38"
206,"9,17,28,57,64,68,79,81,93","1","64,68,81",""
207,"17,57,58,61,66,69,93","1","58,66,69",""
208,"9,17,19,40,55,57,67,70,79,87,93","1","40,67,70",""
209,"9,17,19,38,43,47,52,55,57,79,93","1","38,43,47,52",""
210,"17,42,50,61","1","42,50",""
211,"17,19,47,52,55,57,61,79,93","1","47,52",""
212,"9,17,47,55,57,61,71,79,82,87,93","1","47,71",""
213,"9,17,19,38,57,79,93","1","19,38",""
214,"17,45,57,61,66,79,81,93","1","45,66,81",""
215,"9,17,19,47,55,57,61,64,79,93","1","47,64",""
216,"17,47,53,55,57,58,61,79,93","1","53,58",""
217,"17,29,39,42,74,93","1","29,39,42,74",""
218,"17,29,39,42,50,57,66","1","29,39,42,50,66","39"
219,"9,17,19,40,57,79,82,87,93","1","40","40"
220,"17,41,46,54,57,61,66,69,93","1","41,54,66,69",""
221,"9,17,18,19,25,51,57,65,79,93","1","18,19,51,65",""
222,"17,47,49,52,55,56,57,61,79,93","1","49,52,55,56,57",""
223,"1,9,15,17,19,20,25,33,35,57,79,93","1","15,19,20,33,35,36",""
224,"17,41,46,55,57,58,61,93","1","41,58,61","41"
225,"9,17,19,40,57,71,72,75,79,82,87,93","1","40,71,72,75,82",""
226,"17,39,42,50,57,61","1","39,42,50",""
227,"17,41,45,46,54,57,61,69,79,93","1","41,45,54,69",""
228,"9,17,18,19,37,44,51,57,67,70,79,93","1","18,37,44,51,67,70",""
229,"17,39,41,46,54,57,61,69,93","1","39,41,54,69",""
230,"17,19,47,52,55,57,61,79,93","1","47,52",""
231,"9,17,19,38,43,47,55,57,79,93","1","38,43",""
232,"17,47,52,53,55,57,61,79,93","1","47,52,53,55",""
233,"9,17,19,38,43,48,57,79","1","38,43,48",""
234,"9,17,19,38,48,49,51,55,57,67,79,93","1","38,48,49,51,67",""
235,"17,39,42,50,57,59,61","1","39,42,50,59",""
236,"42","1","42","42"
237,"9,17,19,37,44,57,70,79,93","1","37,44,70",""
238,"9,17,19,38,47,55,57,79,93","1","38,47",""
239,"9,17,19,37,48,49,51,55,57,60,79,93","1","37,48,49,51,60",""
240,"9,17,18,19,37,44,51,57,65,79,93","1","18,37,44,51,65",""
241,"17,41,46,55,57,61,79,80,93","1","41,46,61,80",""
242,"17,41,57,58,61,66,93","1","41,58,66",""
243,"9,17,19,38,57,79","1","19,38",""
244,"9,17,19,38,43,47,55,57,79,93","1","38,43",""
245,"17,47,53,55,57,61,79,81,93","1","47,53,81",""
246,"17,39,41,46,50,57,61,66,69,93","1","39,41,50,66,69",""
247,"17,46,50,57,61,90,93","1","50,90",""
248,"9,17,19,43,55,57,79,93","1","43","43"
249,"9,17,19,51,55,57,67,79,93","1","51,67",""
250,"9,17,18,19,25,44,79,93","1","18,44,83","44"
251,"17,47,53,55,57,61,79,81,93","1","47,53,81",""
252,"17,49,55,57,60,61,79","1","49,55,60",""
253,"17,28,45,46,57,61,79,87,93","1","45,73","45"
254,"17,41,46,54,57,61,69,93","1","41,46,54,69",""
255,"17,47,53,55,57,58,61,79,93","1","47,53,58",""
256,"17,39,46,50,57,61,69,93","1","39,50,69",""
257,"17,42,50,61","1","42,50",""
258,"9,17,19,48,51,57,79","1","48,51",""
259,"17,55,57,58,61,62","1","57,58,62",""
260,"17,42,50,57,59,61","1","42,50,59",""
261,"17,55,57,58,61","1","58",""
262,"17,57,60,79,86","1","60,86",""
263,"17,43,52,55,56,57,79,93","1","43,52,56",""
264,"17,46,47,53,55,57,61,79,87,93","1","47,53",""
265,"17,46,55,57,61,79,93","1","46,61","46"
266,"17,19,47,53,55,57,61,79,93","1","47,53","47"
267,"17,29,39,42","1","29,39,42",""
268,"17,57,61,66,69,93","1","66,69",""
269,"17,42,50,57,59,61","1","42,50,59",""
270,"17,55,56,57,58,61","1","56,58",""
271,"48,55,57,63","1","48,63","48"
272,"9,17,18,19,48,51,57,79","1","18,48,51",""
273,"17,48,49,55,57,60,63,79","1","48,49,55,60,63","49"
274,"17,47,53,55,57,61,79,93","1","47,53",""
275,"9,17,19,37,51,57,67,70,79,93","1","37,51,67,70",""
276,"17,42,50,57,59,61","1","42,50,59","50"
277,"9,17,19,48,51,57,79","1","48,51","51"
278,"17,43,47,49,52,55,57,61,79,93","1","43,49,52","52"
279,"17,48,49,55,57,60,63","1","48,49,55,60,63",""
280,"17,41,46,47,53,55,57,61,79,93","1","41,53,61",""
281,"17,47,53,55,57,58,61,79,93","1","53,57,58","53"
282,"17,41,53,55,57,58,61,93","1","41,53,58,61",""
283,"17,46,54,57,61,76,78,93","1","46,54,76,78","54"
284,"17,55,57,60,61,62","1","55,60,62","55"
285,"17,43,52,55,56,57,61,79","1","43,52,56,57",""
286,"17,55,56,57,63","1","56,63","56"
287,"17,55,56,57,61","1","56,57",""
288,"17,55,56,57,61,62,63","1","55,56,57,62,63",""
289,"17,41,46,55,57,59,61,93","1","41,46,59,61",""
290,"17,52,55,56,57,58,61,79","1","52,56,57,58",""
291,"17,49,52,55,56,57,63,79","1","49,52,55,56,57,63",""
292,"17,47,52,53,55,57,61,62,79,93","1","52,53,55,57,62",""
293,"66","1","14,66",""
294,"9,17,19,38,43,48,52,55,57,79,93","1","38,43,48,52",""
295,"9,17,19,48,51,55,57,60,79","1","48,51,60",""
296,"17,19,47,49,52,55,57,79,93","1","49,52",""
297,"17,47,53,55,57,61,79,81,93","1","47,53,81",""
298,"17,41,46,55,57,59,61,93","1","41,59,61",""
299,"17,48,49,55,57,60,63,79","1","48,49,60,63",""
300,"17,48,49,51,55,57,60,63,79","1","48,49,51,60,63",""
301,"9,17,19,38,43,47,49,52,55,57,79,93","1","38,43,49,52",""
302,"17,48,49,55,56,57,60,63","1","48,49,56,60,63",""
303,"9,17,19,38,43,48,51,57,79","1","38,43,48,51",""
304,"17,48,49,55,57,60,63,79","1","48,49,60,63",""
305,"17,42,57,59,61","1","42,59",""
306,"17,42,57,59,61","1","42,59",""
307,"17,39,42,50,57,61,66","1","39,42,50,66",""
308,"17,55,56,57,61,62","1","55,56,57,62","57"
309,"17,55,57,58,61","1","58","58"
310,"17,41,46,50,57,59,61,66,93","1","41,50,59,66",""
311,"17,53,55,57,61,62,93","1","53,55,61,62",""
312,"55,57,61,62","1","55,61,62",""
313,"17,49,55,56,57,63","1","49,55,56,57,63",""
314,"17,53,55,57,58,61,93","1","53,57,58",""
315,"17,49,52,55,56,57,60,61,62,63,79","1","49,52,55,56,57,60,62,63",""
316,"17,55,56,57,61,62,63","1","55,56,57,62,63",""
317,"17,57,59,61","1","59,61","59"
318,"55,57,61,62","1","61,62",""
319,"17,57,58,59,61","1","58,59",""
320,"17,55,57,58,59,61,62","1","57,58,59,61,62",""
321,"17,57,59,61","1","59",""
322,"55,57,60,63","1","60,63","60"
323,"17,43,55,56,57","1","43,56",""
324,"17,55,57,58,59,61,62","1","57,58,59,61,62",""
325,"17,46,55,57,61,62","1","61,62","61"
326,"55,57,61,62","1","62","62"
327,"17,46,50,57,59,61","1","50,59,61",""
328,"17,41,46,47,53,55,57,61,62,79,93","1","41,53,55,61,62",""
329,"17,55,56,57,61","1","56",""
330,"55,61,62,63","1","62,63",""
331,"55,63","1","63","63"
332,"17,42,50,57,59,61","1","42,50,59",""
333,"1,9,17,19,25,33,57,65,79,93","1","19,25,33,65",""
334,"9,17,19,47,55,57,64,79,93","1","64","64"
335,"9,17,19,47,55,57,64,79,93","1","64",""
336,"9,12,17,19,30,35,57,79,93","1","12,30,35",""
337,"9,17,18,19,25,27,65,79","1","18,27,65","65"
338,"1,9,12,17,21,30,79,93","1","12,21,30",""
339,"17,28,29,39,46,61,69,93","1","29,39,69",""
340,"9,17,19,35,57,64,79,93","1","35,64",""
341,"17,57,61,66","1","14,66","66"
342,"9,17,19,51,55,57,67,79,93","1","51,67","67"
343,"9,17,28,30,45,57,68,79,87,93","1","30,45,68,73","68"
344,"17,28,45,57,68,79,93","1","45,68",""
345,"9,17,57,75,79,82,87,93","1","75,82",""
346,"17,29,39","1","14,29,39",""
347,"17,28,29,39,46,69,74,76,93","1","29,39,69,74,76",""
348,"9,17,57,71,75,79,82,87,93","1","71,73,75,82",""
349,"9,17,18,19,25,44,79","1","18,25,36,44,83",""
350,"17,45,46,57,61,79,81,93","1","45,81",""
351,"17,28,57,79,82,87,93","1","73,82,93",""
352,"9,17,28,57,79,93","1","17,22",""
353,"9,17,19,40,57,70,72,79,82,87,93","1","40,70,72,79",""
354,"9,17,19,47,55,57,64,68,71,79,87,93","1","64,68,71",""
355,"9,17,19,25,33,44,57,67,70,79,93","1","33,44,67,70",""
356,"9,17,47,55,57,61,68,71,79,82,87,93","1","68,71",""
357,"17,28,30,45,57,68,79,93","1","28,30,45,68",""
358,"17,28,39,46,57,61,66,69,93","1","39,66,69","69"
359,"9,17,19,33,35,40,57,75,79,87,93","1","33,35,40,75",""
360,"9,17,19,25,79","1","25,36,83",""
361,"1,9,17,19,25,33,44,79,93","1","25,33,36,44,83",""
362,"9,17,47,55,57,61,68,71,79,81,87,93","1","68,71,81",""
363,"9,17,28,30,57,64,68,79,87,93","1","30,64,68",""
364,"9,17,19,37,55,57,67,70,79,93","1","37,67,70",""
365,"9,17,19,37,44,57,70,79,87,93","1","37,44,70","70"
366,"17,46,54,61,74,76,90,93","1","54,74,76,90",""
367,"17,28,45,46,57,61,78,79,87,93","1","45,78",""
368,"9,17,19,40,57,71,75,79,82,87,93","1","40,71,75",""
369,"9,17,28,57,64,68,79,81,93","1","17,22,64,68,81",""
370,"17,46,74,76,93","1","74,76",""
371,"9,17,19,47,55,57,71,79,82,87,93","1","71","71"
372,"9,17,19,40,47,55,57,71,79,82,87,93","1","40,71",""
373,"17,57,72,79,82,87,93","1","72,79","72"
374,"9,17,18,19,25,44,79,93","1","18,25,44,83",""
375,"17,28,45,46,57,61,68,79,81,87,93","1","45,68,81",""
376,"9,79,87,88","1","83,88",""
377,"9,17,19,35,57,75,79,82,87,93","1","35,75",""
378,"17,28,57,79,82,87,93","1","73","73"
379,"17,74,77","1","74,77","74"
380,"17,28,45,57,79,87,93","1","45,73",""
