vector_index,x,y_original,cluster_id,max_posterior,posterior_component_1,posterior_component_2,posterior_component_3
1,0.0153080431202669,-0.8053553103744969,1,1.0,1.0,3.47163952890208e-128,1.9555618186122183e-144
2,0.0214682540482089,-0.7686974507517356,1,1.0,1.0,5.55209416735834e-114,1.1880657422218548e-134
3,0.0099737982427108,-0.786791548604514,1,1.0,1.0,1.3428755012309915e-124,6.940033262250621e-136
4,-0.0388499538192354,-0.8059495604560734,1,1.0,1.0,5.170621753925726e-152,1.3659658153993495e-120
5,-0.0031084486505551,-0.7436452567706436,1,1.0,1.0,1.3512678738595082e-116,1.2330070739711197e-116
6,-0.0231141514983383,-0.755943358825094,1,1.0,1.0,1.4534991331685807e-128,4.292807110743856e-112
7,-0.0040521154583614,-0.7733295115292823,1,1.0,1.0,2.5832401884232013e-126,1.4625787669981974e-125
8,0.0196000847226778,-0.7515171808699271,1,1.0,1.0,1.330451822314616e-109,2.847366712805433e-128
9,0.0061030167174994,-0.7692861898920794,1,1.0,1.0,9.745627044575956e-121,1.6150118583623894e-128
10,0.0229618173279486,-0.7397806556624456,1,1.0,1.0,9.79930476473717e-105,7.996815826843893e-126
11,0.0068350784142707,-0.7993367228208308,1,1.0,1.0,5.197755435305768e-130,9.696683732847844e-139
12,-0.025966518793378,-0.7670626933405585,1,1.0,1.0,2.3280366463340145e-133,2.9528817808695236e-114
13,-0.0504169401314546,-0.7222329869324425,1,1.0,1.0,3.7374748320333564e-128,6.7414481854076e-91
14,0.0029761752335918,-0.7419628077340754,1,1.0,1.0,1.3104328274541048e-113,1.4130060868648544e-118
15,-0.0042785293270233,-0.7279703662234374,1,1.0,1.0,2.7761131442246643e-112,2.1644511093580957e-111
16,-0.0195389147876376,-0.754208440515036,1,1.0,1.0,1.4563715363535298e-126,4.481288037661362e-113
17,-0.0340125449930275,-0.6854669025102004,1,1.0,1.0,1.1943221265648555e-110,1.4213511618384093e-87
18,-0.0146948642694541,-0.6937651647014041,1,1.0,1.0,4.409890274938221e-106,2.39780800709013e-97
19,-0.0038898296972955,-0.7167409770947794,1,1.0,1.0,9.164535291538573e-109,3.443489483816487e-108
20,0.0133175564741278,-0.7159727050160544,1,1.0,1.0,9.114233735479808e-102,1.2351487733272816e-114
21,0.0037726216313596,-0.6824382158019092,1,1.0,1.0,5.914748222050751e-96,4.1549296773337974e-101
22,0.0321613449434545,-0.6585324091784397,1,1.0,1.0,5.618233617238783e-79,2.5257231900379634e-104
23,-0.0207120811209078,-0.6742581282171063,1,1.0,1.0,1.3909527977584328e-102,1.1399230324324269e-89
24,0.0176211778411486,-0.6450487951369165,1,1.0,1.0,7.034567353860292e-81,1.7620286479611894e-95
25,0.0009459748625745,-0.702083390217602,1,1.0,1.0,1.337426089167804e-102,9.693909221350557e-106
26,0.0138933824823716,-0.6951756153978547,1,1.0,1.0,1.1691615539754326e-95,1.3877175619341769e-108
27,-0.0087302972653108,-0.6977182163004609,1,1.0,1.0,5.2003825046082725e-105,9.146648864908348e-101
28,0.0214336074778117,-0.6602556960979196,1,1.0,1.0,2.0733411572167945e-83,4.193574669907267e-101
29,0.0059044951669048,-0.6607303532463369,1,1.0,1.0,3.1850024421598475e-89,9.576579783116196e-96
30,-0.0135888996983549,-0.6624329618633792,1,1.0,1.0,1.1182481711665363e-96,3.879005655039178e-89
31,-0.0002404805782637,-0.6383602819829886,1,1.0,1.0,1.878184836705123e-85,1.7841300726907623e-87
