row,ensembles,super_ensembles,low_confidence_ensembles,seed_of
1,"8,13,14,50,64,69","1","8",""
2,"14,50,64,69","1","1,63","1"
3,"13,14,50,64,65,69","1","9,24,65",""
4,"8,13,14,17,50,64,69","1","10,17,47,70",""
5,"6,8,13,14,19,48,50,64","1","6,19,48",""
6,"6,8,13,14,19,48,50,64","1","6,19,48",""
7,"8,13,16,35,38,50,57","1","2,16,28,38,57","2"
8,"14,50,64,69","1","3","3"
9,"8,13,14,17,41,50,64,69","1","17,41",""
10,"13,14,50,64,69","1","9,24",""
11,"8,13,21,44,50","1","21,44",""
12,"14,64,69","1","23,67,69",""
13,"14,50,64,69","1","3,22",""
14,"8,11,13,14,50,64","1","11,50",""
15,"8,13,14,48,50,52,64","1","12,48,52",""
16,"8,13,14,19,48,50,52,64","1","12,19,48,50,52",""
17,"4,8,13,14,50,64,69","1","4","4"
18,"7,8,13,14,36,50,64,68,69","1","7,36",""
19,"8,13,14,50,64,69,73","1","73",""
20,"8,13,14,50,59,64,69,72","1","13,59,72",""
21,"8,13,14,50,64,69","1","47,70",""
22,"8,13,29,50","1","29",""
23,"4,8,13,14,25,27,50,64,69,72","1","4,25,27,72",""
24,"8,13,14,50,64,69,74","1","8,74",""
25,"8,13,14,50,64,69,71","1","42,45,71",""
26,"14,50,64,69","1","5","5"
27,"8,13,14,19,50,64","1","19,50",""
28,"7,8,13,14,36,50,64,68,69","1","7,36",""
29,"8,13,14,41,50,58,64,69","1","41,58",""
30,"8,13,35,50,56,60","1","2,35,56,60",""
31,"8,13,14,17,32,37,50,64,69","1","17,32,37",""
32,"8,13,14,19,48,50,64","1","19,48,50",""
33,"8,13,44,50,61","1","44,61",""
34,"14,50,64,69","1","1,63",""
35,"14,64,69","1","23,69",""
36,"14,50,64,69","1","14",""
37,"8,13,14,27,50,59,64,69,72","1","27,59,72",""
38,"8,13,50,57","1","28,57",""
39,"8,13,14,33,50,64,69","1","20,33,39,49",""
40,"8,13,14,50,64,69,71","1","42,45,71",""
41,"6,8,13,19,50","1","6,19","6"
42,"7,8,13,14,50,64,68,69","1","7","7"
43,"8,13,16,35,38,50,56","1","2,16,28,38,56",""
44,"14,50,64,69","1","31,63,66",""
45,"8,13,14,25,50,64,69,72","1","25,43,72",""
46,"8,13,14,33,50,64,69","1","33,49",""
47,"4,8,13,14,25,27,50,64,69","1","4,25,27",""
48,"8,13,14,50,55,64,68,69","1","55,68",""
49,"8,13,14,40,50,55,58,64,68,69","1","40,55,58,68",""
50,"8,13,14,19,50,64","1","19,50",""
51,"14,64,69","1","23,69",""
52,"14,50,64,65,69","1","64,65",""
53,"14,50,64,69","1","1,63",""
54,"14,50,64,69","1","15,34",""
55,"8,13,14,17,37,50,64,69","1","10,17,37",""
56,"14,50,64,69","1","1,63",""
57,"8,13,50,51,57,62","1","51,57,62",""
58,"13,52","1","12,52",""
59,"8,13,16,35,50,56,60","1","2,16,35,56,60",""
60,"4,8,13,14,50,64,69,74","1","4,74",""
61,"8,13,14,26,30,50,64,69","1","26,30,42",""
62,"8,13,14,25,50,64,69,72","1","25,43,72",""
63,"14,50,64,69","1","3,14",""
64,"8,13,14,50,64,69","1","8","8"
65,"8,13,14,25,50,64,69,72","1","25,43,72",""
66,"8,13,14,36,50,64,68,69","1","36,68",""
67,"8,13,19","1","19",""
68,"14,50,64,69","1","14",""
69,"8,13,35,50,57,60,62","1","2,57,60,62",""
70,"14,64,69","1","23,67,69",""
71,"14,50,64,69","1","64",""
72,"8,13,14,50,64","1","12,50",""
73,"8,13,21,35,44,50","1","21,44",""
74,"14,50,64,69","1","3,14",""
75,"8,13,14,33,50,53,64,69","1","33,53",""
76,"14,50,64,69","1","9,64",""
77,"14,50,64,69","1","5,64",""
78,"8,13,44,46,50,61","1","44,46,61",""
79,"8,13,14,50,64,69,74","1","8,74",""
80,"6,8,13,29,46,50","1","6,29,46",""
81,"14,50,64,69","1","15,22",""
82,"8,13,14,32,41,50,64,69","1","32,41",""
83,"4,8,13,14,26,30,50,64,69","1","4,26,30",""
84,"8,13,50,61","1","61",""
85,"8,13,14,27,50,59,64,69","1","27,59",""
86,"8,13,14,50,59,64,69","1","8,59",""
87,"13,14,50,64,65,69","1","9,24,64,65",""
88,"8,13,14,18,50,64,69","1","18,47,70",""
89,"14,50,64,69","1","34,66",""
90,"7,8,13,14,50,64,69,73","1","7,73",""
91,"6,8,13,46,50","1","6,46",""
92,"13,14,50,64,69","1","9","9"
93,"14,50,64,69","1","64",""
94,"8,13,14,36,50,58,64,68,69","1","36,58",""
95,"14,50,64,69","1","5",""
96,"8,13,14,50,55,64,68,69","1","55",""
97,"13,14,69","1","10","10"
98,"8,13,14,50,54,64,69,71","1","42,45,54,71",""
99,"8,13,21,35,44,50,56","1","21,35,44,56",""
100,"8,13,50,57","1","28,57",""
101,"8,13,21,35,44,50,60","1","21,35,44,60",""
102,"8,13,14,18,32,37,50,64,69","1","18,32,37,70",""
103,"4,8,13,14,50,64,69","1","4",""
104,"7,8,13,14,50,64,69","1","7",""
105,"14,50,64,69","1","15,34",""
106,"8,11,13,14,50,64","1","11,13","11"
107,"8,13,14,50,54,64,69,71","1","54,71",""
108,"14,50,64,69","1","64",""
109,"13","1","12","12"
110,"8,13,50,51,60,62","1","51,60,62",""
111,"8,13,14,50,64","1","12,13","13"
112,"8,13,14,29,48,50,52","1","29,48,52",""
113,"14,64,69","1","1",""
114,"14,50,64,69","1","14","14"
115,"8,13,14,32,37,50,64,69","1","32,37",""
116,"14,50,64,69","1","15,22,34",""
117,"14,50,64,69","1","5,14",""
118,"8,13,14,19,50,64","1","19,50",""
119,"14,50,64,69","1","15","15"
120,"8,13,14,40,50,55,64,68,69","1","40,55,68",""
121,"14,50,64,65,69","1","65",""
122,"14,50,64,69","1","15,34",""
123,"8,13,14,27,50,64,69","1","8,27",""
124,"6,8,13,46,50,61","1","6,46,61",""
125,"8,11,13,14,50,64","1","11,50",""
126,"8,13,14,50,54,64,69,71","1","54,71",""
127,"14,50,64,69","1","5,14",""
128,"14,50,64,69","1","15,22",""
129,"8,13,35,50,56","1","56",""
130,"7,8,13,14,36,50,64,68,69","1","7,36",""
131,"8,13,14,50,54,64,69,71","1","42,54,71",""
132,"8,13,14,50,64","1","43",""
133,"8,13,29,50,51","1","29,51",""
134,"8,13,14,27,50,64,69,74","1","8,27,74",""
135,"14,64,69","1","23,67",""
136,"8,13,14,50,59,64,69","1","13,59",""
137,"8,13,14,50,64,69","1","45",""
138,"8,13,14,50,64,69","1","9,24",""
139,"8,13,14,50,64,69,74","1","8,74",""
140,"14,64,69","1","67,69",""
141,"14,50,64,69","1","1",""
142,"8,11,13,14,50,59,64","1","11,13,43,59",""
143,"8,13,14,50,55,64,68,69","1","55",""
144,"4,8,13,14,25,27,50,64,69","1","4,25,27",""
145,"4,8,13,14,25,50,64,69,72","1","4,25,72",""
146,"8,13,16,38,50","1","16,28,38","16"
147,"8,13,14,17,32,41,50,64,69","1","17,32,41",""
148,"8,13,14,64,69,71","1","45,71",""
149,"8,13,16,35,38,50,57","1","2,16,28,35,38,57",""
150,"4,8,13,14,25,50,64,69,72","1","4,25,72",""
151,"14,50,64,69","1","31,63",""
152,"8,11,13,14,50,64","1","11,13,43",""
153,"6,8,13,29,48,50,52","1","6,29,48,52",""
154,"8,13,14,50,64,69,73","1","45,73",""
155,"14,64,69","1","23,69",""
156,"8,13,14,50,64","1","43",""
157,"8,13,14,18,32,50,64,69","1","18,32,39",""
158,"14,50,64,69","1","64",""
159,"8,13,14,50,64","1","43",""
160,"8,13,14,50,53,64,69","1","24,53",""
