vector_index,x,y_original,cluster_id,max_posterior,posterior_component_1,posterior_component_2,posterior_component_3
1,-0.0542795784389777,-0.6766943084158944,2,0.9999995436328908,4.256471180921874e-07,0.9999995436328908,3.071999116301709e-08
2,-0.0244399570442922,-0.6884316602813612,2,0.9999998975025453,5.094792130570596e-08,0.9999998975025453,5.154953349389958e-08
3,-0.0477904848836114,-0.728084226523202,2,0.9999999603534355,3.462266919705199e-08,0.9999999603534355,5.023895277027281e-09
4,0.0088334437556895,-0.7794796780435946,2,0.9999999944689897,9.194580878030732e-11,0.9999999944689897,5.439064481259921e-09
5,0.095774282516953,-0.7788060295464254,2,0.9999997465736031,4.5144814795063863e-13,0.9999997465736031,2.534259453899989e-07
6,-0.0616833725712963,-0.7146535939685149,2,0.9999998554202065,1.391414689276301e-07,0.9999998554202065,5.438324501596743e-09
7,0.0800656398214731,-0.8022427396694136,2,0.9999999472280714,2.856341920361746e-13,0.9999999472280714,5.2771643029767537e-08
8,-0.062533765787751,-0.9166622661780032,2,0.9999999999891926,1.019984109317568e-11,0.9999999999891926,6.075413297225155e-13
9,-0.0678101769997507,-0.7218517968838845,2,0.9999998480989368,1.4857782025034395e-07,0.9999998480989368,3.3232428701881443e-09
10,0.065487569467457,-0.846849126758434,2,0.9999999951284149,4.7958164278082974e-14,0.9999999951284149,4.871537157829951e-09
11,0.0737549102406093,-0.8284864497703823,2,0.9999999852603845,8.595420608935897e-14,0.9999999852603845,1.4739529534278405e-08
12,0.0681127949410123,-0.7466487508270037,2,0.9999997782101528,1.5187294068681226e-11,0.9999997782101528,2.2177465989782196e-07
13,-0.1052637926574513,-0.7494281720224594,2,0.9999995069929041,4.926979857114948e-07,0.9999995069929041,3.0911022081343404e-10
14,-0.037276078245764,-0.8499357454749474,2,0.9999999999068057,5.171984798913254e-11,0.9999999999068057,4.147448645865218e-11
15,0.0658390873602657,-0.718881886990561,2,0.9999994805851775,8.002706463312211e-11,0.9999994805851775,5.193347954786986e-07
16,0.0033233472451115,-0.6499815544038434,2,0.9999994225355573,6.333234109406507e-08,0.9999994225355573,5.141321015930872e-07
17,-0.0858954276957971,-0.812691568045505,2,0.9999999903865635,9.579415986417249e-09,0.9999999903865635,3.402050766786166e-11
18,0.0366654351300353,-0.6157770911078569,2,0.9999951791319003,5.843404860323271e-08,0.9999951791319003,4.762434051094478e-06
19,-0.0571845807193176,-0.8375409387376683,2,0.9999999995687702,3.9885679056456806e-10,0.9999999995687702,3.237304063638555e-11
20,0.1435619878713769,-0.5384928563291116,2,0.9984524350453177,3.217285835889167e-08,0.9984524350453177,0.0015475327818239846
21,0.1235873169934606,-0.7359311374689818,2,0.9999962145483453,1.2408756343870245e-12,0.9999962145483453,3.7854504137878597e-06
22,0.0483277941084453,-0.6865324584356669,2,0.9999992404087659,1.1189692029555784e-09,0.9999992404087659,7.584722649493018e-07
23,0.1088805363815818,-0.844696019132187,2,0.999999953724235,2.9874986891706946e-15,0.999999953724235,4.62757620942499e-08
24,0.0051833080098704,-0.6934557338023931,2,0.9999998719006694,8.035303509035388e-09,0.9999998719006694,1.200640271198544e-07
25,0.0612349995500012,-0.6653577894189083,2,0.999997532167847,1.6843419095404077e-09,0.999997532167847,2.466147811100972e-06
26,0.1182176236241659,-0.6856808471158384,2,0.999986454760045,3.234046900087508e-11,0.999986454760045,1.354520761459479e-05
27,0.019639894543545,-0.7189858801035839,2,0.9999999170301245,1.052349860979831e-09,0.9999999170301245,8.191752565293337e-08
28,-0.0204149737211426,-0.7448160705731344,2,0.9999999900371296,3.135441137628982e-09,0.9999999900371296,6.827429271087731e-09
29,-0.1363697566541692,-0.5738002946794394,2,0.9992202376063466,0.0007795597035631526,0.9992202376063466,2.026900902447692e-07
30,-0.0066506820577195,-0.6569293685941034,2,0.9999996318256343,7.762007343092991e-08,0.9999996318256343,2.905542921667506e-07
31,0.0658738547649849,-0.5312852644241127,2,0.9998679644462599,7.198505893271782e-07,0.9998679644462599,0.00013131570315077018
