row,ensembles,super_ensembles,low_confidence_ensembles,seed_of
1,"22,26,64","1","22,64",""
2,"20,26","1","1,30","1"
3,"2,26,40","1","2,17",""
4,"20","1","25,46,52",""
5,"","","49,61",""
6,"14,20,26,64","1","7,14,37",""
7,"14,20,26,64","1","14,18",""
8,"4,20,34","1","4,34",""
9,"26,64","1","5,30,58",""
10,"20,26","1","11",""
11,"20,26,44","1","20,29,39",""
12,"23,43","","3,23,43",""
13,"26,40,64","1","5,11,35",""
14,"26,64","1","6,55",""
15,"20,26,44","1","20,29",""
16,"40,64","1","40,64",""
17,"2,26,40","1","2,40","2"
18,"20,26","1","53,56,63",""
19,"20,26","1","25,52",""
20,"20,26,44","1","29,32",""
21,"20,44","1","32,44",""
22,"26,28,64","1","7,18,28",""
23,"20,44","1","33,39,68",""
24,"20","1","41",""
25,"20,34","1","34,47",""
26,"20","1","33,68",""
27,"26,64","1","8,64",""
28,"34","","34,47,49,61",""
29,"16,26","1","3,16","3"
30,"20,26,64","1","6,55",""
31,"26,40","1","17",""
32,"14,20,26,64","1","7,14,58",""
33,"20","1","68",""
34,"20","1","41,67",""
35,"14,20,26,64","1","14,27,37",""
36,"4,20","1","4","4"
37,"2,26,40,64","1","2,26,40,51",""
38,"26,64","1","6,15",""
39,"26,28,40,64","1","5,10,18,28",""
40,"2,26,40,64","1","2,26,40,51",""
41,"26,40","1","17",""
42,"20,44","1","29,32,44",""
43,"26,64","1","5",""
44,"20,26,44","1","20",""
45,"22,26,64","1","8,22",""
46,"20,26,64","1","37",""
47,"20,26","1","13,59",""
48,"26","1","19,31,48",""
49,"20,26","1","13,50",""
50,"20,26","1","27,54,59",""
51,"9,20,26","1","9,12,56",""
52,"20,26","1","12,13",""
53,"20,44","1","29,44",""
54,"26,64","1","5,11","5"
55,"26,64","1","6,55","6"
56,"20,26,64","1","7,18,58",""
57,"20,26","1","46,59",""
58,"26,64","1","7","7"
59,"26,64,65","1","21,24,65",""
60,"20,44","1","29,39",""
61,"20,26","1","1",""
62,"","","49,61",""
63,"","","60",""
64,"26,64","1","6,24",""
65,"20,44","1","20,33,39,57",""
66,"9,20,26","1","9,12,56",""
67,"20","1","50",""
68,"20,44","1","20,33,39,57,68",""
69,"20,26","1","45,53",""
70,"20,34","1","34,41",""
71,"2,26,40","1","2,26,40",""
72,"4,20","1","4,41",""
73,"26,64","1","8,24,64","8"
74,"20,26","1","1,54,58",""
75,"9,20,26","1","9","9"
76,"26,64","1","6",""
77,"2,26,40","1","2,17",""
78,"4,20","1","4,41",""
79,"26,64","1","15",""
80,"20,44","1","20,57",""
81,"20,26","1","13,54,59",""
82,"26,28,40,64","1","28,35",""
83,"26,64","1","10","10"
84,"26,40","1","11,30","11"
85,"26,40","1","11",""
86,"9,20,26","1","9,12,56","12"
87,"20,26","1","13,54","13"
88,"","","60",""
89,"20","1","47,60,67",""
90,"26","1","19,31",""
91,"20,26","1","1,30,63",""
92,"4,20","1","4",""
93,"26","1","19,31",""
94,"14,20,26,64","1","7,14,58","14"
95,"26","1","19,31,45,48",""
96,"26,64","1","6",""
97,"26,64,65,66","1","65,66",""
98,"26","1","31,45",""
99,"20,26","1","13,59",""
100,"20,26","1","46,52",""
101,"20,26","1","38,59",""
102,"26","1","19,31,48",""
103,"26,36,40,64","1","35,36,40",""
