vector_index,x,y_original,cluster_id,max_posterior,posterior_component_1,posterior_component_2,posterior_component_3
1,0.0,1.0439653646354488,1,0.9975654860023055,0.9975654860023055,7.672798519816456e-27,0.0024345139976944623
2,0.002004008016032,1.0060049863489915,1,0.997696393980698,0.997696393980698,1.1979424186961588e-26,0.0023036060193019677
3,0.0040080160320641,0.9609371102460748,1,0.9974419093586504,0.9974419093586504,2.334619429798235e-26,0.0025580906413496156
4,0.0060120240480961,0.987786868023689,1,0.9975560814134722,0.9975560814134722,2.389046818831834e-26,0.002443918586527861
5,0.0080160320641282,1.0342740671673405,1,0.9975336988609326,0.9975336988609326,2.2815142387574394e-26,0.0024663011390673667
6,0.0100200400801603,1.1182517334616913,1,0.9963787253047002,0.9963787253047002,2.5751861923293296e-26,0.003621274695299871
7,0.0120240480961923,0.9975191649410456,1,0.9974072058872387,0.9974072058872387,5.0698733146785036e-26,0.002592794112761286
8,0.0140280561122244,1.072811325767305,1,0.9972081268942328,0.9972081268942328,4.3079639582353716e-26,0.0027918731057671622
9,0.0160320641282565,1.0135575369007,1,0.997344833607065,0.997344833607065,7.711331372392633e-26,0.0026551663929349845
10,0.0180360721442885,1.0423925510632248,1,0.9973190878698269,0.9973190878698269,8.277766772893816e-26,0.0026809121301730877
11,0.0200400801603206,1.1279974667157937,1,0.9962785365596915,0.9962785365596915,8.724535717248009e-26,0.0037214634403085
12,0.0220440881763527,1.089042058646673,1,0.9969735920620493,0.9969735920620493,1.1475496501825575e-25,0.003026407937950733
13,0.0240480961923847,0.974090875021957,1,0.9965287807447755,0.9965287807447755,3.6000753353975467e-25,0.0034712192552244867
14,0.0260521042084168,1.017514785635432,1,0.9969863628214609,0.9969863628214609,2.974169415324704e-25,0.0030136371785390997
15,0.0280561122244488,1.1330211664783238,1,0.9962340939874992,0.9962340939874992,2.3089096044848932e-25,0.003765906012500769
16,0.0300601202404809,1.0689200910207457,1,0.9969746120565718,0.9969746120565718,3.5046344146957896e-25,0.0030253879434281985
17,0.032064128256513,0.9919516277555966,1,0.996294373831188,0.996294373831188,9.170904411511538e-25,0.003705626168812016
18,0.034068136272545,1.0160285768979649,1,0.9965558268315904,0.9965558268315904,9.249746663389248e-25,0.0034441731684096044
19,0.0360721442885771,1.1174695726556396,1,0.9964945676383233,0.9964945676383233,6.296671456159107e-25,0.003505432361676668
20,0.0380761523046092,1.1410181455984647,1,0.996086554510314,0.996086554510314,7.811295623463922e-25,0.003913445489685935
21,0.0400801603206412,1.081339343053783,1,0.9966621638440449,0.9966621638440449,1.2214508166393008e-24,0.003337836155955002
22,0.0420841683366733,1.2496026357940262,1,0.9896740417142513,0.9896740417142513,1.8634799980195296e-24,0.010325958285748733
23,0.0440881763527054,1.1439181207748053,1,0.9960059853617037,0.9960059853617037,1.626768073693116e-24,0.003994014638296228
24,0.0460921843687374,1.0755212855151033,1,0.9964258817809213,0.9964258817809213,2.8200241713933985e-24,0.0035741182190786288
25,0.0480961923847695,1.0397141403570496,1,0.9959665910366238,0.9959665910366238,5.129932754570271e-24,0.0040334089633762
26,0.0501002004008016,1.031919425957646,1,0.9956581513402003,0.9956581513402003,7.420061116090113e-24,0.004341848659799619
27,0.0521042084168336,1.1279702278135897,1,0.9960897129809523,0.9960897129809523,4.604850810055849e-24,0.003910287019047729
28,0.0541082164328657,1.0731988389666245,1,0.9959893403184468,0.9959893403184468,8.461803845644196e-24,0.004010659681553265
29,0.0561122244488977,1.2334786306743502,1,0.9926439126724813,0.9926439126724813,7.73736064357204e-24,0.0073560873275187585
30,0.0581162324649298,1.2236346621175305,1,0.993373592188506,0.993373592188506,9.315405304207541e-24,0.0066264078114940134
31,0.0601202404809619,1.1671178535671791,1,0.9953970516480922,0.9953970516480922,1.122715795958176e-23,0.004602948351907695
32,0.0621242484969939,1.0360009878558314,1,0.9944905224770546,0.9944905224770546,3.8950714663223514e-23,0.005509477522945335
33,0.064128256513026,1.0774022796816567,1,0.9953212274972794,0.9953212274972794,3.189011465802512e-23,0.0046787725027207065
34,0.0661322645290581,1.2282647246633729,1,0.9933657491054142,0.9933657491054142,2.349893089993435e-23,0.006634250894585802
35,0.0681362725450901,1.0927731422803584,1,0.9952236670083634,0.9952236670083634,4.746538563049176e-23,0.004776332991636599
36,0.0701402805611222,1.2278705822368046,1,0.9934667462558454,0.9934667462558454,3.715585083278841e-23,0.006533253744154602
37,0.0721442885771543,1.1817147582593543,1,0.9948866531342513,0.9948866531342513,4.751990538822988e-23,0.005113346865748762
38,0.0741482965931863,1.1524164046519525,1,0.9951255815011256,0.9951255815011256,6.804641726774102e-23,0.004874418498874256
39,0.0761523046092184,1.0957540331876594,1,0.994541494015571,0.994541494015571,1.3710334377879705e-22,0.005458505984428957
40,0.0781563126252505,1.148654132555253,1,0.9949164312365002,0.9949164312365002,1.1610731982117634e-22,0.00508356876349981
41,0.0801603206412825,1.175883935375004,1,0.994685768756113,0.994685768756113,1.3048444665187035e-22,0.005314231243886845
42,0.0821643286573146,1.2498907483862751,1,0.9925287302260992,0.9925287302260992,1.535817881211846e-22,0.0074712697739007655
43,0.0841683366733466,1.0942295364199213,1,0.9935324199429625,0.9935324199429625,4.194292515004368e-22,0.006467580057037485
44,0.0861723446893787,1.150144829834718,1,0.9943656311608455,0.9943656311608455,3.2443110769187395e-22,0.005634368839154495
45,0.0881763527054108,1.1801747981236848,1,0.9942384341299372,0.9942384341299372,3.4974464284852154e-22,0.005761565870062817
46,0.0901803607214428,1.2373988686625663,1,0.9930643935550382,0.9930643935550382,3.841933687404892e-22,0.0069356064449618195
47,0.0921843687374749,1.105447036008793,1,0.9927226371074874,0.9927226371074874,1.1128969967335073e-21,0.007277362892512631
48,0.094188376753507,1.0729460351927542,1,0.9904429722545043,0.9904429722545043,2.2842011549381446e-21,0.009557027745495711
49,0.096192384769539,1.2520151532024022,1,0.99240872009571,0.99240872009571,7.737713132664273e-22,0.007591279904290024
50,0.0981963927855711,1.0608724788158803,1,0.9880191680244039,0.9880191680244039,4.936693390697403e-21,0.011980831975596098
51,0.1002004008016032,1.3161519803177544,1,0.9878086947010264,0.9878086947010264,1.412913576973631e-21,0.01219130529897359
52,0.1022044088176352,1.1902379789161326,1,0.993184208189952,0.993184208189952,1.948643444569865e-21,0.0068157918100480355
53,0.1042084168336673,1.0665339739197277,1,0.9863265891019143,0.9863265891019143,1.0805983185310039e-20,0.013673410898085665
54,0.1062124248496994,1.1679932001493565,1,0.99250257105642,0.99250257105642,3.8605673759672376e-21,0.00749742894357993
55,0.1082164328657314,1.2518000102592646,1,0.9920283124857551,0.9920283124857551,3.1796793383201418e-21,0.007971687514245011
56,0.1102204408817635,1.1703200078943763,1,0.9919884898363482,0.9919884898363482,6.403198634466791e-21,0.00801151016365166
57,0.1122244488977955,1.226349516246158,1,0.9922121335957799,0.9922121335957799,5.614499958012763e-21,0.0077878664042200845
58,0.1142284569138276,1.2992760359968485,1,0.98970989200764,0.98970989200764,6.275298682192106e-21,0.010290107992359961
