row,ensembles,super_ensembles,low_confidence_ensembles,seed_of
1,"51","","25,51",""
2,"51","","14,21,51",""
3,"15","","1,15","1"
4,"16,68","2","2,68","2"
5,"15","","1,15",""
6,"","","3","3"
7,"4,55","1","4,55","4"
8,"","","8,54,57",""
9,"","","5,34",""
10,"","","5","5"
11,"","","48,62",""
12,"","","33,65",""
13,"","","21,22",""
14,"","","6","6"
15,"7","","7","7"
16,"","","5,34",""
17,"","","13",""
18,"","","10,64",""
19,"","","11",""
20,"","","19,42,50,58",""
21,"","","5,34,48,62",""
22,"45,46","3","30,46,70",""
23,"","","6,19",""
24,"","","8,53,54,57","8"
25,"","","19,58",""
26,"","","31,56",""
27,"","","18",""
28,"23","","9,12,23","9"
29,"67","","49,67",""
30,"67","","32,49,52,67",""
31,"15","","1,15,48",""
32,"","","14,21",""
33,"","","10,18,43,64",""
34,"","","20,48,62",""
35,"","","40,44,64",""
36,"","","28,32,52",""
37,"","","10","10"
38,"","","5,34,48,62",""
39,"","","11",""
40,"67","","49,67",""
41,"","","13,47",""
42,"15","","1,15,20",""
43,"37","","27,37,66",""
44,"4,7,55","1","4,7",""
45,"59","","8,57,59",""
46,"","","20,48,62",""
47,"","","11","11"
48,"","","10,64",""
49,"68","2","68",""
50,"","","5,42,50",""
51,"","","22,26,35",""
52,"","","17,44",""
53,"41,59","","41,56,59",""
54,"23","","11,23,26,35",""
55,"","","13,31,56",""
56,"","","3,69",""
57,"","","5,34",""
58,"","","13,31",""
59,"68","2","68",""
60,"","","50,63",""
61,"","","12","12"
62,"","","57",""
63,"","","38,47",""
64,"15","","1,15,20",""
65,"","","22,63",""
66,"23","","9,23",""
67,"","","38,47",""
68,"","","40,43,64",""
69,"","","1,48",""
70,"","","10,17,44",""
71,"","","13","13"
72,"","","32,52",""
73,"","","11",""
74,"23","","9,12,23",""
75,"23","","9,12,23",""
76,"4,7,55","1","4,7",""
77,"","","6,19",""
78,"","","34,53",""
79,"","","22,26",""
80,"","","58,66",""
81,"16,68","2","2,16,68",""
82,"67","","67",""
83,"","","22,35",""
84,"41,59","","41,59",""
85,"","","14,21","14"
86,"","","11,35",""
87,"","","36,50,58,63",""
88,"4,55","1","4,55",""
89,"4,55","1","4,54",""
90,"","","38,47",""
91,"15","","1,15",""
92,"4,55","1","4",""
93,"15","","15","15"
94,"","","38,47",""
95,"","","17,44",""
96,"16,29,45,68","2,3","29,60",""
97,"","","5,20,62",""
98,"41","","24,41",""
99,"39","","21,39",""
100,"67","","49,67",""
101,"16,29,45,68","2,3","29,61",""
102,"","","19,42,50",""
103,"16,68","2","2,16","16"
104,"","","19,42,50,58",""
105,"","","31,56",""
106,"59","","56,59",""
107,"4,55","1","4,54",""
108,"37","","33,37,65",""
109,"","","17",""
110,"","","6,53",""
111,"","","17,44","17"
112,"45,46","3","18,45,46",""
113,"55","1","55",""
114,"16,68","2","2,16,68",""
115,"","","64",""
116,"","","8,53,54",""
117,"45,46","3","45,46",""
118,"","","22,63",""
119,"45","3","18,43","18"
120,"","","31,56",""
121,"45","3","45",""
122,"16,29,45,68","2,3","29,60,61",""
123,"","","19,42","19"
124,"","","5,35,62",""
125,"39","","39",""
126,"","","58,66",""
127,"51","","36,51",""
128,"","","34",""
129,"51","","25,27,51",""
130,"","","8,57",""
131,"","","1,48",""
132,"","","20","20"
133,"","","48,62",""
134,"","","11",""
135,"39","","17,39",""
136,"45,46","3","18,43,46,64",""
137,"55","1","55",""
138,"","","6,19,33",""
139,"16,68","2","2,16,68",""
140,"37","","37,65",""
141,"","","8,53,57",""
142,"","","32,49,52",""
143,"","","12,17,44",""
144,"","","21","21"
145,"","","22,26","22"
146,"45","3","45",""
147,"","","13,31",""
148,"","","30,70",""
149,"4,55","1","4,55",""
150,"","","11,20,35",""
151,"","","8,57",""
152,"","","12,17,44",""
153,"","","11,20",""
154,"23,39","","9,23,26,39",""
155,"","","25,30",""
156,"","","28,32,38,52",""
157,"37","","33,37,65",""
158,"41","","24,41",""
159,"","","3,24",""
160,"16,29,45,68","2,3","29,60,61",""
161,"","","22",""
162,"","","10,64",""
163,"","","42,50,63",""
164,"","","10,14",""
165,"","","8,53,57",""
166,"","","34,48",""
167,"","","34",""
168,"39","","9,12,39",""
169,"15","","1,15",""
170,"","","42,50,63",""
171,"39","","9,26,39",""
172,"23","","11,23,26","23"
173,"16,45","2,3","45",""
174,"","","14,70",""
175,"","","40",""
176,"","","3,24","24"
177,"","","5,35,62",""
178,"23","","11,23",""
179,"","","12,17",""
180,"41,59","","41,56,59",""
181,"","","28,38,47",""
182,"","","44",""
183,"","","5,22,35",""
184,"","","3,24",""
185,"7","","3,7,69",""
186,"16,29,45,68","2,3","29,45,60,61",""
187,"","","5,35",""
188,"15","","1,15,48",""
189,"16,29,45,68","2,3","29,43,60,61",""
190,"41,59","","41,59",""
191,"","","17",""
192,"","","25,27","25"
193,"16,29,45,68","2,3","29,40,60,61",""
194,"23","","11,23,26,35",""
195,"","","8,57",""
196,"","","34,48",""
197,"45,46","3","30,46,70",""
198,"","","28,38",""
199,"","","22,63",""
200,"4,7,55","1","4,7,54",""
201,"16,29,68","2","2,29,61",""
202,"","","17",""
203,"45,46","3","18,45,46",""
204,"","","10",""
205,"","","5,35,62",""
206,"","","27,36,66",""
207,"45,46","3","18,46,70",""
208,"","","22",""
209,"23","","22,23,26",""
210,"","","26","26"
211,"39","","21,22,39",""
212,"","","27","27"
213,"55","1","33,65",""
214,"","","14",""
215,"16,68","2","2,16,68",""
216,"67","","49,52,67",""
217,"","","50,63",""
218,"","","28","28"
219,"7","","7,69",""
220,"16,29,45,68","2,3","16,29,61","29"
221,"55","1","55,65",""
222,"15","","15,31",""
223,"","","30","30"
224,"41","","3,24,41,69",""
225,"","","10,14",""
226,"","","13,31","31"
227,"51","","21,36,51",""
228,"","","10,43,64",""
229,"","","21,36",""
230,"16,68","2","2,16,68",""
231,"59","","54,59,69",""
232,"37","","37,58",""
233,"55","1","65",""
234,"","","70",""
235,"51","","36,51,66",""
236,"37","","27,37,66",""
237,"","","32","32"
238,"","","30,70",""
239,"","","14",""
240,"16,45,46","2,3","45,46,60",""
241,"39","","21,39",""
242,"55","1","33,65","33"
243,"67","","49,67",""
244,"","","34","34"
245,"","","40,43,64",""
246,"","","11,35","35"
247,"4,55","1","4,6",""
248,"","","44,64",""
249,"","","31",""
250,"","","38,47",""
251,"","","10",""
252,"51","","25,36,51",""
253,"37","","27,37,66",""
254,"","","36,63","36"
255,"16,29,45,68","2,3","29,60,61",""
256,"","","27,66",""
257,"","","10,64",""
258,"","","70",""
259,"","","38,52",""
260,"23","","9,23,26",""
261,"55","1","33,65",""
262,"37","","37","37"
263,"","","8,54",""
264,"45","3","18,43,45,60",""
265,"","","22,26",""
266,"","","13,56",""
267,"59","","8,54,59",""
268,"45,46","3","18,46",""
269,"41","","24,41",""
270,"","","47",""
271,"","","6,53",""
272,"","","36,50,63",""
273,"23","","9,12,23,26",""
274,"","","53",""
275,"59","","59,69",""
276,"41,59","","13,41,56,59",""
277,"16,45,68","2,3","43,45,60,61",""
278,"","","36,63",""
279,"","","6,53",""
280,"","","13,47",""
281,"7","","3,7,69",""
282,"","","28,38","38"
283,"","","34",""
284,"","","28,38,47",""
285,"","","28,32",""
286,"","","3,24",""
287,"","","19",""
288,"41","","3,24,41",""
289,"41","","24,41",""
290,"16,68","2","2,16,68",""
291,"","","13",""
292,"","","24,28",""
293,"4,55","1","4,55",""
294,"","","22,35",""
295,"","","40",""
296,"45","3","18,43,64",""
297,"","","3,24",""
298,"16,68","2","40,61",""
299,"","","44",""
300,"","","28,38,47",""
301,"","","57",""
302,"51","","25,36,51,66",""
303,"45,46","3","30,46,70",""
304,"39","","21,39","39"
305,"15","","1,15,20",""
306,"41","","41,56",""
307,"","","40","40"
308,"","","14,21",""
309,"","","19,33,58",""
310,"","","36,66",""
311,"","","31,56",""
312,"41","","24,41","41"
313,"","","24,28",""
314,"","","36,63",""
315,"","","19,42,58",""
316,"55","1","55",""
317,"","","6",""
318,"","","42","42"
319,"45","3","40,43","43"
320,"55","1","33,65",""
321,"","","9,12",""
322,"","","44","44"
323,"","","12,17",""
324,"16,45","2,3","45","45"
325,"","","47",""
326,"16,29,68","2","2,16,29,68",""
327,"","","31,56",""
328,"45,46","3","18,45,46","46"
329,"16,45,68","2,3","43,60,61",""
330,"37","","37,65",""
331,"67","","32,49,52,67",""
332,"45","3","30,70",""
333,"","","13,47","47"
334,"23,39","","9,23,39",""
335,"","","10,14",""
336,"","","20",""
337,"","","1,48,62","48"
338,"67","","49,67","49"
339,"","","13,31",""
340,"7","","7,69",""
341,"23","","11,23,26",""
342,"","","28,38",""
343,"39","","12,17,39",""
344,"","","9,12",""
345,"","","8,53,57",""
346,"15","","1,15",""
347,"","","48,62",""
348,"","","31,56",""
349,"16,29,45,68","2,3","16,29,60",""
350,"15","","1,15",""
351,"4,55","1","4",""
352,"","","8,53",""
353,"","","17",""
354,"","","28,32,38,52",""
355,"","","9,12",""
356,"55","1","55",""
357,"59","","54,59",""
358,"","","42,50,63","50"
359,"37","","27,37,66",""
360,"","","10,14",""
361,"51","","25,51",""
362,"","","42,50,58",""
363,"","","17,44",""
364,"16,45","2,3","45,60",""
365,"23,39","","9,23,26,39",""
366,"67","","49,67",""
367,"","","19,33,42,58",""
368,"","","25,30,70",""
369,"39","","21,22,39",""
370,"51","","25,51","51"
371,"","","11,20,35",""
372,"41","","3,24,41",""
373,"4,55","1","4,55",""
374,"45,46","3","18,45,46",""
375,"","","25,30",""
376,"37","","27,37",""
377,"67","","67",""
378,"7","","3,7,69",""
379,"","","6",""
380,"","","5,35",""
381,"","","20,35,62",""
382,"","","40,44,64",""
383,"","","12,44",""
384,"","","40",""
385,"15","","1,15",""
386,"55","1","33,55,65",""
387,"","","10,17,44",""
388,"7","","7,54,69",""
389,"55","1","55",""
390,"55","1","33,65",""
391,"","","28,38,47",""
392,"","","40",""
393,"","","32,49,52","52"
394,"23,39","","9,23,26,39",""
395,"","","6,53",""
396,"","","6",""
397,"","","53","53"
398,"16,68","2","2,16,68",""
399,"51","","25,36,51",""
400,"7","","7,54,69",""
401,"51","","14,51",""
402,"37","","27,37,66",""
403,"","","14",""
404,"","","20,48,62",""
405,"16,68","2","2,16,68",""
406,"55","1","55",""
407,"16,45,68","2,3","45,60",""
408,"41","","3,24,41",""
409,"67","","32,49,52,67",""
410,"37","","37,58",""
411,"","","47",""
412,"","","54,69","54"
413,"67","","49,52,67",""
414,"55","1","55","55"
415,"4,7,55","1","4,7,54",""
416,"","","13,56","56"
417,"","","32,49,52",""
418,"","","8,53,57",""
419,"7,55","1","7",""
420,"16,29,45,68","2,3","29,43,60,61",""
421,"","","36,58,66",""
422,"","","33,65",""
423,"67","","32,49,52,67",""
424,"","","25,30",""
425,"37","","27,37,66",""
426,"16,29,68","2","2,16,29,68",""
427,"45,46","3","30,46",""
428,"16,68","2","2,16,68",""
429,"","","57","57"
430,"","","19,42,50,58","58"
431,"55","1","55",""
432,"4,55","1","4,54",""
433,"59","","59","59"
434,"37","","37,58",""
435,"16,45,68","2,3","43,45,60,61","60"
436,"","","8,54",""
437,"","","57",""
438,"","","31",""
439,"37","","27,37",""
440,"","","40",""
441,"16,29,45,68","2,3","2,16,29,61",""
442,"","","25,27,66",""
443,"16,45,68","2,3","61","61"
444,"","","6,34",""
445,"","","6,34",""
446,"","","5,20,62","62"
447,"","","63","63"
448,"","","20",""
449,"","","28,32,52",""
450,"","","19,42,50",""
451,"","","38,47",""
452,"45,46","3","18,46,70",""
453,"59","","59,69",""
454,"","","40,43,64",""
455,"","","40,43,64","64"
456,"39","","21,39",""
457,"16,29,68","2","2,16,29",""
458,"","","30,70",""
459,"45,46","3","18,46,70",""
460,"55","1","65","65"
461,"","","10",""
462,"","","20,48,62",""
463,"","","27,66","66"
464,"","","5,34",""
465,"7","","3,7,69",""
466,"67","","32,49,52,67",""
467,"41,59","","41,59",""
468,"51","","14,51",""
469,"4,55","1","4,55",""
470,"","","6,53",""
471,"","","18",""
472,"55","1","33,65",""
473,"51","","14,21,36,51",""
474,"51","","25,51",""
475,"7","","7,69",""
476,"","","6,19,33",""
477,"67","","67","67"
478,"","","25,30",""
479,"16,68","2","68","68"
480,"68","2","68",""
481,"","","25,27,30",""
482,"15","","1,15",""
483,"7","","3,7,69","69"
484,"51","","14,21,51",""
485,"45,46","3","18,46,70",""
486,"","","42,50,63",""
487,"","","40",""
488,"","","13,31,56",""
489,"","","42,50,58,63",""
490,"59","","8,57,59",""
491,"59","","13,56,59",""
492,"","","30,70","70"
493,"","","57",""
494,"","","11",""
495,"","","44",""
496,"39","","9,12,39",""
497,"","","28,32",""
498,"15","","15,31",""
499,"","","34,53",""
500,"","","19,33",""

