row,ensembles,super_ensembles,low_confidence_ensembles,seed_of
1,"3,10,24,31,57,64,85","1","10,24,64",""
2,"1,31,48,57,76","1","1,76","1"
3,"3,31,44,48,57,71","1","13,44",""
4,"3,31,41,45,48,52,57","1","41,45,52",""
5,"2,3,9,17,31,51,57","1","17,51",""
6,"3,9,31,51,57,84","1","25,51,84",""
7,"2,3,9,55,57,70","1","55,70",""
8,"31,48,53,57,71","1","15,33,53",""
9,"3,31,48,52,57,58,65","1","52,58,65",""
10,"3,31,48,50,57","1","50,61",""
11,"2,3,9,57","1","2,9","2"
12,"22,31,48,57,62","1","22,62",""
13,"31,48,57,63,79","1","63,79",""
14,"3,16,31,35,54,57,84","1","16,35,54,84",""
15,"3,9,16,31,51,57,84","1","16,51,84",""
16,"3,31,35,54,57,84","1","35,54,84",""
17,"3,31,57,72","1","3,72","3"
18,"3,4,31,42,48,57,85","1","4","4"
19,"3,31,48,56,57,75,85","1","56,75",""
20,"3,18,31,35,57,78,85","1","18,23,35,57,78",""
21,"3,5,26,31,41,42,48,57","1","5,26,41","5"
22,"2,3,9,21,57,68","1","21,68",""
23,"3,31,35,57,78,85","1","35,57,78",""
24,"3,18,31,39,57,85","1","18,39,85",""
25,"3,20,31,48,56,57,67,85","1","6,20,56,67",""
26,"8,31,48,57,71","1","8,14,71",""
27,"2,3,7,9,47,57","1","7,47",""
28,"3,31","1","6","6"
29,"3,5,26,31,41,42,45,48,57","1","5,26,41,45",""
30,"2,3,9,55,57,66,70,81","1","55,66,70,81",""
31,"3,5,31,41,48,52,57","1","5,41,52",""
32,"2,3,7,9,43,57","1","7,43",""
33,"2,3,9,34,57,68,82","1","2,34,68,82",""
34,"31,48,76","1","33,76",""
35,"31,48,57,80","1","19,80",""
36,"3,8,31,40,48,57,71","1","8,40",""
37,"3,18,31,57,85","1","18,23,85",""
38,"2,3,9,31,32,57","1","25,32",""
39,"3,29,31,48,50,57","1","29,50,61",""
40,"3,10,31,56,57,85","1","6,10,56",""
41,"2,3,9,17,21,51,57","1","17,21,51",""
42,"3,20,31,48,56,57,67,85","1","20,56,67",""
43,"2,3,9,27,34,57","1","27,34",""
44,"1,31,36,48,57","1","1,36",""
45,"3,7,9","1","7","7"
46,"3,31,42,48","1","42,61",""
47,"3,31,57,64,78,85","1","64,78",""
48,"3,20,30,31,42,46,48,57,74,85","1","20,30,46,74",""
49,"3,30,31,42,46,48,57,85","1","30,42,46",""
50,"3,9,16,31,51,57,84","1","16,51,84",""
51,"31,48,57,80","1","19,48,80",""
52,"3,8,31,40,48,57,71","1","8,13,14,40,71","8"
53,"22,31,48,57,62","1","22,38,62",""
54,"31,48,57","1","38,59",""
55,"3,30,31,42,48,57","1","30,42",""
56,"22,31,48,57,62","1","22,38,59,62",""
57,"2,3,9,17,32,57,66,70","1","17,32,66,70",""
58,"3,16,31,51,54,57,84","1","16,51,54,84",""
59,"2,3,9","1","9","9"
60,"3,31,57,64,72","1","3,64,72",""
61,"3,10,31,57,85","1","6,10","10"
62,"3,16,31,49,57,64","1","16,49,64",""
63,"31,48,53,57,63,71","1","53,60,63",""
64,"3,31,48,57,73,85","1","73,77,85",""
65,"3,31,49,57","1","3,49",""
66,"3,30,31,42,46,48,57,85","1","30,42,46",""
67,"3,31,51,54,57,84","1","25,51,54,84",""
