row,ensembles,super_ensembles,low_confidence_ensembles,seed_of
1,"1","","1,2",""
2,"1","","1","1"
3,"1","","1,2",""
4,"1,3,4","1","1,2,3",""
5,"1","","1,2",""
6,"1","","1,2","2"
7,"1,4,6","1","1,5,6",""
8,"1,3,4,6","1","1,2,3,5,6",""
9,"1,3,4,6","1","1,2,3,6",""
10,"4,6","1","5,6",""
11,"4,7","1","4,7",""
12,"1","","1,5",""
13,"1,4,6","1","1,2,5,6",""
14,"3,4,6","1","3,5,6",""
15,"1","","1,5",""
16,"1,6","1","1,5,6",""
17,"3,4","1","3,4",""
18,"1,3,4,6","1","1,2,3,6",""
19,"","","2",""
20,"","","2",""
21,"3,4,6","1","2,3,6","3"
22,"3,4","1","3,4","4"
23,"4,6,9","1","4,6,9",""
24,"","","5","5"
25,"4","1","5,10",""
26,"3,4,6","1","3,4,6",""
27,"3,4","1","3,4",""
28,"1","","1,2",""
29,"4,6","1","5,6","6"
30,"4,7","1","4,7",""
31,"4,7","1","7","7"
32,"3,4","1","2,3",""
33,"4,7","1","4,7",""
34,"4,9","1","9,10",""
35,"3,4,7","1","3,4,7",""
36,"1,3,4","1","1,2,3",""
37,"4,7,9","1","4,7,9",""
38,"4,7,9","1","4,7,9",""
39,"3,4,6","1","3,4,5,6",""
40,"4,6,9","1","5,6,9",""
41,"3,4,6","1","3,4,5,6",""
42,"3,4","1","2,3",""
43,"4,9,11,33","1,2","9,10,11",""
44,"4,7","1","4,7",""
45,"4,7,8,15,33,71,74,77","1,2","7,8,15","8"
46,"4,9,11,33","1,2","9,10,11",""
47,"4,7","1","7",""
48,"4,9","1","9,10","9"
49,"4,7,8,15,71","1,2","7,8,15",""
50,"4,7,8,11,15,33,71,74,77","1,2","7,8,11,15",""
51,"4,8,9,11","1","8,9,11",""
52,"4,11,12,14,33,35","1,2","10,11,12,14",""
53,"4,9,11","1","9,11",""
54,"4,9","1","4,9",""
55,"4","1","5,10","10"
56,"4,8,9,11,33","1,2","8,9,10,11",""
57,"4,6,9","1","5,6,9,10",""
58,"4,7","1","4,7",""
59,"7,8,15,71,74,75,77","2","7,8,15",""
60,"4,33","1,2","10",""
61,"4,7,8,15,71","1,2","7,8,15",""
62,"4,8,9,11,33","1,2","8,9,11",""
63,"12,14,33,35,71,74,75,77","2","12,14",""
64,"8,13,15,33,35,71,74,75,77","2","8,13,15",""
65,"4,9,11","1","9,10,11",""
66,"4,8,11,33,74","1,2","8,11",""
67,"12,13,14,33,35,71,74,75,77","2","12,13,14",""
68,"12,14,33,35,71,74,75,77","2","12,14",""
69,"8,15,33,71,74,75,77","2","8,15",""
70,"4,9,11,33","1,2","9,10,11",""
71,"33","2","10",""
72,"4,8,11,15,33,71,74,77","1,2","8,11,15",""
73,"12,14,33,35,71,74,77","2","12,14",""
74,"12,33,35,71,74,75,77","2","12",""
75,"7,8,15,71,74,75,77","2","7,8,15",""
76,"4,11,14,33","1,2","10,11,14",""
77,"12,33,35,71,77","2","12",""
78,"13,33,35,71,74,75,77","2","13",""
79,"4,8,11,14,33,74","1,2","8,10,11,14","11"
80,"13,33,35,71,74,75,77","2","13",""
81,"12,13,14,33,35,71,74,75,77","2","12,13,14",""
82,"8,14,15,33,35,71,74,75,77","2","8,14,15",""
83,"4,11,14,33","1,2","10,11,14",""
84,"13,15,33,35,71,73,74,75,77","2","13,15",""
85,"12,33,35,71,74,75,77","2","12","12"
86,"13,33,35,71,74,75,77","2","13","13"
87,"8,13,15,33,35,71,74,75,77","2","8,13,15",""
