vector_index,x,y_original,cluster_id,is_noise,is_core
1,-1.0,0.140628508444001,1,0,1
2,-0.995991983967936,0.131821909300001,1,0,1
3,-0.9919839679358716,0.0834256551849702,1,0,1
4,-0.9879759519038076,-0.2009260397126717,0,1,0
5,-0.9839679358717436,0.0038387325689206,1,0,1
6,-0.9799599198396792,0.2939392298554153,1,0,1
7,-0.9759519038076152,-0.0597196558224867,1,0,0
8,-0.9719438877755512,-0.3309836937079481,0,1,0
9,-0.9679358717434868,0.1546835754568602,1,0,1
10,-0.9639278557114228,0.196360976156475,1,0,1
11,-0.9599198396793588,0.2762903775601943,1,0,1
12,-0.9559118236472944,0.4191886129187997,1,0,1
13,-0.9519038076152304,0.4251398046887531,1,0,1
14,-0.9478957915831664,0.3733176248532808,1,0,1
15,-0.9438877755511024,0.5844110416548247,1,0,1
16,-0.939879759519038,0.0650329312322504,1,0,1
17,-0.935871743486974,0.4930314800910745,1,0,1
18,-0.93186372745491,0.5404623577505875,1,0,1
19,-0.9278557114228456,0.1900185231756293,1,0,1
20,-0.9238476953907816,0.1598554376742354,1,0,1
21,-0.9198396793587176,0.3334477292501497,1,0,1
22,-0.9158316633266532,0.3722283948604016,1,0,1
23,-0.9118236472945892,0.6768011502274875,1,0,1
24,-0.9078156312625252,0.4244564348603596,1,0,1
25,-0.9038076152304608,0.3969943080642968,1,0,1
26,-0.8997995991983968,0.4664767168204907,1,0,1
27,-0.8957915831663327,0.8326959905416489,1,0,1
28,-0.8917835671342685,0.6313580768348835,1,0,1
29,-0.8877755511022044,0.6122803503177738,1,0,1
30,-0.8837675350701403,0.6450995935967727,1,0,1
31,-0.8797595190380761,0.944059852653146,1,0,1
32,-0.875751503006012,0.5539257256825298,1,0,1
33,-0.8717434869739479,0.9845277211678118,1,0,1
34,-0.8677354709418837,0.7807338185180392,1,0,1
35,-0.8637274549098196,0.723290769009701,1,0,1
36,-0.8597194388777555,1.2718158067636374,1,0,1
37,-0.8557114228456915,0.5762795340501635,1,0,1
38,-0.8517034068136273,0.731942666266442,1,0,1
39,-0.8476953907815632,0.570956932787932,1,0,1
40,-0.8436873747494991,1.022180551173992,1,0,1
41,-0.8396793587174349,1.1832435007197348,1,0,1
42,-0.8356713426853708,1.192571708606993,1,0,1
43,-0.8316633266533067,1.1160138636258543,1,0,1
44,-0.8276553106212425,0.8437844886453125,1,0,1
45,-0.8236472945891784,0.8217847010204309,1,0,1
46,-0.8196392785571143,0.571555793233544,1,0,1
47,-0.8156312625250501,1.3233468945365352,1,0,0
48,-0.811623246492986,1.0197692473714657,1,0,1
49,-0.8076152304609219,0.8367964838446006,1,0,1
50,-0.8036072144288577,1.2094204212722215,1,0,1
51,-0.7995991983967936,0.7572787971918961,1,0,1
52,-0.7955911823647295,1.040575155259054,1,0,1
53,-0.7915831663326653,0.931535655399372,1,0,1
54,-0.7875751503006012,1.0999950109854737,1,0,1
55,-0.7835671342685371,0.9651264122739508,1,0,1
56,-0.779559118236473,0.6926169757787697,1,0,1
57,-0.7755511022044088,1.0022560128929203,1,0,1
58,-0.7715430861723447,1.2006257504769715,1,0,1
59,-0.7675350701402806,0.9880934699578664,1,0,1
60,-0.7635270541082164,1.1514132941302386,1,0,1
61,-0.7595190380761523,0.7891060251062774,1,0,1
62,-0.7555110220440882,0.994148394549996,1,0,1
63,-0.751503006012024,0.8750533179066149,1,0,1
64,-0.7474949899799599,1.1492723055583791,1,0,1
65,-0.7434869739478958,1.005461101766063,1,0,1
66,-0.7394789579158316,1.1358305518939502,1,0,1
67,-0.7354709418837675,1.2133781588978847,1,0,1
68,-0.7314629258517034,1.131548530921652,1,0,1
69,-0.7274549098196392,1.0446073861217209,1,0,1
70,-0.7234468937875751,0.7864723274324499,1,0,1
71,-0.719438877755511,0.9810632868757444,1,0,1
72,-0.7154308617234469,0.8698856585486081,1,0,1
73,-0.7114228456913828,0.901954922449121,1,0,1
74,-0.7074148296593187,0.8895092409048934,1,0,1
75,-0.7034068136272545,0.7614677237187016,1,0,1
76,-0.6993987975951904,0.5584147145950992,1,0,0
77,-0.6953907815631263,0.8080810434435214,1,0,1
78,-0.6913827655310621,0.9716155739335268,1,0,1
79,-0.687374749498998,0.6539426761786817,1,0,1
80,-0.6833667334669339,0.9167672422578176,1,0,1
81,-0.6793587174348698,1.2831578056365367,1,0,0
82,-0.6753507014028056,1.0966160492943031,1,0,1
83,-0.6713426853707415,1.209047987929334,1,0,0
84,-0.6673346693386774,0.9463419372006366,1,0,1
85,-0.6633266533066133,1.0888444814546565,1,0,1
86,-0.6593186372745492,0.6972333057440614,1,0,1
87,-0.6553106212424851,0.6993079579316208,1,0,1
88,-0.6513026052104209,0.2659725373296651,2,0,0
89,-0.6472945891783568,1.0361381645676115,1,0,1
90,-0.6432865731462927,1.091575724436466,1,0,1
91,-0.6392785571142285,0.6569804704419311,1,0,1
92,-0.6352705410821644,0.7004437815019197,1,0,1
93,-0.6312625250501003,0.5836035041488525,1,0,1
94,-0.6272545090180361,0.7935827328396248,1,0,1
95,-0.623246492985972,0.924259904860486,1,0,1
96,-0.6192384769539079,0.3324969262898579,2,0,1
97,-0.6152304609218437,0.7442850600980788,1,0,1
98,-0.6112224448897796,0.5879889696803794,1,0,1
99,-0.6072144288577155,0.646520205521947,1,0,1
100,-0.6032064128256514,0.6957625182309286,1,0,1
101,-0.5991983967935872,0.5460626140649626,1,0,1
102,-0.5951903807615231,0.5423549565966094,1,0,1
103,-0.591182364729459,0.4993094438766289,1,0,1
104,-0.5871743486973948,0.7148161020645832,1,0,1
105,-0.5831663326653307,0.5828429998203286,1,0,1
106,-0.5791583166332666,0.5212293601800414,1,0,1
107,-0.5751503006012024,0.2006413896939687,2,0,1
108,-0.5711422845691383,0.3565464325563535,2,0,1
109,-0.5671342685370742,0.5891527390366392,1,0,1
110,-0.56312625250501,0.3938551121588637,2,0,1
111,-0.5591182364729459,0.4948739977738922,1,0,1
112,-0.5551102204408818,0.6926917923196214,1,0,1
113,-0.5511022044088176,0.5233171488578371,1,0,1
114,-0.5470941883767535,0.3102339684563491,2,0,1
115,-0.5430861723446894,0.1652259116081984,2,0,1
116,-0.5390781563126252,-0.2676343170412518,2,0,1
117,-0.5350701402805611,0.1848963264958801,2,0,1
118,-0.531062124248497,0.1287299112054379,2,0,1
119,-0.5270541082164328,0.2472417653438921,2,0,1
120,-0.5230460921843687,0.1135163180338708,2,0,1
121,-0.5190380761523046,0.0552576815553919,2,0,1
122,-0.5150300601202404,-0.2615834393832068,2,0,1
123,-0.5110220440881764,-0.1187953643723389,2,0,1
124,-0.5070140280561123,0.1393863819451403,2,0,1
125,-0.5030060120240482,0.3620677338790776,2,0,1
126,-0.498997995991984,-0.0258008120193603,2,0,1
127,-0.4949899799599199,0.0340885289962383,2,0,1
128,-0.4909819639278557,0.1338639544309064,2,0,1
129,-0.4869739478957916,-0.2439325421578717,2,0,1
130,-0.4829659318637275,-0.0334611796349809,2,0,1
131,-0.4789579158316633,-0.2799244999253342,2,0,1
132,-0.4749498997995992,0.0162195171437843,2,0,1
133,-0.4709418837675351,-0.1512842519387869,2,0,1
134,-0.4669338677354709,-0.146578849372909,2,0,1
135,-0.4629258517034068,-0.3873624755613363,2,0,1
136,-0.4589178356713427,-0.1138634378870444,2,0,1
137,-0.4549098196392785,0.137407401493334,2,0,1
138,-0.4509018036072144,-0.5052055260407583,2,0,1
139,-0.4468937875751503,-0.3954704484078734,2,0,1
140,-0.4428857715430861,-0.3048849142544198,2,0,1
141,-0.438877755511022,-0.2173902094629995,2,0,1
142,-0.434869739478958,-0.5098081517754037,2,0,1
143,-0.4308617234468939,-0.987480065874664,2,0,0
144,-0.4268537074148297,-0.1717443226234651,2,0,1
145,-0.4228456913827656,-0.3139079110952005,2,0,1
146,-0.4188376753507015,-0.836730032462728,2,0,1
147,-0.4148296593186373,-0.631476119131276,2,0,1
148,-0.4108216432865732,-0.2178243139026727,2,0,1
149,-0.4068136272545091,-0.2630629264212619,2,0,1
150,-0.4028056112224449,-0.3857051675313689,2,0,1
151,-0.3987975951903808,-0.6291029750794911,2,0,1
152,-0.3947895791583167,-0.597353708235726,2,0,1
153,-0.3907815631262525,-0.6598177162796738,2,0,1
154,-0.3867735470941884,-0.4272641403599217,2,0,1
155,-0.3827655310621243,-0.8469460723497461,2,0,1
156,-0.3787575150300601,-0.8513770046877607,2,0,1
157,-0.374749498997996,-0.5061639341298498,2,0,1
158,-0.3707414829659319,-0.7346437995871139,2,0,1
159,-0.3667334669338677,-0.4671704424714558,2,0,1
160,-0.3627254509018036,-0.8937876688846885,2,0,1
161,-0.3587174348697395,-0.7865805818359209,2,0,1
162,-0.3547094188376753,-0.9757553223033096,2,0,1
163,-0.3507014028056112,-0.8049462147564511,2,0,1
164,-0.3466933867735471,-1.11676276935409,2,0,1
165,-0.342685370741483,-0.9326940216350093,2,0,1
166,-0.3386773547094188,-1.1360024400549704,2,0,1
167,-0.3346693386773547,-0.7230131096162872,2,0,1
168,-0.3306613226452907,-0.7309794637999522,2,0,1
169,-0.3266533066132265,-1.232295012985137,2,0,1
170,-0.3226452905811624,-0.6308484374918102,2,0,1
171,-0.3186372745490983,-0.4089564469122243,2,0,1
172,-0.3146292585170341,-0.9094759886700228,2,0,1
173,-0.31062124248497,-1.0565553277480604,2,0,1
174,-0.3066132264529059,-0.3725328601498918,2,0,0
175,-0.3026052104208417,-1.2096647240484262,2,0,1
176,-0.2985971943887776,-0.9497219478479644,2,0,1
177,-0.2945891783567135,-0.9250861821169998,2,0,1
178,-0.2905811623246493,-0.6986390779043017,2,0,1
179,-0.2865731462925852,-0.9017651200660466,2,0,1
180,-0.2825651302605211,-1.0788665220572349,2,0,1
181,-0.2785571142284569,-1.1741825180447196,2,0,1
182,-0.2745490981963928,-1.0564919346553414,2,0,1
183,-0.2705410821643287,-1.1930683430142333,2,0,1
184,-0.2665330661322646,-0.9850442260546832,2,0,1
185,-0.2625250501002004,-1.1097442083329725,2,0,1
186,-0.2585170340681363,-1.2973760207115963,2,0,1
187,-0.2545090180360722,-0.7485695465040065,2,0,1
188,-0.250501002004008,-1.099529550089114,2,0,1
189,-0.2464929859719439,-1.2533845953797436,2,0,1
190,-0.2424849699398797,-1.0325372488297586,2,0,1
191,-0.2384769539078156,-0.9837058477170436,2,0,1
192,-0.2344689378757515,-1.3445357510048457,2,0,1
193,-0.2304609218436875,-0.9261439791113464,2,0,1
194,-0.2264529058116233,-1.198506750499639,2,0,1
195,-0.2224448897795592,-0.6428439717610241,2,0,1
196,-0.2184368737474951,-0.8756074534284467,2,0,1
197,-0.2144288577154309,-1.0551076504525496,2,0,1
198,-0.2104208416833668,-1.1182709206292685,2,0,1
199,-0.2064128256513027,-0.9837259751183536,2,0,1
200,-0.2024048096192385,-0.8330588303717856,2,0,1
201,-0.1983967935871744,-0.9529943398353344,2,0,1
202,-0.1943887775551103,-0.98300469793089,2,0,1
203,-0.1903807615230461,-0.9189804654879472,2,0,1
204,-0.186372745490982,-1.0419177174692438,2,0,1
205,-0.1823647294589179,-0.9796943745081984,2,0,1
206,-0.1783567134268537,-1.3175411855524808,2,0,1
207,-0.1743486973947896,-0.694395977696608,2,0,1
208,-0.1703406813627255,-0.817576340203254,2,0,1
209,-0.1663326653306613,-1.0196653701918086,2,0,1
210,-0.1623246492985972,-0.4723169821839589,2,0,1
211,-0.1583166332665331,-0.8212101184861731,2,0,1
212,-0.1543086172344689,-1.0318597538566148,2,0,1
213,-0.1503006012024048,-0.6387782358501553,2,0,1
214,-0.1462925851703407,-0.7154970119371679,2,0,1
215,-0.1422845691382765,-0.7006673720699381,2,0,1
216,-0.1382765531062124,-0.8487168270333044,2,0,1
217,-0.1342685370741483,-0.6569646789793122,2,0,1
218,-0.1302605210420842,-0.7824398448643646,2,0,1
219,-0.1262525050100201,-0.6014612702210599,2,0,1
220,-0.122244488977956,-1.075747894526049,2,0,1
221,-0.1182364729458919,-0.7632025543300132,2,0,1
222,-0.1142284569138277,-0.3132367398117566,0,1,0
223,-0.1102204408817636,-0.7919040845415757,2,0,1
224,-0.1062124248496995,-0.7396761848002036,2,0,1
225,-0.1022044088176353,-0.6885262406575142,2,0,1
226,-0.0981963927855712,-0.8215408306070271,2,0,1
227,-0.0941883767535071,-0.999514479765604,2,0,1
228,-0.0901803607214429,-0.58290055645481,2,0,1
229,-0.0861723446893788,-0.4881959401583996,2,0,1
230,-0.0821643286573147,-0.5041265636256789,2,0,1
231,-0.0781563126252505,-0.5005459519501245,2,0,1
232,-0.0741482965931864,-0.4406077062262794,2,0,1
233,-0.0701402805611223,-0.2220083542524654,3,0,1
234,-0.0661322645290581,-0.4417561380359524,2,0,1
235,-0.062124248496994,-0.4953176810161625,2,0,1
236,-0.0581162324649299,-0.4133192304617897,2,0,1
237,-0.0541082164328657,-0.2175912962506059,3,0,1
238,-0.0501002004008016,-0.0272103213453809,4,0,1
239,-0.0460921843687375,-0.4112031492783914,2,0,1
240,-0.0420841683366733,-0.2415652498848302,3,0,1
241,-0.0380761523046092,-0.169292386966681,3,0,1
242,-0.0340681362725451,-0.4109410728453146,2,0,1
243,-0.0300601202404809,-0.1836689234459962,3,0,1
244,-0.0260521042084168,-0.4560949495778749,2,0,1
245,-0.0220440881763528,-0.4918747180037355,2,0,1
246,-0.0180360721442887,-0.0397323003779363,4,0,1
247,-0.0140280561122245,-0.1648017436289425,3,0,1
248,-0.0100200400801604,-0.0224601045786431,4,0,1
249,-0.0060120240480963,-0.0413446736064416,4,0,1
250,-0.0020040080160321,-0.2078712307312168,3,0,1
251,0.0020040080160319,0.0035403606055886,4,0,1
252,0.006012024048096,-0.2088545827982008,3,0,1
253,0.0100200400801602,0.3411106577031657,5,0,1
254,0.0140280561122243,-0.1831672736092082,3,0,1
255,0.0180360721442884,0.07392452776267,4,0,1
256,0.0220440881763526,-0.0703896603535954,4,0,1
257,0.0260521042084167,0.2770444127816143,5,0,1
258,0.0300601202404808,0.1214660826322786,4,0,1
259,0.034068136272545,0.1086921275753074,4,0,1
260,0.0380761523046091,0.4076041843641833,5,0,1
261,0.0420841683366732,0.2672381256261166,5,0,1
262,0.0460921843687374,0.3889032906317485,5,0,1
263,0.0501002004008015,0.1133505097505372,4,0,1
264,0.0541082164328656,0.052497259416459,4,0,1
265,0.0581162324649298,0.3785357258921984,5,0,1
266,0.0621242484969939,0.3167318944997617,5,0,1
267,0.066132264529058,0.5289538353408973,5,0,1
268,0.0701402805611222,0.4105949580301077,5,0,1
269,0.0741482965931863,0.4902309482432823,5,0,1
270,0.0781563126252504,0.1468937335722979,4,0,1
271,0.0821643286573146,0.8713129378407991,5,0,1
272,0.0861723446893787,0.482519427968324,5,0,1
273,0.0901803607214428,0.6763006708179267,5,0,1
274,0.094188376753507,0.3906399904760277,5,0,1
